% Motor Sine Wave Linearization Verification
% Amplitude    = 0.4500 [V]
% Frequency    = 0.025000 [Hz]
% Period       = 40.0000 [sec]
% Cycles       = 3
% Duration     = 120.0000 [sec]
% K_lin        = 8.333100 [(rad/s)/V]
% K_gimbal     = 26.049690 [(rad/s)/V]
% Vg_offset    = 1.336704 [V]
% p_cw         = [-3.862900, 39.921500, -80.250500]
% p_ccw        = [3.553400, 1.935700, -22.689000]

Time[s]              Vcmd_ref[V]          Vc[V]                Vg_raw[V]            Pot[V]               Omega[rad/s]         Omega_target[rad/s]
        0.0000072000         0.0000005089         2.5000000000         1.3429439823         2.7507757072         0.1625615077         0.0000042410
        0.0050059000         0.0003538462         2.5000000000         1.3276300211         2.7405681974        -0.2363624376         0.0029486356
        0.0100067000         0.0007073317         2.5000000000         1.3403916554         2.7533275847         0.0960741835         0.0058942654
        0.0150137000         0.0010612549         2.5000000000         1.3378393285         2.7456719523         0.0295868593         0.0088435435
        0.0200081000         0.0014142869         2.5000000000         1.3276300211         2.7405681974        -0.2363624376         0.0117853943
        0.0250055000         0.0017675301         2.5000000000         1.3352870017         2.7456719523        -0.0369004649         0.0147290050
        0.0300084000         0.0021211609         2.5000000000         1.3480486360         2.7456719523         0.2955361562         0.0176758463
        0.0350057000         0.0024743947         2.5000000000         1.3352870017         2.7456719523        -0.0369004649         0.0206193781
        0.0400077000         0.0028279591         2.5000000000         1.3429439823         2.7507757072         0.1625615077         0.0235656656
        0.0450072000         0.0031813450         2.5000000000         1.3352870017         2.7456719523        -0.0369004649         0.0265104660
        0.0500084000         0.0035348491         2.5000000000         1.3301823480         2.7405681974        -0.1698751134         0.0294562514
        0.0550053000         0.0038880472         2.5000000000         1.3301823480         2.7380163199        -0.1698751134         0.0323994859
        0.0600084000         0.0042416810         2.5000000000         1.3352870017         2.7456719523        -0.0369004649         0.0353463522
        0.0650080000         0.0045950649         2.5000000000         1.3301823480         2.7405681974        -0.1698751134         0.0382911352
        0.0701847000         0.0049609636         2.5000000000         1.3352870017         2.7456719523        -0.0369004649         0.0413402058
        0.0752610000         0.0053197627         2.5000000000         1.3403916554         2.7533275847         0.0960741835         0.0443301145
        0.0801412000         0.0056646980         2.5000000000         1.3352870017         2.7456719523        -0.0369004649         0.0472044949
        0.0850053000         0.0060084920         2.5000000000         1.3378393285         2.7456719523         0.0295868593         0.0500693650
        0.0900079000         0.0063620716         2.5000000000         1.3301823480         2.7405681974        -0.1698751134         0.0530157787
        0.0951639000         0.0067264892         2.5000000000         1.3454963091         2.7456719523         0.2290488320         0.0560525071
        0.1000069000         0.0070687805         2.5000000000         1.3352870017         2.7456719523        -0.0369004649         0.0589048545
        0.1050051000         0.0074220366         2.5000000000         1.3429439823         2.7533275847         0.1625615077         0.0618485731
        0.1100068000         0.0077755355         2.5000000000         1.3352870017         2.7456719523        -0.0369004649         0.0647943150
        0.1222374000         0.0086399217         2.5000000000         1.3403916554         2.7507757072         0.0960741835         0.0719973318
        0.1234318000         0.0087243332         2.5000000000         1.3429439823         2.7507757072         0.1625615077         0.0727007408
        0.1250061000         0.0088355927         2.5000000000         1.3352870017         2.7482238297        -0.0369004649         0.0736278776
        0.1300067000         0.0091889934         2.5000000000         1.3352870017         2.7456719523        -0.0369004649         0.0765728008
        0.1350071000         0.0095423743         2.5000000000         1.3352870017         2.7456719523        -0.0369004649         0.0795175590
        0.1400065000         0.0098956786         2.5000000000         1.3429439823         2.7507757072         0.1625615077         0.0824616792
        0.1452304000         0.0102648417         2.5000000000         1.3301823480         2.7405681974        -0.1698751134         0.0855379520
