% Motor Sine Wave Linearization Verification
% Amplitude    = 2.5000 [V]
% Period       = 40.0000 [sec]
% Frequency    = 0.025000 [Hz]
% Cycles       = 10
% Duration     = 400.0000 [sec]
% K_lin        = 8.127800 [(rad/s)/V]
% K_gimbal     = 26.049690 [(rad/s)/V]
% Vg_offset    = 1.337112 [V]
% p_cw         = [-2.621900, 30.449800, -63.426600]
% p_ccw        = [2.394600, 4.751300, -23.293900]

Time[s]              Vcmd_ref[V]          Vc[V]                Vg_raw[V]            Pot[V]               Omega[rad/s]         Omega_target[rad/s]
        0.0001328000         0.0000521504         2.5000000000         1.3454963091         1.8627223515         0.2184108601         0.0004238683
        0.0468330000         0.0183911102         2.5000000000         1.3378393285         1.8550667191         0.0189488874         0.1494792656
        0.0484235000         0.0190156806         2.5000000000         1.3301823480         1.8499629642        -0.1805130853         0.1545556489
        0.0499607000         0.0196193196         2.5000000000         1.3352870017         1.8550667191        -0.0475384368         0.1594619060
        0.0514871000         0.0202187165         2.5000000000         1.3352870017         1.8550667191        -0.0475384368         0.1643336837
        0.0530008000         0.0208131251         2.5000000000         1.3378393285         1.8627223515         0.0189488874         0.1691649178
        0.0545950000         0.0214391436         2.5000000000         1.3429439823         1.8601704740         0.1519235359         0.1742530712
        0.0561023000         0.0220310365         2.5000000000         1.3327346748         1.8499629642        -0.1140257610         0.1790638587
        0.0578687000         0.0227246724         2.5000000000         1.3403916554         1.8550667191         0.0854362116         0.1847015923
        0.0592973000         0.0232856586         2.5000000000         1.3378393285         1.8550667191         0.0189488874         0.1892611756
        0.0608862000         0.0239095903         2.5000000000         1.3301823480         1.8499629642        -0.1805130853         0.1943323682
        0.0624236000         0.0245132976         2.5000000000         1.3378393285         1.8525148416         0.0189488874         0.1992391800
        0.0638181000         0.0250608895         2.5000000000         1.3250776943         1.8499629642        -0.3134877337         0.2036898979
        0.0650386000         0.0255401542         2.5000000000         1.3352870017         1.8525148416        -0.0475384368         0.2075852654
        0.0700053000         0.0274904630         2.5000000000         1.3429439823         1.8601704740         0.1519235359         0.2234369850
        0.0750082000         0.0294549697         2.5000000000         1.3352870017         1.8525148416        -0.0475384368         0.2394041031
        0.0800076000         0.0314180840         2.5000000000         1.3301823480         1.8499629642        -0.1805130853         0.2553599030
        0.0850059000         0.0333807469         2.5000000000         1.3403916554         1.8601704740         0.0854362116         0.2713120348
        0.0900077000         0.0353447636         2.5000000000         1.3352870017         1.8525148416        -0.0475384368         0.2872751694
        0.0950052000         0.0373070700         2.5000000000         1.3352870017         1.8525148416        -0.0475384368         0.3032244035
        0.1000075000         0.0392712382         2.5000000000         1.3352870017         1.8499629642        -0.0475384368         0.3191887695
        0.1050063000         0.0412340078         2.5000000000         1.3352870017         1.8576185965        -0.0475384368         0.3351417687
        0.1100071000         0.0431975373         2.5000000000         1.3378393285         1.8550667191         0.0189488874         0.3511009438
        0.1150044000         0.0451596660         2.5000000000         1.3352870017         1.8550667191        -0.0475384368         0.3670487329
        0.1200072000         0.0471239262         2.5000000000         1.3378393285         1.8525148416         0.0189488874         0.3830138475
        0.1250045000         0.0490859980         2.5000000000         1.3352870017         1.8550667191        -0.0475384368         0.3989611742
        0.1300073000         0.0510501988         2.5000000000         1.3352870017         1.8525148416        -0.0475384368         0.4149258061
        0.1350051000         0.0530124051         2.5000000000         1.3352870017         1.8525148416        -0.0475384368         0.4308742266
        0.1400130000         0.0549785441         2.5000000000         1.3352870017         1.8550667191        -0.0475384368         0.4468546106
        0.1450070000         0.0569391919         2.5000000000         1.3378393285         1.8525148416         0.0189488874         0.4627903639
        0.1500058000         0.0589016891         2.5000000000         1.3301823480         1.8499629642        -0.1805130853         0.4787411487
        0.1550034000         0.0608636789         2.5000000000         1.3429439823         1.8601704740         0.1519235359         0.4946878093
        0.1600053000         0.0628273193         2.7517733021         1.3378393285         1.8550667191         0.0189488874         0.5106478855
        0.1650039000         0.0647896254         2.7527690437         1.3429439823         1.8601704740         0.1519235359         0.5265971170
        0.1700050000         0.0667528729         2.7537655880         1.3403916554         1.8525148416         0.0854362116         0.5425540004
        0.1750040000         0.0687152549         2.7547620181         1.3429439823         1.8550667191         0.1519235359         0.5585038489
