% Motor Sine Wave Linearization Verification
% Amplitude    = 1.0000 [V]
% Period       = 10.0000 [sec]
% Frequency    = 0.100000 [Hz]
% Cycles       = 3
% Duration     = 30.0000 [sec]
% K_lin        = 8.333100 [(rad/s)/V]
% K_gimbal     = 26.049690 [(rad/s)/V]
% Vg_offset    = 1.336129 [V]
% p_cw         = [-3.862900, 39.921500, -80.250500]
% p_ccw        = [3.553400, 1.935700, -22.689000]

Time[s]              Vcmd_ref[V]          Vc[V]                Vg_raw[V]            Pot[V]               Omega[rad/s]         Omega_target[rad/s]
        0.0000090000         0.0000056549         2.5000000000         1.3403916554         2.7941576240         0.1110338315         0.0000471226
        0.0459511000         0.0288679166         2.5000000000         1.3301823480         2.7813982367        -0.1549154654         0.2405592357
        0.0473908000         0.0297721178         2.5000000000         1.3301823480         2.7813982367        -0.1549154654         0.2480940352
        0.0487417000         0.0306205263         2.5000000000         1.3352870017         2.7890538691        -0.0219408170         0.2551639073
        0.0504772000         0.0317104433         2.5000000000         1.3429439823         2.7916057465         0.1775211557         0.2642462952
        0.0516420000         0.0324419321         2.5000000000         1.3301823480         2.7813982367        -0.1549154654         0.2703418646
        0.0529024000         0.0332334377         2.5000000000         1.3403916554         2.7916057465         0.1110338315         0.2769375596
        0.0540812000         0.0339736813         2.5000000000         1.3352870017         2.7865019916        -0.0219408170         0.2831060833
        0.0552034000         0.0346783648         2.5000000000         1.3301823480         2.7813982367        -0.1549154654         0.2889782815
        0.0562958000         0.0353643189         2.5000000000         1.3352870017         2.7865019916        -0.0219408170         0.2946944057
        0.0573922000         0.0360527680         2.5000000000         1.3429439823         2.7941576240         0.1775211557         0.3004313207
        0.0585661000         0.0367898617         2.5000000000         1.3352870017         2.7865019916        -0.0219408170         0.3065735965
        0.0600123000         0.0376979055         2.5000000000         1.3352870017         2.7890538691        -0.0219408170         0.3141404163
        0.0650076000         0.0408341232         2.5000000000         1.3301823480         2.7813982367        -0.1549154654         0.3402748322
        0.0700191000         0.0439801076         2.5000000000         1.3352870017         2.7865019916        -0.0219408170         0.3664906346
        0.0750052000         0.0471097143         2.5000000000         1.3506009628         2.7865019916         0.3769831284         0.3925699605
        0.0800345000         0.0502659678         2.5000000000         1.3582579434         2.7941576240         0.5764451010         0.4188713361
        0.0850081000         0.0533867719         2.5000000000         1.3352870017         2.7865019916        -0.0219408170         0.4448773088
        0.0900246000         0.0565339664         2.5000000000         1.3352870017         2.7890538691        -0.0219408170         0.4711031954
        0.0950128000         0.0596628495         2.5000000000         1.3378393285         2.7865019916         0.0445465072         0.4971764915
        0.1000076000         0.0627952853         2.7608855362         1.3403916554         2.7916057465         0.1110338315         0.5232793922
        0.1050039000         0.0659280431         2.7622901176         1.3327346748         2.7813982367        -0.0884281412         0.5493849756
        0.1100067000         0.0690642254         2.7636970565         1.3301823480         2.7813982367        -0.1549154654         0.5755190966
        0.1150050000         0.0721969053         2.7651032468         1.3352870017         2.7865019916        -0.0219408170         0.6016240314
        0.1200068000         0.0753310660         2.7665109260         1.3301823480         2.7813982367        -0.1549154654         0.6277413057
        0.1250050000         0.0784622276         2.7679180829         1.3352870017         2.7890538691        -0.0219408170         0.6538335891
        0.1300068000         0.0815948699         2.7693267315         1.3352870017         2.7890538691        -0.0219408170         0.6799382103
        0.1350046000         0.0847242020         2.7707347183         1.3454963091         2.7941576240         0.2440084799         0.7060152478
        0.1400057000         0.0878547641         2.7721440867         1.3403916554         2.7865019916         0.1110338315         0.7321025349
        0.1450053000         0.0909835202         2.7735534711         1.3633625971         2.7890538691         0.7094197495         0.7581747720
        0.1500047000         0.0941112533         2.7749632246         1.3837812120         2.7941576240         1.2413183433         0.7842384849
        0.1550043000         0.0972381829         2.7763734469         1.3684672508         2.8018132564         0.8423943980         0.8102955018
        0.1600050000         0.1003648406         2.7777843786         1.3633625971         2.7967095015         0.7094197495         0.8363502530
        0.1650030000         0.1034888201         2.7791949344         1.3684672508         2.8094688888         0.8423943980         0.8623826866
        0.1700045000         0.1066139656         2.7806068507         1.3710195777         2.8094688888         0.9088817222         0.8884248367
        0.1750056000         0.1097378084         2.7820190138         1.3633625971         2.8069170113         0.7094197495         0.9144561314
