% Motor Sine Wave Linearization Verification
% Amplitude    = 1.5000 [V]
% Period       = 10.0000 [sec]
% Frequency    = 0.100000 [Hz]
% Cycles       = 5
% Duration     = 50.0000 [sec]
% K_lin        = 9.283000 [(rad/s)/V]
% K_gimbal     = 26.049690 [(rad/s)/V]
% Vg_offset    = 1.336538 [V]
% p_cw         = [-3.197700, 35.875600, -73.405600]
% p_ccw        = [3.168100, 3.851000, -25.925000]

Time[s]              Vcmd_ref[V]          Vc[V]                Vg_raw[V]            Pot[V]               Omega[rad/s]         Omega_target[rad/s]
        0.0000083000         0.0000078226         2.5000000000         1.3301823480         2.0872875679        -0.1655534373         0.0000726169
        0.0450156000         0.0424205469         2.5000000000         1.3352870017         2.0898394453        -0.0325787889         0.3937899372
        0.0463293000         0.0436581702         2.5000000000         1.3378393285         2.0949432002         0.0339085354         0.4052787940
        0.0475660000         0.0448232254         2.5000000000         1.3352870017         2.0923913228        -0.0325787889         0.4160940014
        0.0487750000         0.0459621592         2.5000000000         1.3429439823         2.1000469552         0.1668831838         0.4266667236
        0.0499279000         0.0470482195         2.5000000000         1.3301823480         2.0898394453        -0.1655534373         0.4367486212
        0.0510835000         0.0481367984         2.5000000000         1.3352870017         2.0949432002        -0.0325787889         0.4468538998
        0.0522191000         0.0492065126         2.5000000000         1.3403916554         2.1000469552         0.1003958596         0.4567840566
        0.0534292000         0.0503463768         2.5000000000         1.3429439823         2.0974950777         0.1668831838         0.4673654162
        0.0545739000         0.0514246102         2.5000000000         1.3429439823         2.0974950777         0.1668831838         0.4773746564
        0.0557196000         0.0525037588         2.5000000000         1.3327346748         2.0898394453        -0.0990661131         0.4873923933
        0.0568728000         0.0535899444         2.5000000000         1.3301823480         2.0872875679        -0.1655534373         0.4974754534
        0.0602508000         0.0567714788         2.7204784630         1.3378393285         2.0949432002         0.0339085354         0.5270096376
        0.0650111000         0.0612544807         2.7227316331         1.3378393285         2.0923913228         0.0339085354         0.5686253448
        0.0700094000         0.0659610282         2.7250990517         1.3403916554         2.0872875679         0.1003958596         0.6123162248
        0.0750105000         0.0706695611         2.7274694148         1.3480486360         2.0949432002         0.2998578323         0.6560255357
        0.0800070000         0.0753730663         2.7298391949         1.3480486360         2.0974950777         0.2998578323         0.6996881743
        0.0850099000         0.0800818519         2.7322135903         1.3480486360         2.0974950777         0.2998578323         0.7433998308
        0.0900066000         0.0847840121         2.7345866019         1.3506009628         2.1000469552         0.3663451565         0.7870499846
        0.0950077000         0.0894894762         2.7369632430         1.3454963091         2.0974950777         0.2333705080         0.8307308079
        0.1000084000         0.0941936805         2.7393412150         1.3480486360         2.0974950777         0.2998578323         0.8743999359
        0.1050081000         0.0988960144         2.7417202121         1.3582579434         2.1102544650         0.5658071292         0.9180517016
        0.1100048000         0.1035945517         2.7440992612         1.3557056165         2.1051507101         0.4993198049         0.9616682231
        0.1150074000         0.1082976140         2.7464825811         1.3506009628         2.1051507101         0.3663451565         1.0053267504
        0.1200050000         0.1129949073         2.7488649594         1.3506009628         2.1077025875         0.3663451565         1.0489317244
        0.1250071000         0.1176953146         2.7512509047         1.3659149240         2.1179100974         0.7652691018         1.0925656050
        0.1300040000         0.1223896747         2.7536357700         1.3608102703         2.1153582199         0.6322944534         1.1361433502
        0.1350080000         0.1270894959         2.7560254062         1.3557056165         2.1128063424         0.4993198049         1.1797717907
        0.1400049000         0.1317813951         2.7584130122         1.3633625971         2.1179100974         0.6987817776         1.2233266908
        0.1450075000         0.1364773451         2.7608046832         1.3608102703         2.1153582199         0.6322944534         1.2669191948
        0.1500050000         0.1411671615         2.7631952360         1.3608102703         2.1230138523         0.6322944534         1.3104547598
        0.1550071000         0.1458599008         2.7655892900         1.3659149240         2.1281176072         0.7652691018         1.3540174588
        0.1600046000         0.1505468858         2.7679824217         1.3608102703         2.1332213621         0.6322944534         1.3975267407
        0.1650063000         0.1552363236         2.7703788244         1.3608102703         2.1281176072         0.6322944534         1.4410587920
        0.1700046000         0.1599210421         2.7727748368         1.3735719045         2.1408769945         0.9647310745         1.4845470339
        0.1750075000         0.1646084925         2.7751742736         1.3735719045         2.1459807494         0.9647310745         1.5280606362
        0.1800047000         0.1692889787         2.7775721739         1.3633625971         2.1408769945         0.6987817776         1.5715095889
        0.1850066000         0.1739721956         2.7799735071         1.3761242314         2.1510845043         1.0312183988         1.6149838917
        0.1900405000         0.1786836388         2.7823913714         1.3684672508         2.1459807494         0.8317564261         1.6587202186
        0.1950074000         0.1833306220         2.7847781828         1.3633625971         2.1459807494         0.6987817776         1.7018581636
        0.2000063000         0.1880057411         2.7871814824         1.3735719045         2.1587401367         0.9647310745         1.7452572949
        0.2050066000         0.1926803141         2.7895865490         1.3786765582         2.1638438916         1.0977057230         1.7886513560
        0.2100145000         0.1973600858         2.7919963467         1.3761242314         2.1689476465         1.0312183988         1.8320936762
        0.2150153000         0.2020312728         2.7944037809         1.3812288851         2.1740514015         1.1641930472         1.8754563052
        0.2200153000         0.2066997184         2.7968118610         1.3863335388         2.1689476465         1.2971676957         1.9187934858
        0.2250073000         0.2113586594         2.7992170954         1.3863335388         2.1791551564         1.2971676957         1.9620424348
        0.2300047000         0.2160205573         2.8016259187         1.3735719045         2.1714995240         0.9647310745         2.0053188334
        0.2350050000         0.2206830289         2.8040371069         1.3837812120         2.1842589113         1.2306803714         2.0486005570
        0.2400066000         0.2253445334         2.8064498684         1.3735719045         2.1791551564         0.9647310745         2.0918733040
        0.2450044000         0.2300002735         2.8088617209         1.3863335388         2.1893626662         1.2971676957         2.1350925386
        0.2500124000         0.2346632404         2.8112794008         1.3812288851         2.1995701761         1.1641930472         2.1783788606
        0.2550059000         0.2393103930         2.8136909612         1.3965428462         2.2072258084         1.5631169926         2.2215183782
        0.2600148000         0.2439695107         2.8161108206         1.3914381925         2.2046739310         1.4301423441         2.2647689682
        0.2650060000         0.2486097609         2.8185229659         1.3888858657         2.2123295633         1.3636550199         2.3078444104
        0.2700071000         0.2532567626         2.8209407118         1.3888858657         2.2174333183         1.3636550199         2.3509825272
        0.2750073000         0.2579004281         2.8233588177         1.3812288851         2.2225370732         1.1641930472         2.3940896736
        0.2800122000         0.2625459092         2.8257799707         1.3837812120         2.2225370732         1.2306803714         2.4372136751
        0.2850095000         0.2671817458         2.8281981982         1.3863335388         2.2327445830         1.2971676957         2.4802481459
        0.2900154000         0.2718229193         2.8306213175         1.3914381925         2.2378483379         1.4301423441         2.5233321599
        0.2950076000         0.2764487130         2.8330385113         1.3863335388         2.2429520929         1.2971676957         2.5662734026
        0.3000158000         0.2810865993         2.8354641386         1.3939905194         2.2557114802         1.4966296683         2.6093269008
        0.3050096000         0.2857083790         2.8378834537         1.3914381925         2.2506077252         1.4301423441         2.6522308823
        0.3100164000         0.2903393664         2.8403097086         1.3914381925         2.2608152351         1.4301423441         2.6952203385
        0.3150075000         0.2949529725         2.8427289728         1.3939905194         2.2633671125         1.4966296683         2.7380484438
        0.3200124000         0.2995764221         2.8451555226         1.3965428462         2.2710227449         1.5631169926         2.7809679260
        0.3250106000         0.3041907257         2.8475793978         1.4041998268         2.2761264998         1.7625789652         2.8238025069
        0.3300073000         0.3088006459         2.8500030963         1.3990951731         2.2812302547         1.6296043168         2.8665963957
        0.3350048000         0.3134082596         2.8524277112         1.4093044805         2.2888858871         1.8955536137         2.9093688743
        0.3400146000         0.3180241123         2.8548588013         1.3965428462         2.2965415195         1.5631169926         2.9522178340
        0.3451047000         0.3227107229         2.8573293555         1.4041998268         2.2990933970         1.7625789652         2.9957236410
        0.3500077000         0.3272219444         2.8597095495         1.4041998268         2.3067490293         1.7625789652         3.0376013098
        0.3550109000         0.3318221577         2.8621388206         1.3965428462         2.3144046617         1.5631169926         3.0803050898
        0.3600584000         0.3364597798         2.8645900225         1.4093044805         2.3220602941         1.8955536137         3.1233561363
        0.3650069000         0.3410031563         2.8669935356         1.4067521537         2.3322678039         1.8290662895         3.1655322999
        0.3700151000         0.3455979886         2.8694264138         1.4067521537         2.3348196814         1.8290662895         3.2081861279
        0.3750037000         0.3501714366         2.8718501163         1.4169614611         2.3450271912         2.0950155864         3.2506414460
        0.3800071000         0.3547549973         2.8742813327         1.4220661148         2.3552347011         2.2279902348         3.2931906399
        0.3850046000         0.3593296532         2.8767099824         1.4144091342         2.3577865785         2.0285282622         3.3356571710
        0.3900070000         0.3639052464         2.8791412906         1.4169614611         2.3730978433         2.0950155864         3.3781324028
        0.3950053000         0.3684734989         2.8815708598         1.4144091342         2.3730978433         2.0285282622         3.4205394900
        0.4000075000         0.3730416773         2.8840025552         1.4067521537         2.3756497207         1.8290662895         3.4629458900
        0.4050062000         0.3776029782         2.8864327563         1.3990951731         2.3909609855         1.6296043168         3.5052884465
        0.4100080000         0.3821633795         2.8888646481         1.4144091342         2.3884091080         2.0285282622         3.5476226523
        0.4150048000         0.3867154533         2.8912942688         1.4144091342         2.3986166179         2.0285282622         3.5898795529
        0.4200065000         0.3912681735         2.8937264085         1.4246184417         2.4190316375         2.2944775591         3.6321424543
        0.4250116000         0.3958201202         2.8961603145         1.4220661148         2.4266872699         2.2279902348         3.6743981758
        0.4300128000         0.4003646101         2.8985924131         1.4195137880         2.4241353924         2.1615029106         3.7165846752
        0.4350066000         0.4048984311         2.9010209782         1.4271707685         2.4419985347         2.3609648833         3.7586721363
        0.4400155000         0.4094419569         2.9034569281         1.4246184417         2.4445504121         2.2944775591         3.8008496864
        0.4450132000         0.4139712815         2.9058874487         1.4246184417         2.4573097994         2.2944775591         3.8428954065
        0.4500142000         0.4184995108         2.9083195676         1.4246184417         2.4598616769         2.2944775591         3.8849309591
        0.4550148000         0.4230232464         2.9107514615         1.4322754222         2.4777248191         2.4939395317         3.9269247960
        0.4600076000         0.4275357594         2.9131795074         1.4322754222         2.4853804515         2.4939395317         3.9688144548
        0.4650140000         0.4320563395         2.9156140882         1.4373800759         2.5006917162         2.6269141802         4.0107789998
        0.4700064000         0.4365600210         2.9180417580         1.4373800759         2.5057954711         2.6269141802         4.0525866749
        0.4750071000         0.4410668836         2.9204733365         1.4348277491         2.5160029810         2.5604268560         4.0944238807
        0.4800078000         0.4455693919         2.9229047633         1.4399324028         2.5236586133         2.6934015044         4.1362206649
        0.4850071000         0.4500662426         2.9253353331         1.4475893834         2.5313142457         2.8928634771         4.1779649305
        0.4900063000         0.4545585629         2.9277656537         1.4450370565         2.5517292654         2.8263761529         4.2196671391
        0.4950124000         0.4590525893         2.9301991030         1.4348277491         2.5491773879         2.5604268560         4.2613851864
        0.5000042000         0.4635292562         2.9326253516         1.4424847297         2.5593848978         2.7598888286         4.3029420856
        0.5050065000         0.4680107653         2.9350564292         1.4424847297         2.5746961625         2.7598888286         4.3445439345
        0.5100077000         0.4724866671         2.9374866726         1.4475893834         2.5797999174         2.8928634771         4.3860937311
        0.5150066000         0.4769558483         2.9399154743         1.4424847297         2.5976630597         2.7598888286         4.4275811395
        0.5200075000         0.4814221093         2.9423448986         1.4552463639         2.6155262019         3.0923254498         4.4690414411
        0.5250151000         0.4858895914         2.9447772027         1.4475893834         2.6180780793         2.8928634771         4.5105130771
        0.5300041000         0.4903356964         2.9472000743         1.4475893834         2.6257337117         2.8928634771         4.5517862693
        0.5350072000         0.4947895283         2.9496293694         1.4526940371         2.6410449765         3.0258381256         4.5931311915
        0.5400043000         0.4992331384         2.9520553020         1.4475893834         2.6461487314         2.8928634771         4.6343812238
        0.5450070000         0.5036767984         2.9544834785         1.4475893834         2.6640118736         2.8928634771         4.6756317195
        0.5500051000         0.5081114028         2.9569089226         1.4475893834         2.6742193834         2.8928634771         4.7167981525
        0.5550069000         0.5125442735         2.9593356368         1.4475893834         2.6767712609         2.8928634771         4.7579484911
        0.5600051000         0.5169688969         2.9617600540         1.4577986908         2.7048419129         3.1588127740         4.7990222700
        0.5650069000         0.5213916031         2.9641856412         1.4629033445         2.7099456679         3.2917874225         4.8400782512
        0.5700050000         0.5258058937         2.9666088326         1.4629033445         2.7227050552         3.2917874225         4.8810561109
        0.5750071000         0.5302185253         2.9690333358         1.4577986908         2.7329125650         3.1588127740         4.9220185701
        0.5800055000         0.5346226613         2.9714553928         1.4603510177         2.7482238297         3.2253000982         4.9629021647
        0.5850132000         0.5390297037         2.9738812762         1.4577986908         2.7533275847         3.1588127740         5.0038127396
        0.5900090000         0.5434209562         2.9763006907         1.4680079982         2.7711907269         3.4247620709         5.0445767360
        0.5950094000         0.5478108902         2.9787216027         1.4680079982         2.7890538691         3.4247620709         5.0853284937
        0.6000227000         0.5522067208         2.9811480008         1.4577986908         2.7916057465         3.1588127740         5.1261349895
        0.6050069000         0.5565716042         2.9835595351         1.4603510177         2.8043651338         3.2253000982         5.1666542020
        0.6100262000         0.5609617099         2.9859872401         1.4526940371         2.8196763986         3.0258381256         5.2074075526
        0.6150058000         0.5653115789         2.9883949122         1.4654556714         2.8349876633         3.3582747467         5.2477873872
        0.6200053000         0.5696732642         2.9908113472         1.4654556714         2.8477470506         3.3582747467         5.2882769112
        0.6250070000         0.5740312437         2.9932279581         1.4782173056         2.8630583154         3.6907113678         5.3287320352
        0.6300050000         0.5783803364         2.9956418684         1.4731126519         2.8758177027         3.5577367194         5.3691046628
        0.6350067000         0.5827269386         2.9980566256         1.4705603251         2.8911289674         3.4912493951         5.4094541708
        0.6400381000         0.5870935441         3.0004847461         1.4526940371         2.8911289674         3.0258381256         5.4499893703
        0.6450123000         0.5914047400         3.0028842740         1.4577986908         2.9038883547         3.1588127740         5.4900102010
        0.6500048000         0.5957259878         3.0052916153         1.4833219594         2.9294071293         3.8236860163         5.5301243445
        0.6550082000         0.6000507889         3.0077031661         1.4731126519         2.9345108842         3.5577367194         5.5702714731
        0.6600047000         0.6043637078         3.0101103193         1.4756649788         2.9498221490         3.6242240436         5.6103082992
        0.6650045000         0.6086735128         3.0125179633         1.4833219594         2.9753409236         3.8236860163         5.6503162192
        0.6700052000         0.6129780851         3.0149249141         1.4731126519         2.9727890461         3.5577367194         5.6902755639
        0.6750068000         0.6172773789         3.0173311442         1.4756649788         2.9855484334         3.6242240436         5.7301859088
        0.6800043000         0.6215670598         3.0197342222         1.4756649788         3.0008596982         3.6242240436         5.7700070164
        0.6850071000         0.6258551518         3.0221386406         1.4858742862         3.0187228404         3.8901733405         5.8098133742
        0.6900043000         0.6301322703         3.0245391339         1.4731126519         3.0263784728         3.5577367194         5.8495178655
        0.6950024000         0.6344039453         3.0269387990         1.4909789399         3.0493453699         4.0231479890         5.8891718243
        0.7000650000         0.6387243675         3.0293681184         1.4807696325         3.0646566347         3.7571986921         5.9292783033
        0.7050068000         0.6429354660         3.0317381697         1.5088452279         3.0850716543         4.4885592585         5.9683699305
        0.7100073000         0.6471902753         3.0341350371         1.4833219594         3.1029347965         3.8236860163         6.0078673254
