% Motor Sine Wave Linearization Verification
% Amplitude    = 0.4500 [V]
% Period       = 40.0000 [sec]
% Frequency    = 0.025000 [Hz]
% Cycles       = 20
% Duration     = 800.0000 [sec]
% K_lin        = 8.333100 [(rad/s)/V]
% K_gimbal     = 26.049690 [(rad/s)/V]
% Vg_offset    = 1.335772 [V]
% p_cw         = [-3.862900, 39.921500, -80.250500]
% p_ccw        = [3.553400, 1.935700, -22.689000]

Time[s]              Vcmd_ref[V]          Vc[V]                Vg_raw[V]            Pot[V]               Omega[rad/s]         Omega_target[rad/s]
        0.0000056000         0.0000003958         2.5000000000         1.3352870017         0.9312870789        -0.0126325916         0.0000032986
        0.0457715000         0.0032353688         2.5000000000         1.3429439823         0.9363908338         0.1868293811         0.0269606518
        0.0467577000         0.0033050773         2.5000000000         1.3301823480         0.9236314466        -0.1456072401         0.0275415400
        0.0476356000         0.0033671307         2.5000000000         1.3352870017         0.9312870789        -0.0126325916         0.0280586371
        0.0486121000         0.0034361535         2.5000000000         1.3352870017         0.9312870789        -0.0126325916         0.0286338105
        0.0496362000         0.0035085407         2.5000000000         1.3429439823         0.9363908338         0.1868293811         0.0292370203
        0.0505795000         0.0035752166         2.5000000000         1.3352870017         0.9312870789        -0.0126325916         0.0297926371
        0.0515117000         0.0036411078         2.5000000000         1.3352870017         0.9312870789        -0.0126325916         0.0303417152
        0.0523826000         0.0037026660         2.5000000000         1.3352870017         0.9312870789        -0.0126325916         0.0308546862
        0.0534352000         0.0037770674         2.5000000000         1.3327346748         0.9312870789        -0.0791199158         0.0314746801
        0.0546668000         0.0038641209         2.5000000000         1.3352870017         0.9287352015        -0.0126325916         0.0322001059
        0.0560085000         0.0039589565         2.5000000000         1.3352870017         0.9287352015        -0.0126325916         0.0329903804
        0.0600170000         0.0042422889         2.5000000000         1.3429439823         0.9389427113         0.1868293811         0.0353514176
        0.0650103000         0.0045952275         2.5000000000         1.3250776943         0.9363908338        -0.2785818885         0.0382924899
        0.0700146000         0.0049489407         2.5000000000         1.3403916554         0.9363908338         0.1203420569         0.0412400175
        0.0750061000         0.0053017461         2.5000000000         1.3429439823         0.9312870789         0.1868293811         0.0441799806
        0.0800064000         0.0056551703         2.5000000000         1.3429439823         0.9363908338         0.1868293811         0.0471250996
        0.0850076000         0.0060086546         2.5000000000         1.3352870017         0.9312870789        -0.0126325916         0.0500707196
        0.0900080000         0.0063620786         2.5000000000         1.3301823480         0.9236314466        -0.1456072401         0.0530158376
        0.0950050000         0.0067152585         2.5000000000         1.3352870017         0.9287352015        -0.0126325916         0.0559589203
        0.1000072000         0.0070688017         2.5000000000         1.3301823480         0.9287352015        -0.1456072401         0.0589050312
        0.1050071000         0.0074221779         2.5000000000         1.3352870017         0.9312870789        -0.0126325916         0.0618497511
        0.1100069000         0.0077755426         2.5000000000         1.3403916554         0.9389427113         0.1203420569         0.0647943739
        0.1150043000         0.0081287328         2.5000000000         1.3352870017         0.9312870789        -0.0126325916         0.0677375433
        0.1200064000         0.0084822502         2.5000000000         1.3429439823         0.9338389564         0.1868293811         0.0706834390
        0.1250066000         0.0088356280         2.5000000000         1.3352870017         0.9312870789        -0.0126325916         0.0736281721
        0.1300063000         0.0091889651         2.5000000000         1.3480486360         0.9363908338         0.3198040295         0.0765725652
        0.1350050000         0.0095422259         2.5000000000         1.3327346748         0.9312870789        -0.0791199158         0.0795163223
        0.1400065000         0.0098956786         2.5000000000         1.3403916554         0.9312870789         0.1203420569         0.0824616792
        0.1450058000         0.0102489697         2.5000000000         1.3352870017         0.9287352015        -0.0126325916         0.0854056897
