% Motor Sine Wave Linearization Verification
% Amplitude    = 0.4500 [V]
% Period       = 40.0000 [sec]
% Frequency    = 0.025000 [Hz]
% Cycles       = 3
% Duration     = 120.0000 [sec]
% K_lin        = 8.333100 [(rad/s)/V]
% K_gimbal     = 26.049690 [(rad/s)/V]
% Vg_offset    = 1.336142 [V]
% p_cw         = [-3.862900, 39.921500, -80.250500]
% p_ccw        = [3.553400, 1.935700, -22.689000]

Time[s]              Vcmd_ref[V]          Vc[V]                Vg_raw[V]            Pot[V]               Omega[rad/s]         Omega_target[rad/s]
        0.0000076000         0.0000005372         2.5000000000         1.3352870017         1.5386339142        -0.0222732536         0.0000044766
        0.0050075000         0.0003539593         2.5000000000         1.3352870017         1.5309782818        -0.0222732536         0.0029495781
        0.0100061000         0.0007072892         2.5000000000         1.3352870017         1.5335301593        -0.0222732536         0.0058939120
        0.0150068000         0.0010607672         2.5000000000         1.3352870017         1.5309782818        -0.0222732536         0.0088394792
        0.0200041000         0.0014140042         2.5000000000         1.3327346748         1.5258745269        -0.0887605778         0.0117830382
        0.0250066000         0.0017676078         2.5000000000         1.3403916554         1.5360820367         0.1107013948         0.0147296530
        0.0300054000         0.0021209489         2.5000000000         1.3403916554         1.5386339142         0.1107013948         0.0176740792
        0.0350074000         0.0024745148         2.5000000000         1.3378393285         1.5335301593         0.0442140706         0.0206203794
        0.0400046000         0.0028277399         2.5000000000         1.3327346748         1.5258745269        -0.0887605778         0.0235638396
        0.0450066000         0.0031813026         2.5000000000         1.3352870017         1.5309782818        -0.0222732536         0.0265101126
        0.0500040000         0.0035345381         2.5000000000         1.3352870017         1.5309782818        -0.0222732536         0.0294536597
        0.0550062000         0.0038881108         2.5000000000         1.3429439823         1.5335301593         0.1771887191         0.0324000160
        0.0600045000         0.0042414054         2.5000000000         1.3403916554         1.5386339142         0.1107013948         0.0353440551
        0.0650065000         0.0045949589         2.5000000000         1.3301823480         1.5258745269        -0.1552479021         0.0382902517
        0.0700068000         0.0049483894         2.5000000000         1.3403916554         1.5411857916         0.1107013948         0.0412354234
        0.0750058000         0.0053017249         2.5000000000         1.3403916554         1.5386339142         0.1107013948         0.0441798039
        0.0800051000         0.0056550784         2.5000000000         1.3301823480         1.5258745269        -0.1552479021         0.0471243340
