% Motor Sine Wave Linearization Verification
% Amplitude    = 2.0000 [V]
% Period       = 40.0000 [sec]
% Frequency    = 0.025000 [Hz]
% Cycles       = 20
% Duration     = 800.0000 [sec]
% K_lin        = 8.127800 [(rad/s)/V]
% K_gimbal     = 26.049690 [(rad/s)/V]
% Vg_offset    = 0.619602 [V]
% p_cw         = [-2.621900, 30.449800, -63.426600]
% p_ccw        = [2.394600, 4.751300, -23.293900]

Time[s]              Vcmd_ref[V]          Vc[V]                Vg_raw[V]            Pot[V]               Omega[rad/s]         Omega_target[rad/s]
        0.0000111000         0.0000034872         2.5000000000         0.6282924625         4.6493725367         0.2263893390         0.0000283430
        0.0369938000         0.0116218796         2.5000000000         0.6206354819         4.6442687818         0.0269273663         0.0944603132
        0.0383622000         0.0120517676         2.5000000000         0.6180831550         4.6442687818        -0.0395599579         0.0979543570
        0.0397375000         0.0124838227         2.5000000000         0.6206354819         4.6442687818         0.0269273663         0.1014660145
        0.0408639000         0.0128376846         2.5000000000         0.6282924625         4.6493725367         0.2263893390         0.1043421333
        0.0421707000         0.0132482192         2.5000000000         0.6155308282         4.6391650269        -0.1060472821         0.1076788764
        0.0434712000         0.0136567741         2.5000000000         0.6257401356         4.6493725367         0.1599020148         0.1109995287
        0.0449132000         0.0141097809         2.5000000000         0.6206354819         4.6468206592         0.0269273663         0.1146814770
        0.0464216000         0.0145836465         2.5000000000         0.6206354819         4.6442687818         0.0269273663         0.1185329621
        0.0481525000         0.0151274098         2.5000000000         0.5491703299         4.6391650269        -1.8347177120         0.1229525612
        0.0500162000         0.0157128910         2.5000000000         0.5721412716         4.6442687818        -1.2363317940         0.1277112355
        0.0550081000         0.0172810892         2.5000000000         0.6206354819         4.6442687818         0.0269273663         0.1404572372
        0.0600077000         0.0188516958         2.5000000000         0.6180831550         4.6468206592        -0.0395599579         0.1532228130
        0.0650111000         0.0204234844         2.5000000000         0.6206354819         4.6442687818         0.0269273663         0.1659979968
        0.0700096000         0.0219937212         2.5000000000         0.6129785013         4.6366131494        -0.1725346064         0.1787605671
        0.0750084000         0.0235640386         2.5000000000         0.6231878087         4.6442687818         0.0934146905         0.1915237932
        0.0800151000         0.0251368232         2.5000000000         0.6129785013         4.6391650269        -0.1725346064         0.2043070716
        0.0850060000         0.0267046289         2.5000000000         0.6231878087         4.6417169043         0.0934146905         0.2170498831
        0.0900059000         0.0282752454         2.5000000000         0.6180831550         4.6417169043        -0.0395599579         0.2298155398
        0.0950057000         0.0298458131         2.5000000000         0.6155308282         4.6340612719        -0.1060472821         0.2425807994
        0.1000073000         0.0314169277         2.5000000000         0.6155308282         4.6366131494        -0.1060472821         0.2553505050
        0.1050052000         0.0329868607         2.5000000000         0.6206354819         4.6442687818         0.0269273663         0.2681106066
        0.1100065000         0.0345578414         2.5000000000         0.6206354819         4.6442687818         0.0269273663         0.2808792232
