% Motor Sine Wave Linearization Verification
% Amplitude    = 1.0000 [V]
% Period       = 40.0000 [sec]
% Frequency    = 0.025000 [Hz]
% Cycles       = 20
% Duration     = 800.0000 [sec]
% K_lin        = 8.333100 [(rad/s)/V]
% K_gimbal     = 26.049690 [(rad/s)/V]
% Vg_offset    = 1.336512 [V]
% p_cw         = [-3.862900, 39.921500, -80.250500]
% p_ccw        = [3.553400, 1.935700, -22.689000]

Time[s]              Vcmd_ref[V]          Vc[V]                Vg_raw[V]            Pot[V]               Omega[rad/s]         Omega_target[rad/s]
        0.0000341000         0.0000053564         2.5000000000         1.3403916554         0.9746689957         0.1010607328         0.0000446355
        0.0050078000         0.0007866233         2.5000000000         1.3352870017         0.9695652408        -0.0319139156         0.0065550106
        0.0100102000         0.0015723979         2.5000000000         1.3327346748         0.9695652408        -0.0984012399         0.0131029489
        0.0150286000         0.0023606848         2.5000000000         1.3378393285         0.9695652408         0.0345734086         0.0196718223
        0.0200065000         0.0031426085         2.5000000000         1.3403916554         0.9746689957         0.1010607328         0.0261876709
        0.0250103000         0.0039285986         2.5000000000         1.3301823480         0.9644614859        -0.1648885641         0.0327374053
        0.0300087000         0.0047137381         2.5000000000         1.3352870017         0.9670133634        -0.0319139156         0.0392800511
        0.0350042000         0.0054984192         2.5000000000         1.3352870017         0.9695652408        -0.0319139156         0.0458188768
        0.0400087000         0.0062845105         2.5000000000         1.3352870017         0.9695652408        -0.0319139156         0.0523694547
        0.0450069000         0.0070696084         2.5000000000         1.3327346748         0.9619096084        -0.0984012399         0.0589117540
        0.0500153000         0.0078563041         2.5000000000         1.3378393285         0.9670133634         0.0345734086         0.0654673680
        0.0550054000         0.0086401205         2.5000000000         1.3403916554         0.9695652408         0.1010607328         0.0719989883
        0.0601993000         0.0094559430         2.5000000000         1.3301823480         0.9644614859        -0.1648885641         0.0787973187
        0.0650058000         0.0102109097         2.5000000000         1.3403916554         0.9619096084         0.1010607328         0.0850885320
        0.0700070000         0.0109964522         2.5000000000         1.3378393285         0.9721171183         0.0345734086         0.0916345359
        0.0751997000         0.0118120666         2.5000000000         1.3352870017         0.9695652408        -0.0319139156         0.0984311318
        0.0801149000         0.0125840869         2.5000000000         1.3301823480         0.9695652408        -0.1648885641         0.1048644546
        0.0850056000         0.0133522516         2.5000000000         1.3403916554         0.9746689957         0.1010607328         0.1112656482
        0.0901296000         0.0141570515         2.5000000000         1.3429439823         0.9746689957         0.1675480571         0.1179721260
        0.0951278000         0.0149420838         2.5000000000         1.3429439823         0.9721171183         0.1675480571         0.1245138786
        0.1002795000         0.0157512156         2.5000000000         1.3301823480         0.9644614859        -0.1648885641         0.1312564550
        0.1050065000         0.0164936345         2.5000000000         1.3378393285         0.9670133634         0.0345734086         0.1374431060
        0.1100060000         0.0172788422         2.5000000000         1.3352870017         0.9695652408        -0.0319139156         0.1439863197
        0.1150304000         0.0180679498         2.5000000000         1.3429439823         0.9746689957         0.1675480571         0.1505620324
        0.1200058000         0.0188493506         2.5000000000         1.3403916554         0.9644614859         0.1010607328         0.1570735236
        0.1251706000         0.0196604851         2.5000000000         1.3403916554         0.9772208732         0.1010607328         0.1638327882
        0.1300063000         0.0204199225         2.5000000000         1.3301823480         0.9644614859        -0.1648885641         0.1701612561
        0.1350318000         0.0212091551         2.5000000000         1.3352870017         0.9695652408        -0.0319139156         0.1767380107
        0.1400054000         0.0219902241         2.5000000000         1.3352870017         0.9670133634        -0.0319139156         0.1832467366
        0.1450045000         0.0227752842         2.5000000000         1.3352870017         0.9746689957        -0.0319139156         0.1897887205
        0.1500054000         0.0235606128         2.5000000000         1.3378393285         0.9746689957         0.0345734086         0.1963329428
        0.1550599000         0.0243543439         2.5000000000         1.3633625971         0.9746689957         0.6994466509         0.2029471834
        0.1600042000         0.0251307550         2.5000000000         1.3352870017         0.9695652408        -0.0319139156         0.2094170942
        0.1650045000         0.0259159444         2.5000000000         1.3429439823         0.9746689957         0.1675480571         0.2159601559
        0.1700055000         0.0267012277         2.5000000000         1.3429439823         0.9746689957         0.1675480571         0.2225040004
        0.1751205000         0.0275043948         2.5000000000         1.3378393285         0.9695652408         0.0345734086         0.2291968725
        0.1800055000         0.0282714304         2.5000000000         1.3301823480         0.9619096084        -0.1648885641         0.2355886564
        0.1850060000         0.0290565843         2.5000000000         1.3378393285         0.9695652408         0.0345734086         0.2421314226
        0.1900047000         0.0298414377         2.5000000000         1.3327346748         0.9695652408        -0.0984012399         0.2486716844
        0.1950048000         0.0306264925         2.5000000000         1.3352870017         0.9695652408        -0.0319139156         0.2552136245
        0.2000047000         0.0314114970         2.5000000000         1.3352870017         0.9695652408        -0.0319139156         0.2617551455
        0.2050048000         0.0321965135         2.5000000000         1.3557056165         0.9695652408         0.4999846782         0.2682967668
        0.2100048000         0.0329814945         2.5000000000         1.3352870017         0.9695652408        -0.0319139156         0.2748380917
        0.2150049000         0.0337664708         2.5000000000         1.3352870017         0.9695652408        -0.0319139156         0.2813793779
        0.2200041000         0.0345512850         2.5000000000         1.3608102703         0.9746689957         0.6329593266         0.2879193132
        0.2250051000         0.0353363605         2.5000000000         1.3429439823         0.9746689957         0.1675480571         0.2944614255
        0.2300035000         0.0361210060         2.5000000000         1.3301823480         0.9644614859        -0.1648885641         0.3009999551
        0.2350042000         0.0369059903         2.5000000000         1.3352870017         0.9695652408        -0.0319139156         0.3075413077
        0.2400058000         0.0376910931         2.5000000000         1.3301823480         0.9619096084        -0.1648885641         0.3140836478
        0.2450047000         0.0384757488         2.5000000000         1.3352870017         0.9695652408        -0.0319139156         0.3206222624
        0.2500073000         0.0392609616         2.5000000000         1.3378393285         0.9695652408         0.0345734086         0.3271655187
        0.2550058000         0.0400455066         2.5000000000         1.3301823480         0.9619096084        -0.1648885641         0.3337032106
        0.2600069000         0.0408304349         2.5000000000         1.3429439823         0.9746689957         0.1675480571         0.3402440973
        0.2650046000         0.0416148045         2.5000000000         1.3327346748         0.9670133634        -0.0984012399         0.3467803273
        0.2700090000         0.0424001999         2.5000000000         1.3454963091         0.9644614859         0.2340353813         0.3533251058
        0.2750106000         0.0431851297         2.5000000000         1.3352870017         0.9695652408        -0.0319139156         0.3598660043
        0.2800164000         0.0439706919         2.5000000000         1.3429439823         0.9746689957         0.1675480571         0.3664121729
        0.2850131000         0.0447547990         2.5000000000         1.3403916554         0.9619096084         0.1010607328         0.3729462155
