% Sweep Step 147/200  Vcmd=4.2000V  CW
% Vg_offset=1.338056V  K_gimbal=26.049690

Time[s]              Vcmd[V]              Vg_raw[V]            Pot[V]               Omega[rad/s]
        0.0004542000         4.2000000000         1.3454963091         0.3571146507         0.1938105501
        0.0054012000         4.2000000000         1.3327346748         0.3418033859        -0.1386260710
        0.0104204000         4.2000000000         1.3301823480         0.3443552634        -0.2051133952
        0.0154846000         4.2000000000         1.4041998268         0.3571146507         1.7230190073
        0.0204845000         4.2000000000         1.6517755319         0.3724259154         8.1722894573
        0.0254323000         4.2000000000         1.5981766679         0.3979446900         6.7760556486
        0.0304140000         4.2000000000         1.6390138976         0.4285672195         7.8398528362
        0.0354175000         4.2000000000         1.7079267227         0.4745010138         9.6350105903
        0.0403973000         4.2000000000         1.7436592987         0.5127791757        10.5658331295
        0.0453903000         4.2000000000         1.7206883570         0.5459535826         9.9674472114
        0.0505213000         4.2000000000         1.7717348941         0.5944392543        11.2971936960
        0.0554445000         4.2000000000         1.7921535090         0.6276136613        11.8290922898
        0.0604432000         4.2000000000         1.7998104896         0.6812030879        12.0285542625
        0.0654497000         4.2000000000         1.8202291044         0.7322406371        12.5604528563
        0.0705501000         4.2000000000         1.8253337581         0.7807263088        12.6934275047
        0.0755166000         4.2000000000         1.8304384118         0.8317638580        12.8264021532
        0.0804551000         4.2000000000         1.8585140073         0.8879051621        13.5577627197
        0.0854551000         4.2000000000         1.8687233147         0.9414945888        13.8237120166
        0.0908984000         4.2000000000         1.8661709878         1.0001877703        13.7572246924
        0.0955038000         4.2000000000         1.8738279684         1.0435696871        13.9566866650
        0.1004491000         4.2000000000         1.8916942564         1.1048147461        14.4220979346
        0.1054465000         4.2000000000         1.8763802953         1.1481966629        14.0231739893
        0.1105298000         4.2000000000         1.8967989101         1.2068898445        14.5550725831
        0.1154398000         4.2000000000         1.9070082175         1.2706867810        14.8210218800
        0.1205176000         4.2000000000         1.8967989101         1.3217243302        14.5550725831
        0.1255641000         4.2000000000         1.9146651981         1.3829693892        15.0204838527
        0.1305273000         4.2000000000         1.9095605444         1.4289031834        14.8875092042
        0.1354668000         4.2000000000         1.9223221787         1.4952519974        15.2199458254
        0.1404426000         4.2000000000         1.9223221787         1.5513933015        15.2199458254
        0.1455885000         4.2000000000         1.9274268324         1.6126383605        15.3529204738
        0.1505147000         4.2000000000         1.9172175250         1.6636759097        15.0869711769
        0.1554460000         4.2000000000         1.9325314861         1.7198172138        15.4858951223
        0.1605475000         4.2000000000         1.9350838130         1.7810622728        15.5523824465
        0.1654854000         4.2000000000         1.9452931204         1.8474110867        15.8183317434
        0.1704389000         4.2000000000         1.9376361398         1.9061042683        15.6188697707
        0.1755011000         4.2000000000         1.9478454472         1.9622455724        15.8848190676
        0.1804410000         4.2000000000         1.9274268324         2.0234906314        15.3529204738
        0.1854431000         4.2000000000         1.9529501009         2.0847356904        16.0177937161
        0.1904385000         4.2000000000         1.9427407935         2.1485326269        15.7518444192
        0.1954326000         4.2000000000         1.9555024278         2.2097776859        16.0842810403
        0.2004527000         4.2000000000         1.9555024278         2.2710227449        16.0842810403
        0.2054282000         4.2000000000         1.9529501009         2.3373715588        16.0177937161
        0.2104573000         4.2000000000         1.9555024278         2.3986166179        16.0842810403
        0.2154635000         4.2000000000         1.9580547547         2.4598616769        16.1507683645
        0.2203827000         4.2000000000         1.9606070815         2.5313142457        16.2172556888
        0.2254404000         4.2000000000         1.9631594084         2.5900074273        16.2837430130
        0.2304398000         4.2000000000         1.9810256964         2.6487006088        16.7491542826
        0.2354355000         4.2000000000         1.9631594084         2.7099456679        16.2837430130
        0.2404294000         4.2000000000         1.9682640621         2.7737426043        16.4167176614
        0.2454491000         4.2000000000         1.9835780232         2.8349876633        16.8156416068
        0.2504235000         4.2000000000         1.9606070815         2.8962327224        16.2172556888
        0.2555303000         4.2000000000         1.9810256964         2.9600296588        16.7491542826
        0.2605373000         4.2000000000         1.9784733695         3.0263784728        16.6826669583
        0.2654479000         4.2000000000         1.9810256964         3.0927272867        16.7491542826
        0.2704973000         4.2000000000         1.9784733695         3.1565242232        16.6826669583
        0.2756550000         4.2000000000         1.9759210427         3.2203211597        16.6161796341
        0.2804545000         4.2000000000         1.9810256964         3.2892218510        16.7491542826
        0.2854334000         4.2000000000         1.9835780232         3.3428112777        16.8156416068
        0.2905814000         4.2000000000         1.9708163889         3.4142638465        16.4832049857
        0.2954924000         4.2000000000         1.9861303501         3.4780607830        16.8821289310
        0.3004176000         4.2000000000         1.9657117352         3.5393058420        16.3502303372
        0.3053900000         4.2000000000         1.9861303501         3.6082065334        16.8821289310
        0.3103838000         4.2000000000         1.9886826769         3.6771072248        16.9486162552
        0.3154918000         4.2000000000         1.9937873306         3.7383522838        17.0815909037
        0.3203888000         4.2000000000         2.0014443112         3.8098048527        17.2810528764
        0.3254192000         4.2000000000         1.9912350038         3.8710499117        17.0151035795
        0.3303878000         4.2000000000         1.9937873306         3.9348468482        17.0815909037
        0.3354148000         4.2000000000         1.9937873306         3.9960919072        17.0815909037
        0.3403915000         4.2000000000         1.9988919844         4.0726482310        17.2145655522
        0.3454109000         4.2000000000         2.0039966381         4.1313414125        17.3475402006
        0.3504513000         4.2000000000         2.0039966381         4.2002421039        17.3475402006
        0.3554216000         4.2000000000         1.9937873306         4.2691427953        17.0815909037
        0.3604364000         4.2000000000         2.0065489649         4.3354916092        17.4140275248
        0.3654380000         4.2000000000         1.9937873306         4.4043923006        17.0815909037
        0.3704168000         4.2000000000         2.0065489649         4.4707411146        17.4140275248
        0.3754539000         4.2000000000         2.0065489649         4.5370899285        17.4140275248
        0.3804047000         4.2000000000         2.0065489649         4.6110943748        17.4140275248
        0.3854406000         4.2000000000         2.0014443112         4.6774431887        17.2810528764
        0.3905611000         4.2000000000         2.0039966381         4.7463438801        17.3475402006
        0.3954650000         4.2000000000         2.0142059455         4.8229002039        17.6134894975
        0.4004369000         4.2000000000         2.0065489649         4.8790415080        17.4140275248
        0.4054006000         4.2000000000         2.0014443112         4.9555978318        17.2810528764
        0.4104321000         4.2000000000         2.0142059455         5.0040835035        17.6134894975
        0.4154263000         4.2000000000         1.9988919844         5.0066353810        17.2145655522
        0.4203843000         4.2000000000         2.0116536186         1.1073666236        17.5470021733
        0.4257870000         4.2000000000         2.0116536186         0.0024036839        17.5470021733
        0.4304495000         4.2000000000         2.0091012918        -0.0001481936        17.4805148491
        0.4354813000         4.2000000000         2.0193105992         0.0585449879        17.7464641460
        0.4404808000         4.2000000000         2.0014443112         0.1197900470        17.2810528764
        0.4453949000         4.2000000000         2.0091012918         0.1937944933        17.4805148491
        0.4503936000         4.2000000000         2.0091012918         0.2677989396        17.4805148491
        0.4556114000         4.2000000000         2.0091012918         0.3443552634        17.4805148491
        0.4605935000         4.2000000000         2.0218629261         0.4056003224        17.8129514702
        0.4653951000         4.2000000000         2.0091012918         0.4821566461        17.4805148491
        0.4704793000         4.2000000000         2.0167582724         0.5536092150        17.6799768217
        0.4753886000         4.2000000000         1.9963396575         0.6097505191        17.1480782279
        0.4804149000         4.2000000000         2.0193105992         0.6812030879        17.7464641460
        0.4853872000         4.2000000000         1.9912350038         0.7475519019        17.0151035795
        0.4904581000         4.2000000000         2.0167582724         0.8190044707        17.6799768217
        0.4954165000         4.2000000000         1.9988919844         0.8879051621        17.2145655522
        0.5003924000         4.2000000000         2.0091012918         0.9517020986        17.4805148491
        0.5054179000         4.2000000000         1.9963396575         1.0206027900        17.1480782279
        0.5104296000         4.2000000000         2.0014443112         1.0843997265        17.2810528764
        0.5154216000         4.2000000000         1.9988919844         1.1533004179        17.2145655522
        0.5204640000         4.2000000000         2.0091012918         1.2196492318        17.4805148491
        0.5254258000         4.2000000000         2.0039966381         1.2859980457        17.3475402006
        0.5304219000         4.2000000000         1.9963396575         1.3523468597        17.1480782279
        0.5354307000         4.2000000000         2.0091012918         1.4237994285        17.4805148491
        0.5404917000         4.2000000000         2.0014443112         1.4901482425        17.2810528764
        0.5455061000         4.2000000000         1.9988919844         1.5488414240        17.2145655522
        0.5503992000         4.2000000000         1.9963396575         1.6177421154        17.1480782279
        0.5554196000         4.2000000000         1.9912350038         1.6789871744        17.0151035795
        0.5604927000         4.2000000000         1.9937873306         1.7504397433        17.0815909037
        0.5654250000         4.2000000000         1.9886826769         1.8091329248        16.9486162552
        0.5704269000         4.2000000000         1.9988919844         1.8780336162        17.2145655522
        0.5753839000         4.2000000000         2.0039966381         1.9443824302        17.3475402006
        0.5803942000         4.2000000000         1.9937873306         2.0107312441        17.0815909037
        0.5854205000         4.2000000000         2.0039966381         2.0847356904        17.3475402006
        0.5904389000         4.2000000000         1.9912350038         2.1485326269        17.0151035795
        0.5954197000         4.2000000000         2.0039966381         2.2123295633        17.3475402006
        0.6004277000         4.2000000000         1.9835780232         2.2735746224        16.8156416068
        0.6054360000         4.2000000000         2.0065489649         2.3424753138        17.4140275248
        0.6104513000         4.2000000000         1.9912350038         2.4062722502        17.0151035795
        0.6154173000         4.2000000000         1.9937873306         2.4751729416        17.0815909037
        0.6205007000         4.2000000000         1.9861303501         2.5338661232        16.8821289310
        0.6254575000         4.2000000000         1.9988919844         2.6104224470        17.2145655522
        0.6304440000         4.2000000000         1.9861303501         2.6691156285        16.8821289310
        0.6354407000         4.2000000000         1.9963396575         2.7354644424        17.1480782279
        0.6404390000         4.2000000000         1.9886826769         2.7992613789        16.9486162552
        0.6454478000         4.2000000000         1.9988919844         2.8707139478        17.2145655522
        0.6504487000         4.2000000000         1.9963396575         2.9370627617        17.1480782279
        0.6554333000         4.2000000000         1.9963396575         2.9957559433        17.1480782279
        0.6604401000         4.2000000000         1.9861303501         3.0646566347        16.8821289310
        0.6655533000         4.2000000000         1.9963396575         3.1259016937        17.1480782279
        0.6703998000         4.2000000000         1.9784733695         3.1871467527        16.6826669583
        0.6754223000         4.2000000000         1.9988919844         3.2637030765        17.2145655522
        0.6804242000         4.2000000000         1.9963396575         3.3275000129        17.1480782279
        0.6854380000         4.2000000000         1.9810256964         3.3861931945        16.7491542826
        0.6905011000         4.2000000000         2.0142059455         3.4627495183        17.6134894975
        0.6954619000         4.2000000000         1.9810256964         3.5137870674        16.7491542826
        0.7004628000         4.2000000000         1.9988919844         3.5852396363        17.2145655522
        0.7053943000         4.2000000000         1.9988919844         3.6566922051        17.2145655522
        0.7104190000         4.2000000000         1.9937873306         3.7153853867        17.0815909037
        0.7154820000         4.2000000000         1.9963396575         3.7842860781        17.1480782279
        0.7204147000         4.2000000000         1.9963396575         3.8429792597        17.1480782279
        0.7254710000         4.2000000000         1.9937873306         3.9118799510        17.0815909037
        0.7304360000         4.2000000000         1.9963396575         3.9858843974        17.1480782279
        0.7354340000         4.2000000000         2.0014443112         4.0573369662        17.2810528764
        0.7404189000         4.2000000000         1.9988919844         4.1083745154        17.2145655522
        0.7454245000         4.2000000000         1.9937873306         4.1849308392        17.0815909037
        0.7503860000         4.2000000000         2.0065489649         4.2461758982        17.4140275248
        0.7554031000         4.2000000000         2.0142059455         4.3227322219        17.6134894975
        0.7604286000         4.2000000000         1.9937873306         4.3788735260        17.0815909037
        0.7654623000         4.2000000000         2.0014443112         4.4528779724        17.2810528764
        0.7704938000         4.2000000000         2.0142059455         4.5243305412        17.6134894975
        0.7753939000         4.2000000000         2.0091012918         4.5983349875        17.4805148491
        0.7803835000         4.2000000000         2.0167582724         4.6621319240        17.6799768217
        0.7853844000         4.2000000000         1.9988919844         4.7284807379        17.2145655522
        0.7904491000         4.2000000000         2.0193105992         4.8050370617        17.7464641460
        0.7954336000         4.2000000000         2.0116536186         4.8764896306        17.5470021733
        0.8003847000         4.2000000000         2.0039966381         4.9402865670        17.3475402006
        0.8054350000         4.2000000000         2.0193105992         5.0040835035        17.7464641460
        0.8104189000         4.2000000000         2.0091012918         5.0066353810        17.4805148491
        0.8154070000         4.2000000000         2.0091012918         1.1022628687        17.4805148491
        0.8204273000         4.2000000000         2.0039966381         0.0049555613        17.3475402006
        0.8254788000         4.2000000000         2.0065489649         0.0024036839        17.4140275248
        0.8303863000         4.2000000000         2.0167582724         0.0432337232        17.6799768217
        0.8354590000         4.2000000000         2.0014443112         0.1070306597        17.2810528764
        0.8403843000         4.2000000000         2.0116536186         0.1784832285        17.5470021733
        0.8454719000         4.2000000000         2.0091012918         0.2575914298        17.4805148491
        0.8505710000         4.2000000000         2.0142059455         0.3290439986        17.6134894975
        0.8555601000         4.2000000000         2.0193105992         0.3979446900        17.7464641460
        0.8604373000         4.2000000000         2.0091012918         0.4617416265        17.4805148491
        0.8654899000         4.2000000000         2.0167582724         0.5331941953        17.6799768217
        0.8704267000         4.2000000000         2.0014443112         0.5969911318        17.2810528764
        0.8754614000         4.2000000000         2.0218629261         0.6735474556        17.8129514702
        0.8804874000         4.2000000000         1.9988919844         0.7322406371        17.2145655522
        0.8854118000         4.2000000000         2.0116536186         0.7985894511        17.5470021733
        0.8903889000         4.2000000000         2.0014443112         0.8725938974        17.2810528764
        0.8954451000         4.2000000000         2.0167582724         0.9389427113        17.6799768217
        0.9008182000         4.2000000000         2.0091012918         1.0154990351        17.4805148491
        0.9058319000         4.2000000000         2.0142059455         1.0843997265        17.6134894975
        0.9112550000         4.2000000000         1.9963396575         1.1481966629        17.1480782279
        0.9163121000         4.2000000000         2.0091012918         1.2145454769        17.4805148491
        0.9204607000         4.2000000000         2.0116536186         1.2808942908        17.5470021733
        0.9256044000         4.2000000000         1.9988919844         1.3497949822        17.2145655522
        0.9304941000         4.2000000000         2.0091012918         1.4135919187        17.4805148491
