% Motor Sweep Step 7/180
% Vcmd       = 2.5400 [V]
% Direction  = CW
% Zone       = DEADZONE
% Vg_offset  = 1.336155 [V]
% K_gimbal   = 26.049690 [(rad/s)/V]

Time[s]              Vcmd[V]              Vg_raw[V]            Pot[V]               Omega[rad/s]
        0.0000246000         2.5400000000         1.3301823480         1.7249209687        -0.1555803387
        0.0050088000         2.5400000000         1.3352870017         1.7300247236        -0.0226056902
        0.0101335000         2.5400000000         1.3301823480         1.7249209687        -0.1555803387
        0.0150069000         2.5400000000         1.3148683868         1.7274728461        -0.5545042841
        0.0200051000         2.5400000000         1.3429439823         1.7376803560         0.1768562824
        0.0250082000         2.5400000000         1.3429439823         1.7351284785         0.1768562824
        0.0300066000         2.5400000000         1.3352870017         1.7325766011        -0.0226056902
        0.0350057000         2.5400000000         1.3378393285         1.7300247236         0.0438816340
        0.0400041000         2.5400000000         1.3403916554         1.7376803560         0.1103689582
        0.0450053000         2.5400000000         1.3352870017         1.7300247236        -0.0226056902
        0.0500043000         2.5400000000         1.3352870017         1.7300247236        -0.0226056902
        0.0550058000         2.5400000000         1.3378393285         1.7300247236         0.0438816340
        0.0600038000         2.5400000000         1.3352870017         1.7325766011        -0.0226056902
        0.0650045000         2.5400000000         1.3352870017         1.7325766011        -0.0226056902
        0.0700050000         2.5400000000         1.3276300211         1.7249209687        -0.2220676629
        0.0750046000         2.5400000000         1.3429439823         1.7402322334         0.1768562824
        0.0800039000         2.5400000000         1.3403916554         1.7300247236         0.1103689582
        0.0850036000         2.5400000000         1.3352870017         1.7300247236        -0.0226056902
        0.0900043000         2.5400000000         1.3352870017         1.7376803560        -0.0226056902
        0.0950101000         2.5400000000         1.3403916554         1.7376803560         0.1103689582
        0.1000338000         2.5400000000         1.3378393285         1.7325766011         0.0438816340
        0.1050114000         2.5400000000         1.3352870017         1.7325766011        -0.0226056902
        0.1100068000         2.5400000000         1.3352870017         1.7325766011        -0.0226056902
