% Motor Sweep Step 52/180
% Vcmd       = 2.2400 [V]
% Direction  = CCW
% Zone       = DEADZONE
% Vg_offset  = 1.336525 [V]
% K_gimbal   = 26.049690 [(rad/s)/V]

Time[s]              Vcmd[V]              Vg_raw[V]            Pot[V]               Omega[rad/s]
        0.0000113000         2.2400000000         1.3633625971         3.6260696756         0.6991142142
        0.0050074000         2.2400000000         1.3301823480         3.6133102883        -0.1652210007
        0.0100091000         2.2400000000         1.3352870017         3.6184140433        -0.0322463522
        0.0150109000         2.2400000000         1.3352870017         3.6184140433        -0.0322463522
        0.0200079000         2.2400000000         1.3429439823         3.6337253080         0.1672156204
        0.0250083000         2.2400000000         1.3429439823         3.6260696756         0.1672156204
        0.0300064000         2.2400000000         1.3429439823         3.6209659207         0.1672156204
        0.0352233000         2.2400000000         1.3352870017         3.6209659207        -0.0322463522
        0.0400176000         2.2400000000         1.3072114063         3.6158621658        -0.7636069187
        0.0450031000         2.2400000000         1.2714788303         3.6133102883        -1.6944294579
        0.0500046000         2.2400000000         1.3021067526         3.6082065334        -0.8965815672
        0.0550050000         2.2400000000         1.2867927914         3.6031027785        -1.2955055126
        0.0600471000         2.2400000000         1.2842404646         3.6005509010        -1.3619928368
        0.0650062000         2.2400000000         1.2944497720         3.5979990236        -1.0960435399
        0.0700064000         2.2400000000         1.2867927914         3.5852396363        -1.2955055126
        0.0750062000         2.2400000000         1.2842404646         3.5775840039        -1.3619928368
        0.0800060000         2.2400000000         1.2842404646         3.5724802490        -1.3619928368
        0.0850039000         2.2400000000         1.2842404646         3.5724802490        -1.3619928368
        0.0900056000         2.2400000000         1.2765834840         3.5673764941        -1.5614548095
        0.0950047000         2.2400000000         1.2842404646         3.5648246166        -1.3619928368
        0.1000057000         2.2400000000         1.2842404646         3.5622727392        -1.3619928368
        0.1050922000         2.2400000000         1.2740311571         3.5469614744        -1.6279421337
        0.1100070000         2.2400000000         1.2816881377         3.5495133519        -1.4284801610
        0.1150080000         2.2400000000         1.2918974451         3.5469614744        -1.1625308641
        0.1200069000         2.2400000000         1.2816881377         3.5342020871        -1.4284801610
        0.1250062000         2.2400000000         1.2714788303         3.5265464547        -1.6944294579
        0.1300057000         2.2400000000         1.2765834840         3.5265464547        -1.5614548095
        0.1350048000         2.2400000000         1.2765834840         3.5188908224        -1.5614548095
        0.1400061000         2.2400000000         1.2765834840         3.5112351900        -1.5614548095
        0.1450062000         2.2400000000         1.2893451183         3.5137870674        -1.2290181883
        0.1500057000         2.2400000000         1.2714788303         3.4984758027        -1.6944294579
        0.1550064000         2.2400000000         1.2714788303         3.4882682929        -1.6944294579
        0.1602528000         2.2400000000         1.2842404646         3.4959239252        -1.3619928368
        0.1650070000         2.2400000000         1.2689265034         3.4755089056        -1.7609167821
        0.1700067000         2.2400000000         1.2740311571         3.4729570281        -1.6279421337
        0.1750064000         2.2400000000         1.2791358108         3.4729570281        -1.4949674852
        0.1800057000         2.2400000000         1.2842404646         3.4755089056        -1.3619928368
        0.1850049000         2.2400000000         1.2816881377         3.4678532732        -1.4284801610
        0.1900059000         2.2400000000         1.2765834840         3.4550938859        -1.5614548095
        0.1950047000         2.2400000000         1.2740311571         3.4474382535        -1.6279421337
        0.2000059000         2.2400000000         1.2765834840         3.4397826211        -1.5614548095
        0.2050037000         2.2400000000         1.2663741766         3.4295751113        -1.8274041064
        0.2100055000         2.2400000000         1.2663741766         3.4295751113        -1.8274041064
        0.2150055000         2.2400000000         1.2663741766         3.4168157240        -1.8274041064
        0.2200056000         2.2400000000         1.2714788303         3.4117119691        -1.6944294579
        0.2250043000         2.2400000000         1.2714788303         3.4040563367        -1.6944294579
        0.2300051000         2.2400000000         1.2689265034         3.4040563367        -1.7609167821
        0.2350049000         2.2400000000         1.2689265034         3.3989525818        -1.7609167821
        0.2400056000         2.2400000000         1.2765834840         3.3938488269        -1.5614548095
        0.2450043000         2.2400000000         1.2663741766         3.3785375621        -1.8274041064
        0.2500056000         2.2400000000         1.2663741766         3.3734338072        -1.8274041064
        0.2550041000         2.2400000000         1.2612695229         3.3657781748        -1.9603787548
        0.2600054000         2.2400000000         1.2638218497         3.3606744199        -1.8938914306
        0.2650044000         2.2400000000         1.2714788303         3.3581225424        -1.6944294579
        0.2700087000         2.2400000000         1.2714788303         3.3530187875        -1.6944294579
        0.2750049000         2.2400000000         1.2689265034         3.3428112777        -1.7609167821
        0.2800055000         2.2400000000         1.2765834840         3.3453631551        -1.5614548095
        0.2850062000         2.2400000000         1.2714788303         3.3351556453        -1.6944294579
        0.2900052000         2.2400000000         1.2612695229         3.3249481355        -1.9603787548
