% Motor Sweep Step 132/180
% Vcmd       = 1.2000 [V]
% Direction  = CCW
% Zone       = OUTER
% Vg_offset  = 1.336155 [V]
% K_gimbal   = 26.049690 [(rad/s)/V]

Time[s]              Vcmd[V]              Vg_raw[V]            Pot[V]               Omega[rad/s]
        0.0000142000         1.2000000000         1.3148683868         1.2681349035        -0.5545042841
        0.0050304000         1.2000000000         1.3403916554         1.2834461683         0.1103689582
        0.0100060000         1.2000000000         1.3378393285         1.2732386584         0.0438816340
        0.0150090000         1.2000000000         1.2842404646         1.2706867810        -1.3523521748
        0.0200073000         1.2000000000         1.0596357012         1.2528236388        -7.2032367067
        0.0250102000         1.2000000000         1.1566241217         1.2375123740        -4.6767183861
        0.0300053000         1.2000000000         1.0698450086         1.2094417220        -6.9372874098
        0.0350090000         1.2000000000         1.0417694132         1.1762673150        -7.6686479763
        0.0400055000         1.2000000000         1.0290077789         1.1533004179        -8.0010845974
        0.0450092000         1.2000000000         1.0545310475         1.1277816433        -7.3362113552
        0.0500076000         1.2000000000         0.9958275298         1.0895034814        -8.8654198124
        0.0550097000         1.2000000000         0.9728565881         1.0563290744        -9.4638057304
        0.0600050000         1.2000000000         0.9983798566         1.0206027900        -8.7989324882
        0.0650092000         1.2000000000         0.9779612418         0.9848765056        -9.3308310820
        0.0700073000         1.2000000000         0.9447809927         0.9389427113       -10.1951662969
        0.0750106000         1.2000000000         0.9626472806         0.9083201818        -9.7297550273
        0.0800062000         1.2000000000         0.9396763389         0.8623863875       -10.3281409454
        0.0850053000         1.2000000000         0.9192577241         0.8241082257       -10.8600395392
        0.0900066000         1.2000000000         0.9320193584         0.7858300638       -10.5276029181
        0.0950062000         1.2000000000         0.9320193584         0.7398962695       -10.5276029181
        0.1000092000         1.2000000000         0.9141530704         0.7041699851       -10.9930141876
        0.1050101000         1.2000000000         0.9039437630         0.6556843134       -11.2589634845
        0.1100063000         1.2000000000         0.9167053972         0.6071986416       -10.9265268634
        0.1150109000         1.2000000000         0.8758681675         0.5638167248       -11.9903240510
        0.1200101000         1.2000000000         0.8860774750         0.5178829306       -11.7243747541
        0.1250094000         1.2000000000         0.8962867824         0.4821566461       -11.4584254572
        0.1300056000         1.2000000000         0.8758681675         0.4311190970       -11.9903240510
        0.1350096000         1.2000000000         0.8911821287         0.3775296703       -11.5914001057
        0.1400050000         1.2000000000         0.8656588601         0.3392515084       -12.2562733479
        0.1450075000         1.2000000000         0.8605542064         0.2856620818       -12.3892479964
        0.1500190000         1.2000000000         0.8605542064         0.2346245326       -12.3892479964
        0.1550040000         1.2000000000         0.8452402453         0.1835869834       -12.7881719418
        0.1600793000         1.2000000000         0.8707635138         0.1402050666       -12.1232986995
        0.1650057000         1.2000000000         0.8580018795         0.0866156400       -12.4557353206
        0.1700069000         1.2000000000         0.8503448990         0.0457856007       -12.6551972933
        0.1750069000         1.2000000000         0.8656588601         0.0024036839       -12.2562733479
        0.1800096000         1.2000000000         0.8350309378        -0.0001481936       -13.0541212387
        0.1850096000         1.2000000000         0.8605542064         0.0075074388       -12.3892479964
        0.1900051000         1.2000000000         0.8452402453         1.1048147461       -12.7881719418
        0.1950100000         1.2000000000         0.8324786110         5.0015316260       -13.1206085629
        0.2000091000         1.2000000000         0.8273739573         5.0015316260       -13.2535832113
        0.2050099000         1.2000000000         0.8375832647         4.9862203613       -12.9876339144
        0.2100074000         1.2000000000         0.8273739573         4.9402865670       -13.2535832113
        0.2150102000         1.2000000000         0.8299262841         4.8892490178       -13.1870958871
        0.2200054000         1.2000000000         0.8299262841         4.8382114687       -13.1870958871
        0.2250099000         1.2000000000         0.8146123230         4.7795182871       -13.5860198325
        0.2300092000         1.2000000000         0.8146123230         4.7259288605       -13.5860198325
        0.2350090000         1.2000000000         0.8273739573         4.6850988211       -13.2535832113
        0.2400064000         1.2000000000         0.8069553424         4.6187500072       -13.7854818052
        0.2450104000         1.2000000000         0.8248216304         4.5702643355       -13.3200705356
        0.2500058000         1.2000000000         0.8146123230         4.5217786637       -13.5860198325
        0.2550093000         1.2000000000         0.8171646498         4.4579817273       -13.5195325083
        0.2600073000         1.2000000000         0.8146123230         4.4120479330       -13.5860198325
        0.2650101000         1.2000000000         0.8171646498         4.3635622613       -13.5195325083
        0.2700057000         1.2000000000         0.8222693035         4.3099728347       -13.3865578598
        0.2750101000         1.2000000000         0.8018506887         4.2512796531       -13.9184564536
        0.2800055000         1.2000000000         0.8299262841         4.2053458588       -13.1870958871
        0.2850093000         1.2000000000         0.7941937081         4.1364451674       -14.1179184263
        0.2900062000         1.2000000000         0.8248216304         4.0930632506       -13.3200705356
        0.2950092000         1.2000000000         0.7992983618         4.0394738240       -13.9849437778
        0.3000063000         1.2000000000         0.8018506887         3.9858843974       -13.9184564536
        0.3050100000         1.2000000000         0.7941937081         3.9297430933       -14.1179184263
        0.3100056000         1.2000000000         0.7865367276         3.8761536666       -14.3173803990
        0.3150094000         1.2000000000         0.7992983618         3.8327717498       -13.9849437778
        0.3200064000         1.2000000000         0.8018506887         3.7664229359       -13.9184564536
        0.3250093000         1.2000000000         0.7890890544         3.7204891416       -14.2508930747
        0.3300055000         1.2000000000         0.7941937081         3.6592440826       -14.1179184263
        0.3350104000         1.2000000000         0.7916413813         3.6158621658       -14.1844057505
        0.3400052000         1.2000000000         0.7941937081         3.5571689842       -14.1179184263
        0.3450092000         1.2000000000         0.7916413813         3.5035795576       -14.1844057505
        0.3500075000         1.2000000000         0.7967460350         3.4550938859       -14.0514311021
        0.3550097000         1.2000000000         0.7967460350         3.3938488269       -14.0514311021
        0.3600077000         1.2000000000         0.7839844007         3.3453631551       -14.3838677232
        0.3650092000         1.2000000000         0.8018506887         3.2841180961       -13.9184564536
        0.3700094000         1.2000000000         0.7865367276         3.2381843019       -14.3173803990
        0.3750093000         1.2000000000         0.7916413813         3.1718354879       -14.1844057505
        0.3800544000         1.2000000000         0.7737750933         3.1207979388       -14.6498170201
        0.3850089000         1.2000000000         0.7941937081         3.0672085121       -14.1179184263
        0.3900052000         1.2000000000         0.7686704396         3.0059634531       -14.7827916686
        0.3950094000         1.2000000000         0.7941937081         2.9600296588       -14.1179184263
        0.4000084000         1.2000000000         0.7916413813         2.9115439871       -14.1844057505
        0.4050098000         1.2000000000         0.7788797470         2.8451951732       -14.5168423717
        0.4100061000         1.2000000000         0.7788797470         2.8018132564       -14.5168423717
        0.4150093000         1.2000000000         0.7839844007         2.7380163199       -14.3838677232
        0.4200063000         1.2000000000         0.7763274201         2.6844268933       -14.5833296959
        0.4250098000         1.2000000000         0.7712227664         2.6231818342       -14.7163043443
        0.4300063000         1.2000000000         0.7763274201         2.5721442851       -14.5833296959
        0.4350090000         1.2000000000         0.7865367276         2.5160029810       -14.3173803990
        0.4400059000         1.2000000000         0.7788797470         2.4649654318       -14.5168423717
        0.4450097000         1.2000000000         0.7712227664         2.4088241277       -14.7163043443
        0.4500107000         1.2000000000         0.7839844007         2.3526828236       -14.3838677232
        0.4550091000         1.2000000000         0.7686704396         2.2965415195       -14.7827916686
        0.4600057000         1.2000000000         0.7788797470         2.2404002154       -14.5168423717
        0.4650097000         1.2000000000         0.7661181127         2.1766032789       -14.8492789928
        0.4700072000         1.2000000000         0.7686704396         2.1230138523       -14.7827916686
        0.4750095000         1.2000000000         0.7610134590         2.0643206707       -14.9822536412
        0.4800054000         1.2000000000         0.7788797470         2.0107312441       -14.5168423717
        0.4850105000         1.2000000000         0.7610134590         1.9596936949       -14.9822536412
        0.4900433000         1.2000000000         0.7737750933         1.9035523908       -14.6498170201
        0.4950100000         1.2000000000         0.7610134590         1.8423073318       -14.9822536412
        0.5000269000         1.2000000000         0.7763274201         1.7912697826       -14.5833296959
        0.5050099000         1.2000000000         0.7712227664         1.7376803560       -14.7163043443
        0.5101228000         1.2000000000         0.7635657858         1.6713315420       -14.9157663170
        0.5150064000         1.2000000000         0.7635657858         1.6305015027       -14.9157663170
        0.5200092000         1.2000000000         0.7686704396         1.5641526888       -14.7827916686
        0.5250074000         1.2000000000         0.7737750933         1.5182188945       -14.6498170201
        0.5300100000         1.2000000000         0.7737750933         1.4671813453       -14.6498170201
        0.5350054000         1.2000000000         0.7686704396         1.4033844088       -14.7827916686
        0.5400094000         1.2000000000         0.7559088053         1.3421393498       -15.1152282897
        0.5450059000         1.2000000000         0.7763274201         1.2936536781       -14.5833296959
        0.5500097000         1.2000000000         0.7508041516         1.2298567416       -15.2482029381
        0.5550068000         1.2000000000         0.7712227664         1.1686116826       -14.7163043443
        0.5600093000         1.2000000000         0.7533564784         1.1175741334       -15.1817156139
        0.5650047000         1.2000000000         0.7686704396         1.0614328293       -14.7827916686
        0.5700095000         1.2000000000         0.7610134590         1.0052915252       -14.9822536412
        0.5750055000         1.2000000000         0.7610134590         0.9465983437       -14.9822536412
        0.5800099000         1.2000000000         0.7559088053         0.8853532847       -15.1152282897
        0.5850063000         1.2000000000         0.7712227664         0.8266601031       -14.7163043443
        0.5900092000         1.2000000000         0.7456994979         0.7679669216       -15.3811775866
        0.5950051000         1.2000000000         0.7686704396         0.7067218625       -14.7827916686
        0.6000098000         1.2000000000         0.7508041516         0.6582361908       -15.2482029381
        0.6050077000         1.2000000000         0.7788797470         0.5995430093       -14.5168423717
        0.6100093000         1.2000000000         0.7380425173         0.5255385629       -15.5806395593
        0.6150078000         1.2000000000         0.7635657858         0.4668453814       -14.9157663170
        0.6200102000         1.2000000000         0.7533564784         0.4132559548       -15.1817156139
        0.6250057000         1.2000000000         0.7584611321         0.3571146507       -15.0487409655
        0.6300096000         1.2000000000         0.7712227664         0.3060771015       -14.7163043443
        0.6350079000         1.2000000000         0.7712227664         0.2397282875       -14.7163043443
        0.6400068000         1.2000000000         0.7456994979         0.1784832285       -15.3811775866
        0.6450054000         1.2000000000         0.7635657858         0.1172381695       -14.9157663170
        0.6500088000         1.2000000000         0.7533564784         0.0559931105       -15.1817156139
        0.6550053000         1.2000000000         0.7584611321        -0.0027000711       -15.0487409655
        0.6600096000         1.2000000000         0.7661181127         0.0024036839       -14.8492789928
        0.6650104000         1.2000000000         0.7456994979         1.0971591138       -15.3811775866
        0.6700098000         1.2000000000         0.7635657858         4.9913241162       -14.9157663170
        0.6750055000         1.2000000000         0.7584611321         5.0142910133       -15.0487409655
        0.6800093000         1.2000000000         0.7610134590         5.0066353810       -14.9822536412
        0.6850112000         1.2000000000         0.7533564784         4.9504940769       -15.1817156139
        0.6900128000         1.2000000000         0.7533564784         4.8943527728       -15.1817156139
        0.6950168000         1.2000000000         0.7635657858         4.8331077137       -14.9157663170
        0.7000129000         1.2000000000         0.7559088053         4.7642070224       -15.1152282897
        0.7050085000         1.2000000000         0.7635657858         4.7055138408       -14.9157663170
        0.7100127000         1.2000000000         0.7456994979         4.6391650269       -15.3811775866
        0.7150121000         1.2000000000         0.7610134590         4.5932312326       -14.9822536412
        0.7200044000         1.2000000000         0.7559088053         4.5243305412       -15.1152282897
        0.7250093000         1.2000000000         0.7482518247         4.4656373597       -15.3146902624
        0.7300079000         1.2000000000         0.7763274201         4.4145998105       -14.5833296959
        0.7350068000         1.2000000000         0.7635657858         4.3533547515       -14.9157663170
        0.7400079000         1.2000000000         0.7635657858         4.2946615699       -14.9157663170
        0.7450109000         1.2000000000         0.7533564784         4.2308646334       -15.1817156139
        0.7500096000         1.2000000000         0.7508041516         4.1619639420       -15.2482029381
        0.7550067000         1.2000000000         0.7508041516         4.1083745154       -15.2482029381
        0.7600080000         1.2000000000         0.7610134590         4.0573369662       -14.9822536412
        0.7650066000         1.2000000000         0.7635657858         4.0062994170       -14.9157663170
        0.7700101000         1.2000000000         0.7610134590         3.9425024806       -14.9822536412
        0.7750100000         1.2000000000         0.7559088053         3.8812574215       -15.1152282897
        0.7800101000         1.2000000000         0.7508041516         3.8276679949       -15.2482029381
        0.7850077000         1.2000000000         0.7712227664         3.7766304457       -14.7163043443
        0.7900098000         1.2000000000         0.7482518247         3.7077297543       -15.3146902624
        0.7950055000         1.2000000000         0.7584611321         3.6541403277       -15.0487409655
        0.8000091000         1.2000000000         0.7508041516         3.6031027785       -15.2482029381
        0.8050070000         1.2000000000         0.7584611321         3.5316502097       -15.0487409655
        0.8100093000         1.2000000000         0.7533564784         3.4806126605       -15.1817156139
        0.8150054000         1.2000000000         0.7686704396         3.4295751113       -14.7827916686
        0.8200102000         1.2000000000         0.7482518247         3.3632262974       -15.3146902624
        0.8250052000         1.2000000000         0.7533564784         3.3121887482       -15.1817156139
        0.8300094000         1.2000000000         0.7559088053         3.2509436892       -15.1152282897
        0.8350106000         1.2000000000         0.7686704396         3.1948023851       -14.7827916686
        0.8400098000         1.2000000000         0.7405948441         3.1412129584       -15.5141522351
        0.8450079000         1.2000000000         0.7635657858         3.0774160220       -14.9157663170
        0.8500095000         1.2000000000         0.7508041516         3.0187228404       -15.2482029381
        0.8550048000         1.2000000000         0.7533564784         2.9625815363       -15.1817156139
        0.8600090000         1.2000000000         0.7533564784         2.8987845998       -15.1817156139
        0.8650067000         1.2000000000         0.7584611321         2.8554026830       -15.0487409655
        0.8700103000         1.2000000000         0.7533564784         2.7890538691       -15.1817156139
        0.8750313000         1.2000000000         0.7635657858         2.7252569326       -14.9157663170
        0.8800092000         1.2000000000         0.7533564784         2.6716675060       -15.1817156139
        0.8850096000         1.2000000000         0.7533564784         2.6231818342       -15.1817156139
        0.8900102000         1.2000000000         0.7584611321         2.5517292654       -15.0487409655
        0.8950095000         1.2000000000         0.7482518247         2.4981398388       -15.3146902624
        0.9000129000         1.2000000000         0.7559088053         2.4445504121       -15.1152282897
        0.9050055000         1.2000000000         0.7559088053         2.3807534756       -15.1152282897
        0.9100093000         1.2000000000         0.7533564784         2.3220602941       -15.1817156139
        0.9150053000         1.2000000000         0.7508041516         2.2710227449       -15.2482029381
        0.9200045000         1.2000000000         0.7610134590         2.2174333183       -14.9822536412
        0.9250097000         1.2000000000         0.7610134590         2.1536363818       -14.9822536412
        0.9300525000         1.2000000000         0.7559088053         2.0949432002       -15.1152282897
