% Sweep Step 96/200  Vcmd=2.0200V  CCW
% Vg_offset=1.338056V  K_gimbal=26.049690

Time[s]              Vcmd[V]              Vg_raw[V]            Pot[V]               Omega[rad/s]
        0.0004718000         2.0200000000         1.3327346748         0.8521788777        -0.1386260710
        0.0057856000         2.0200000000         1.3429439823         0.8649382650         0.1273232259
        0.0105011000         2.0200000000         1.3352870017         0.8598345101        -0.0721387468
        0.0155990000         2.0200000000         1.3378393285         0.8598345101        -0.0056514226
        0.0205982000         2.0200000000         1.3378393285         0.8598345101        -0.0056514226
        0.0255865000         2.0200000000         1.3352870017         0.8572826326        -0.0721387468
        0.0305639000         2.0200000000         1.2459555617         0.8521788777        -2.3991950947
        0.0354807000         2.0200000000         1.2510602154         0.8521788777        -2.2662204463
        0.0405756000         2.0200000000         1.2816881377         0.8368676129        -1.4683725555
        0.0455567000         2.0200000000         1.2434032349         0.8215563482        -2.4656824189
        0.0506087000         2.0200000000         1.2357462543         0.8164525933        -2.6651443916
        0.0556109000         2.0200000000         1.2485078886         0.8036932060        -2.3327077705
        0.0604955000         2.0200000000         1.2306416006         0.8011413285        -2.7981190401
        0.0654313000         2.0200000000         1.2331939274         0.7883819412        -2.7316317159
        0.0705640000         2.0200000000         1.2382985811         0.7807263088        -2.5986570674
        0.0755828000         2.0200000000         1.2382985811         0.7705187990        -2.5986570674
        0.0805103000         2.0200000000         1.2229846200         0.7603112892        -2.9975810128
        0.0854353000         2.0200000000         1.2357462543         0.7475519019        -2.6651443916
        0.0904804000         2.0200000000         1.2280892737         0.7398962695        -2.8646063643
        0.0954749000         2.0200000000         1.2306416006         0.7296887597        -2.7981190401
        0.1005664000         2.0200000000         1.2255369469         0.7194812498        -2.9310936885
        0.1054646000         2.0200000000         1.2357462543         0.7118256175        -2.6651443916
        0.1104526000         2.0200000000         1.2331939274         0.7016181076        -2.7316317159
        0.1155803000         2.0200000000         1.2255369469         0.6837549654        -2.9310936885
        0.1205097000         2.0200000000         1.2280892737         0.6786512105        -2.8646063643
        0.1254782000         2.0200000000         1.2178799663         0.6531324359        -3.1305556612
        0.1304632000         2.0200000000         1.2178799663         0.6454768035        -3.1305556612
        0.1354509000         2.0200000000         1.2204322931         0.6429249261        -3.0640683370
        0.1404552000         2.0200000000         1.2306416006         0.6301655388        -2.7981190401
        0.1453917000         2.0200000000         1.2204322931         0.6097505191        -3.0640683370
        0.1504529000         2.0200000000         1.2127753126         0.5918873769        -3.2635303097
        0.1554406000         2.0200000000         1.2229846200         0.5944392543        -2.9975810128
        0.1603967000         2.0200000000         1.2204322931         0.5765761121        -3.0640683370
        0.1654630000         2.0200000000         1.2204322931         0.5638167248        -3.0640683370
        0.1704765000         2.0200000000         1.2178799663         0.5536092150        -3.1305556612
        0.1754484000         2.0200000000         1.2076706589         0.5331941953        -3.3965049581
        0.1803962000         2.0200000000         1.2306416006         0.5331941953        -2.7981190401
        0.1854036000         2.0200000000         1.2025660052         0.5204348080        -3.5294796066
        0.1903958000         2.0200000000         1.2204322931         0.5025716658        -3.0640683370
        0.1954547000         2.0200000000         1.2178799663         0.4949160334        -3.1305556612
        0.2004187000         2.0200000000         1.2025660052         0.4745010138        -3.5294796066
        0.2055179000         2.0200000000         1.2280892737         0.4693972588        -2.8646063643
        0.2103943000         2.0200000000         1.2204322931         0.4566378716        -3.0640683370
        0.2156139000         2.0200000000         1.2051183320         0.4336709744        -3.4629922823
        0.2204742000         2.0200000000         1.2051183320         0.4260153420        -3.4629922823
        0.2254717000         2.0200000000         1.2102229857         0.4107040773        -3.3300176339
        0.2304262000         2.0200000000         1.2127753126         0.4004965675        -3.2635303097
        0.2354273000         2.0200000000         1.2102229857         0.3902890576        -3.3300176339
        0.2404375000         2.0200000000         1.2025660052         0.3724259154        -3.5294796066
        0.2454230000         2.0200000000         1.2000136783         0.3520108957        -3.5959669308
        0.2504507000         2.0200000000         1.2076706589         0.3443552634        -3.3965049581
        0.2555169000         2.0200000000         1.2153276394         0.3392515084        -3.1970429854
        0.2604949000         2.0200000000         1.2076706589         0.3239402437        -3.3965049581
        0.2654456000         2.0200000000         1.2153276394         0.3111808564        -3.1970429854
        0.2704005000         2.0200000000         1.2025660052         0.2907658367        -3.5294796066
        0.2754333000         2.0200000000         1.2204322931         0.2856620818        -3.0640683370
        0.2804598000         2.0200000000         1.1923566977         0.2652470621        -3.7954289035
        0.2855065000         2.0200000000         1.2025660052         0.2499357974        -3.5294796066
        0.2905397000         2.0200000000         1.2204322931         0.2448320425        -3.0640683370
        0.2954380000         2.0200000000         1.2025660052         0.2218651453        -3.5294796066
        0.3004454000         2.0200000000         1.2076706589         0.2167613904        -3.3965049581
        0.3054661000         2.0200000000         1.1974613514         0.1912426158        -3.6624542550
        0.3104389000         2.0200000000         1.2102229857         0.1886907384        -3.3300176339
        0.3154324000         2.0200000000         1.2000136783         0.1657238412        -3.5959669308
        0.3204800000         2.0200000000         1.2255369469         0.1606200863        -2.9310936885
        0.3254543000         2.0200000000         1.2025660052         0.1453088216        -3.5294796066
        0.3304523000         2.0200000000         1.2025660052         0.1274456793        -3.5294796066
        0.3353997000         2.0200000000         1.2051183320         0.1121344146        -3.4629922823
        0.3404318000         2.0200000000         1.2000136783         0.0942712724        -3.5959669308
        0.3454714000         2.0200000000         1.2025660052         0.0840637625        -3.5294796066
        0.3504008000         2.0200000000         1.2025660052         0.0687524978        -3.5294796066
        0.3554946000         2.0200000000         1.1923566977         0.0534412330        -3.7954289035
        0.3605201000         2.0200000000         1.2102229857         0.0381299683        -3.3300176339
        0.3654376000         2.0200000000         1.2076706589         0.0330262134        -3.3965049581
        0.3704628000         2.0200000000         1.1923566977         0.0151630711        -3.7954289035
        0.3755830000         2.0200000000         1.2025660052         0.0126111937        -3.5294796066
        0.3805148000         2.0200000000         1.2025660052        -0.0001481936        -3.5294796066
        0.3854430000         2.0200000000         1.2051183320         0.0024036839        -3.4629922823
        0.3903941000         2.0200000000         1.1949090246        -0.0052519485        -3.7289415793
        0.3954544000         2.0200000000         1.1949090246        -0.0052519485        -3.7289415793
        0.4003855000         2.0200000000         1.2000136783         0.0024036839        -3.5959669308
        0.4054872000         2.0200000000         1.1898043709        -0.0001481936        -3.8619162277
        0.4104325000         2.0200000000         1.2102229857         0.0024036839        -3.3300176339
        0.4155513000         2.0200000000         1.2025660052         0.0049555613        -3.5294796066
        0.4203867000         2.0200000000         1.2025660052         1.1073666236        -3.5294796066
        0.4256210000         2.0200000000         1.1949090246         1.0971591138        -3.7289415793
        0.4304070000         2.0200000000         1.2102229857         1.1150222560        -3.3300176339
        0.4354535000         2.0200000000         1.2000136783         1.1099185011        -3.5959669308
