% Sweep Step 12/200  Vcmd=2.4400V  CCW
% Vg_offset=1.338056V  K_gimbal=26.049690

Time[s]              Vcmd[V]              Vg_raw[V]            Pot[V]               Omega[rad/s]
        0.0005354000         2.4400000000         1.3429439823         0.0253705810         0.1273232259
        0.0054404000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.0104674000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.0154100000         2.4400000000         1.3327346748         0.0100593162        -0.1386260710
        0.0204808000         2.4400000000         1.3301823480         0.0126111937        -0.2051133952
        0.0255373000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.0304814000         2.4400000000         1.3301823480         0.0151630711        -0.2051133952
        0.0354526000         2.4400000000         1.3378393285         0.0202668261        -0.0056514226
        0.0405616000         2.4400000000         1.3480486360         0.0253705810         0.2602978743
        0.0455151000         2.4400000000         1.3557056165         0.0253705810         0.4597598470
        0.0504910000         2.4400000000         1.3429439823         0.0253705810         0.1273232259
        0.0554430000         2.4400000000         1.3352870017         0.0151630711        -0.0721387468
        0.0604461000         2.4400000000         1.3454963091         0.0228187035         0.1938105501
        0.0654413000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.0704261000         2.4400000000         1.3327346748         0.0126111937        -0.1386260710
        0.0754482000         2.4400000000         1.3454963091         0.0228187035         0.1938105501
        0.0805216000         2.4400000000         1.3352870017         0.0151630711        -0.0721387468
        0.0854490000         2.4400000000         1.3327346748         0.0126111937        -0.1386260710
        0.0903807000         2.4400000000         1.3454963091         0.0228187035         0.1938105501
        0.0954228000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.1004146000         2.4400000000         1.3403916554         0.0228187035         0.0608359017
        0.1054623000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.1104170000         2.4400000000         1.3429439823         0.0177149486         0.1273232259
        0.1154079000         2.4400000000         1.3327346748         0.0177149486        -0.1386260710
        0.1204172000         2.4400000000         1.3403916554         0.0177149486         0.0608359017
        0.1254178000         2.4400000000         1.3429439823         0.0177149486         0.1273232259
        0.1304166000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.1354171000         2.4400000000         1.3352870017         0.0151630711        -0.0721387468
        0.1404163000         2.4400000000         1.3454963091         0.0253705810         0.1938105501
        0.1454732000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.1504135000         2.4400000000         1.3429439823         0.0253705810         0.1273232259
        0.1554463000         2.4400000000         1.3429439823         0.0228187035         0.1273232259
        0.1604148000         2.4400000000         1.3429439823         0.0228187035         0.1273232259
        0.1654896000         2.4400000000         1.3327346748         0.0126111937        -0.1386260710
        0.1705730000         2.4400000000         1.3429439823         0.0228187035         0.1273232259
        0.1754074000         2.4400000000         1.3429439823         0.0253705810         0.1273232259
        0.1803819000         2.4400000000         1.3378393285         0.0151630711        -0.0056514226
        0.1854458000         2.4400000000         1.3429439823         0.0228187035         0.1273232259
        0.1904060000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.1954141000         2.4400000000         1.3301823480         0.0126111937        -0.2051133952
        0.2004151000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.2054185000         2.4400000000         1.3429439823         0.0253705810         0.1273232259
        0.2104144000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.2154107000         2.4400000000         1.3378393285         0.0151630711        -0.0056514226
        0.2204142000         2.4400000000         1.3378393285         0.0151630711        -0.0056514226
        0.2254184000         2.4400000000         1.3327346748         0.0100593162        -0.1386260710
        0.2304130000         2.4400000000         1.3454963091         0.0253705810         0.1938105501
        0.2354756000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.2404095000         2.4400000000         1.3301823480         0.0126111937        -0.2051133952
        0.2454327000         2.4400000000         1.3429439823         0.0253705810         0.1273232259
        0.2504123000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.2554329000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.2604450000         2.4400000000         1.3276300211         0.0126111937        -0.2716007195
        0.2654163000         2.4400000000         1.3352870017         0.0126111937        -0.0721387468
        0.2704321000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.2754028000         2.4400000000         1.3429439823         0.0228187035         0.1273232259
        0.2804641000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.2854142000         2.4400000000         1.3301823480         0.0126111937        -0.2051133952
        0.2904113000         2.4400000000         1.3352870017         0.0151630711        -0.0721387468
        0.2954815000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.3004024000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.3053829000         2.4400000000         1.3429439823         0.0228187035         0.1273232259
        0.3104076000         2.4400000000         1.3352870017         0.0202668261        -0.0721387468
        0.3154992000         2.4400000000         1.3327346748         0.0126111937        -0.1386260710
        0.3204440000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.3254797000         2.4400000000         1.3378393285         0.0151630711        -0.0056514226
        0.3304799000         2.4400000000         1.3327346748         0.0126111937        -0.1386260710
        0.3354136000         2.4400000000         1.3429439823         0.0126111937         0.1273232259
        0.3404368000         2.4400000000         1.3301823480         0.0126111937        -0.2051133952
        0.3454410000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.3504342000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.3554191000         2.4400000000         1.3403916554         0.0177149486         0.0608359017
        0.3604178000         2.4400000000         1.3429439823         0.0253705810         0.1273232259
        0.3654245000         2.4400000000         1.3378393285         0.0151630711        -0.0056514226
        0.3704074000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.3754126000         2.4400000000         1.3327346748         0.0126111937        -0.1386260710
        0.3804132000         2.4400000000         1.3301823480         0.0100593162        -0.2051133952
        0.3853814000         2.4400000000         1.3352870017         0.0202668261        -0.0721387468
        0.3904647000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.3954109000         2.4400000000         1.3352870017         0.0151630711        -0.0721387468
        0.4004068000         2.4400000000         1.3429439823         0.0228187035         0.1273232259
        0.4053859000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.4104302000         2.4400000000         1.3429439823         0.0228187035         0.1273232259
        0.4154884000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.4204717000         2.4400000000         1.3378393285         0.0151630711        -0.0056514226
        0.4254090000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.4303764000         2.4400000000         1.3531532897         0.0228187035         0.3932725228
        0.4354086000         2.4400000000         1.3429439823         0.0228187035         0.1273232259
        0.4404384000         2.4400000000         1.3429439823         0.0253705810         0.1273232259
        0.4455260000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.4505084000         2.4400000000         1.3429439823         0.0228187035         0.1273232259
        0.4555747000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.4605914000         2.4400000000         1.3301823480         0.0100593162        -0.2051133952
        0.4655881000         2.4400000000         1.3352870017         0.0202668261        -0.0721387468
        0.4705756000         2.4400000000         1.3454963091         0.0228187035         0.1938105501
        0.4754475000         2.4400000000         1.3378393285         0.0228187035        -0.0056514226
        0.4805831000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.4855744000         2.4400000000         1.3378393285         0.0151630711        -0.0056514226
        0.4905031000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.4954672000         2.4400000000         1.3301823480         0.0126111937        -0.2051133952
        0.5004784000         2.4400000000         1.3429439823         0.0253705810         0.1273232259
        0.5054745000         2.4400000000         1.3454963091         0.0228187035         0.1938105501
        0.5104782000         2.4400000000         1.3301823480         0.0126111937        -0.2051133952
        0.5154839000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.5204565000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.5256049000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.5304500000         2.4400000000         1.3403916554         0.0177149486         0.0608359017
        0.5355778000         2.4400000000         1.3378393285         0.0151630711        -0.0056514226
        0.5404684000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.5463653000         2.4400000000         1.3327346748         0.0126111937        -0.1386260710
        0.5522066000         2.4400000000         1.3429439823         0.0228187035         0.1273232259
        0.5560130000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.5604077000         2.4400000000         1.3378393285         0.0151630711        -0.0056514226
        0.5654166000         2.4400000000         1.3429439823         0.0253705810         0.1273232259
        0.5703768000         2.4400000000         1.3454963091         0.0253705810         0.1938105501
        0.5753749000         2.4400000000         1.3506009628         0.0177149486         0.3267851986
        0.5804086000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.5854089000         2.4400000000         1.3301823480         0.0126111937        -0.2051133952
        0.5904228000         2.4400000000         1.3403916554         0.0228187035         0.0608359017
        0.5954454000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.6004101000         2.4400000000         1.3327346748         0.0100593162        -0.1386260710
        0.6054397000         2.4400000000         1.3327346748         0.0126111937        -0.1386260710
        0.6104159000         2.4400000000         1.3327346748         0.0126111937        -0.1386260710
        0.6154110000         2.4400000000         1.3403916554         0.0228187035         0.0608359017
        0.6204410000         2.4400000000         1.3429439823         0.0253705810         0.1273232259
        0.6254761000         2.4400000000         1.3378393285         0.0151630711        -0.0056514226
        0.6304063000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.6354084000         2.4400000000         1.3327346748         0.0100593162        -0.1386260710
        0.6404664000         2.4400000000         1.3327346748         0.0126111937        -0.1386260710
        0.6454169000         2.4400000000         1.3327346748         0.0126111937        -0.1386260710
        0.6504165000         2.4400000000         1.3403916554         0.0177149486         0.0608359017
        0.6554454000         2.4400000000         1.3352870017         0.0151630711        -0.0721387468
        0.6604055000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.6654654000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.6704092000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.6754406000         2.4400000000         1.3301823480         0.0126111937        -0.2051133952
        0.6803751000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.6854616000         2.4400000000         1.3327346748         0.0126111937        -0.1386260710
        0.6904309000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.6954163000         2.4400000000         1.3327346748         0.0126111937        -0.1386260710
        0.7003818000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.7054925000         2.4400000000         1.3378393285         0.0151630711        -0.0056514226
        0.7104682000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.7154079000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.7204428000         2.4400000000         1.3454963091         0.0151630711         0.1938105501
        0.7254067000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.7304048000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.7354068000         2.4400000000         1.3378393285         0.0151630711        -0.0056514226
        0.7404091000         2.4400000000         1.3403916554         0.0228187035         0.0608359017
        0.7454971000         2.4400000000         1.3429439823         0.0228187035         0.1273232259
        0.7505313000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.7555537000         2.4400000000         1.3301823480         0.0126111937        -0.2051133952
        0.7604879000         2.4400000000         1.3429439823         0.0253705810         0.1273232259
        0.7655611000         2.4400000000         1.3429439823         0.0228187035         0.1273232259
        0.7706353000         2.4400000000         1.3454963091         0.0253705810         0.1938105501
        0.7755262000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.7804942000         2.4400000000         1.3327346748         0.0100593162        -0.1386260710
        0.7854071000         2.4400000000         1.3378393285         0.0202668261        -0.0056514226
        0.7905725000         2.4400000000         1.3403916554         0.0177149486         0.0608359017
        0.7955384000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.8006297000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.8058143000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.8106437000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.8154224000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.8206042000         2.4400000000         1.3378393285         0.0151630711        -0.0056514226
        0.8256604000         2.4400000000         1.3301823480         0.0100593162        -0.2051133952
        0.8305118000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.8354709000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.8404821000         2.4400000000         1.3403916554         0.0228187035         0.0608359017
        0.8455372000         2.4400000000         1.3403916554         0.0126111937         0.0608359017
        0.8505323000         2.4400000000         1.3301823480         0.0126111937        -0.2051133952
        0.8554851000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.8604777000         2.4400000000         1.3429439823         0.0253705810         0.1273232259
        0.8655065000         2.4400000000         1.3506009628         0.0253705810         0.3267851986
        0.8704181000         2.4400000000         1.3327346748         0.0126111937        -0.1386260710
        0.8754673000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.8804880000         2.4400000000         1.3429439823         0.0253705810         0.1273232259
        0.8854443000         2.4400000000         1.3454963091         0.0228187035         0.1938105501
        0.8904622000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.8954644000         2.4400000000         1.3378393285         0.0177149486        -0.0056514226
        0.9005009000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.9054672000         2.4400000000         1.3327346748         0.0126111937        -0.1386260710
        0.9105409000         2.4400000000         1.3301823480         0.0126111937        -0.2051133952
        0.9154697000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.9205527000         2.4400000000         1.3327346748         0.0126111937        -0.1386260710
        0.9254275000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.9304269000         2.4400000000         1.3454963091         0.0228187035         0.1938105501
        0.9354567000         2.4400000000         1.3506009628         0.0253705810         0.3267851986
        0.9405400000         2.4400000000         1.3378393285         0.0228187035        -0.0056514226
        0.9454068000         2.4400000000         1.3327346748         0.0100593162        -0.1386260710
        0.9505627000         2.4400000000         1.3301823480         0.0126111937        -0.2051133952
        0.9554647000         2.4400000000         1.3327346748         0.0126111937        -0.1386260710
        0.9605700000         2.4400000000         1.3352870017         0.0177149486        -0.0721387468
        0.9655213000         2.4400000000         1.3352870017         0.0151630711        -0.0721387468
        0.9704158000         2.4400000000         1.3378393285         0.0151630711        -0.0056514226
        0.9756309000         2.4400000000         1.3327346748         0.0100593162        -0.1386260710
