% Motor Sweep Step 40/50
% Vcmd       = 0.5000 [V]
% Direction  = CCW
% Vg_offset  = 1.334866 [V]
% K_gimbal   = 26.049690 [(rad/s)/V]

Time[s]              Vcmd[V]              Vg_raw[V]            Pot[V]               Omega[rad/s]
        0.0000164000         0.5000000000         1.3352870017         2.5849036724         0.0109704085
        0.0050114000         0.5000000000         1.3327346748         2.5874555498        -0.0555169157
        0.0100093000         0.5000000000         1.3352870017         2.5797999174         0.0109704085
        0.0150086000         0.5000000000         1.2842404646         2.5874555498        -1.3187760760
        0.0200085000         0.5000000000         1.0366647595         2.5670405302        -7.7680465260
        0.0250088000         0.5000000000         1.1157868920         2.5313142457        -5.7069394750
        0.0300072000         0.5000000000         1.0800543160         2.5057954711        -6.6377620142
        0.0351432000         0.5000000000         0.9651996075         2.4853804515        -9.6296916044
        0.0400096000         0.5000000000         0.9983798566         2.4445504121        -8.7653563894
        0.0450079000         0.5000000000         0.9447809927         2.3986166179       -10.1615901982
        0.0500082000         0.5000000000         0.8528972258         2.3654422109       -12.5551338703
        0.0550480000         0.5000000000         0.8809728212         2.3067490293       -11.8237733039
        0.0600083000         0.5000000000         0.8044030155         2.2608152351       -13.8183930307
        0.0650061000         0.5000000000         0.7967460350         2.2174333183       -14.0178550033
        0.0700065000         0.5000000000         0.7890890544         2.1612920142       -14.2173169760
        0.0750500000         0.5000000000         0.7456994979         2.1051507101       -15.3476014879
        0.0800084000         0.5000000000         0.7405948441         2.0388018961       -15.4805761363
        0.0850087000         0.5000000000         0.7252808830         1.9750049597       -15.8795000817
        0.0900058000         0.5000000000         0.6921006339         1.9214155330       -16.7438352966
        0.0950069000         0.5000000000         0.6946529607         1.8448592093       -16.6773479724
        0.1000061000         0.5000000000         0.6997576144         1.7938216601       -16.5443733239
        0.1050059000         0.5000000000         0.6640250384         1.7300247236       -17.4751958631
        0.1100041000         0.5000000000         0.6793389996         1.6611240322       -17.0762719178
        0.1150066000         0.5000000000         0.6308447893         1.5845677084       -18.3395310781
        0.1200084000         0.5000000000         0.6614727116         1.5156670170       -17.5416831873
        0.1250122000         0.5000000000         0.6436064236         1.4544219580       -18.0070944569
        0.1300348000         0.5000000000         0.6257401356         1.3829693892       -18.4725057265
        0.1350106000         0.5000000000         0.6385017699         1.3064130654       -18.1400691054
        0.1400055000         0.5000000000         0.6282924625         1.2477198838       -18.4060184023
        0.1450102000         0.5000000000         0.6359494430         1.1788191925       -18.2065564296
        0.1500079000         0.5000000000         0.6104261745         1.0997109912       -18.8714296719
        0.1550071000         0.5000000000         0.6333971162         1.0410178097       -18.2730437538
        0.1600058000         0.5000000000         0.6155308282         0.9619096084       -18.7384550234
        0.1650068000         0.5000000000         0.6027691939         0.8879051621       -19.0708916446
        0.1700045000         0.5000000000         0.6078738476         0.8113488384       -18.9379169961
        0.1750077000         0.5000000000         0.5951122133         0.7373443920       -19.2703536172
        0.1800196000         0.5000000000         0.6078738476         0.6607880683       -18.9379169961
        0.1850055000         0.5000000000         0.6027691939         0.5867836220       -19.0708916446
        0.1900031000         0.5000000000         0.5797982522         0.5102272982       -19.6692775626
        0.1950040000         0.5000000000         0.5976645402         0.4413266068       -19.2038662930
        0.2000031000         0.5000000000         0.5925598865         0.3571146507       -19.3368409415
        0.2050054000         0.5000000000         0.5951122133         0.2805583269       -19.2703536172
        0.2100038000         0.5000000000         0.5849029059         0.2040020031       -19.5363029141
        0.2150048000         0.5000000000         0.5772459253         0.1172381695       -19.7357648868
        0.2200044000         0.5000000000         0.5874552328         0.0508893556       -19.4698155899
        0.2250056000         0.5000000000         0.5874552328         0.0024036839       -19.4698155899
        0.2300065000         0.5000000000         0.5823505790        -0.0052519485       -19.6027902384
        0.2350060000         0.5000000000         0.5772459253         4.9964278711       -19.7357648868
        0.2400063000         0.5000000000         0.5772459253         5.0066353810       -19.7357648868
        0.2450070000         0.5000000000         0.5823505790         4.9785647289       -19.6027902384
        0.2500060000         0.5000000000         0.5797982522         4.8866971404       -19.6692775626
        0.2550086000         0.5000000000         0.5797982522         4.8126926941       -19.6692775626
        0.2600046000         0.5000000000         0.5619319642         4.7259288605       -20.1346888322
        0.2650050000         0.5000000000         0.5797982522         4.6493725367       -19.6692775626
        0.2700075000         0.5000000000         0.5746935985         4.5779199678       -19.8022522111
        0.2750045000         0.5000000000         0.5721412716         4.4988117666       -19.8687395353
        0.2800049000         0.5000000000         0.5772459253         4.4145998105       -19.7357648868
        0.2850038000         0.5000000000         0.5619319642         4.3303878543       -20.1346888322
        0.2900033000         0.5000000000         0.5670366179         4.2614871629       -20.0017141837
        0.2950048000         0.5000000000         0.5695889448         4.1900345941       -19.9352268595
        0.3000518000         0.5000000000         0.5772459253         4.1058226379       -19.7357648868
        0.3050057000         0.5000000000         0.5695889448         4.0216106818       -19.9352268595
        0.3100506000         0.5000000000         0.5721412716         3.9501581129       -19.8687395353
        0.3150060000         0.5000000000         0.5746935985         3.8838092990       -19.8022522111
        0.3200064000         0.5000000000         0.5619319642         3.8021492203       -20.1346888322
        0.3250064000         0.5000000000         0.5670366179         3.7204891416       -20.0017141837
        0.3300036000         0.5000000000         0.5670366179         3.6413809404       -20.0017141837
        0.3350076000         0.5000000000         0.5721412716         3.5699283715       -19.8687395353
        0.3400511000         0.5000000000         0.5695889448         3.4984758027       -19.9352268595
        0.3450065000         0.5000000000         0.5644842910         3.4193676015       -20.0682015080
        0.3500483000         0.5000000000         0.5746935985         3.3428112777       -19.8022522111
        0.3550056000         0.5000000000         0.5568273105         3.2585993215       -20.2676634806
        0.3600036000         0.5000000000         0.5670366179         3.1820429978       -20.0017141837
        0.3650063000         0.5000000000         0.5797982522         3.1131423064       -19.6692775626
        0.3700036000         0.5000000000         0.5593796373         3.0365859826       -20.2011761564
        0.3751409000         0.5000000000         0.5593796373         2.9523740265       -20.2011761564
        0.3800071000         0.5000000000         0.5797982522         2.8885770900       -19.6692775626
        0.3850081000         0.5000000000         0.5644842910         2.8043651338       -20.0682015080
        0.3900046000         0.5000000000         0.5644842910         2.7227050552       -20.0682015080
        0.3950042000         0.5000000000         0.5695889448         2.6512524863       -19.9352268595
        0.4000054000         0.5000000000         0.5593796373         2.5746961625       -20.2011761564
        0.4050031000         0.5000000000         0.5772459253         2.4981398388       -19.7357648868
        0.4100052000         0.5000000000         0.5644842910         2.4164797601       -20.0682015080
        0.4150045000         0.5000000000         0.5593796373         2.3450271912       -20.2011761564
        0.4200049000         0.5000000000         0.5670366179         2.2710227449       -20.0017141837
        0.4250035000         0.5000000000         0.5619319642         2.1868107888       -20.1346888322
        0.4300050000         0.5000000000         0.5670366179         2.1153582199       -20.0017141837
        0.4350029000         0.5000000000         0.5644842910         2.0362500187       -20.0682015080
        0.4400048000         0.5000000000         0.5695889448         1.9571418174       -19.9352268595
        0.4450036000         0.5000000000         0.5670366179         1.8907930035       -20.0017141837
        0.4500050000         0.5000000000         0.5593796373         1.7989254150       -20.2011761564
        0.4550034000         0.5000000000         0.5721412716         1.7351284785       -19.8687395353
        0.4600049000         0.5000000000         0.5644842910         1.6509165224       -20.0682015080
        0.4650042000         0.5000000000         0.5593796373         1.5896714634       -20.2011761564
        0.4700055000         0.5000000000         0.5644842910         1.5029076297       -20.0682015080
        0.4750026000         0.5000000000         0.5695889448         1.4237994285       -19.9352268595
        0.4800046000         0.5000000000         0.5593796373         1.3497949822       -20.2011761564
        0.4850032000         0.5000000000         0.5695889448         1.2655830261       -19.9352268595
        0.4900048000         0.5000000000         0.5721412716         1.2094417220       -19.8687395353
        0.4950047000         0.5000000000         0.5517226568         1.1252297658       -20.4006381291
        0.5000047000         0.5000000000         0.5721412716         1.0486734420       -19.8687395353
        0.5050030000         0.5000000000         0.5619319642         0.9593577310       -20.1346888322
        0.5100049000         0.5000000000         0.5593796373         0.8930089170       -20.2011761564
        0.5150032000         0.5000000000         0.5670366179         0.8062450834       -20.0017141837
        0.5200054000         0.5000000000         0.5568273105         0.7322406371       -20.2676634806
        0.5250038000         0.5000000000         0.5568273105         0.6454768035       -20.2676634806
        0.5300054000         0.5000000000         0.5772459253         0.5740242347       -19.7357648868
        0.5350060000         0.5000000000         0.5721412716         0.4923641560       -19.8687395353
