% K_lin=8.035300  p_cw=[-2.695200 31.026600 -64.676800]  p_ccw=[2.343300 4.917800 -23.132900]
Time[s]              Vcmd[V]              Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        0.0000000000         0.0000000000         3.6404269000         0.3640426900         2.9189975696         1.4322754222         3.2688068314
        0.0000000000         0.0000000000         3.6454129000         0.3645412900         2.9192595743         1.4322754222         3.2841180961
        0.0000000000         0.0000000000         3.6503885000         0.3650388500         2.9195210567         1.4424847297         3.3019812383
        0.0000000000         0.0000000000         3.6555379000         0.3655537900         2.9197916981         1.4399324028         3.3045331158
        0.0000000000         0.0000000000         3.6605196000         0.3660519600         2.9200535502         1.4373800759         3.3198443806
        0.0000000000         0.0000000000         3.6655459000         0.3665545900         2.9203177711         1.4348277491         3.3198443806
        0.0000000000         0.0000000000         3.6704797000         0.3670479700         2.9205771534         1.4297230954         3.3326037679
        0.0000000000         0.0000000000         3.6754408000         0.3675440800         2.9208379948         1.4399324028         3.3504669101
        0.0000000000         0.0000000000         3.6804433000         0.3680443300         2.9211010373         1.4246184417         3.3530187875
        0.0000000000         0.0000000000         3.6854785000         0.3685478500         2.9213658239         1.4450370565         3.3632262974
        0.0000000000         0.0000000000         3.6904337000         0.3690433700         2.9216264276         1.4373800759         3.3810894396
        0.0000000000         0.0000000000         3.6954847000         0.3695484700         2.9218920943         1.4322754222         3.3785375621
        0.0000000000         0.0000000000         3.7006240000         0.3700624000         2.9221624309         1.4322754222         3.3938488269
        0.0000000000         0.0000000000         3.7055050000         0.3705505000         2.9224192043         1.4373800759         3.4015044592
        0.0000000000         0.0000000000         3.7104177000         0.3710417700         2.9226776689         1.4348277491         3.4040563367
        0.0000000000         0.0000000000         3.7153973000         0.3715397300         2.9229396772         1.4348277491         3.4219194789
        0.0000000000         0.0000000000         3.7203974000         0.3720397400         2.9232027885         1.4450370565         3.4397826211
        0.0000000000         0.0000000000         3.7254345000         0.3725434500         2.9234678716         1.4373800759         3.4423344986
        0.0000000000         0.0000000000         3.7303897000         0.3730389700         2.9237286687         1.4373800759         3.4474382535
        0.0000000000         0.0000000000         3.7354705000         0.3735470500         2.9239961013         1.4322754222         3.4653013957
        0.0000000000         0.0000000000         3.7403898000         0.3740389800         2.9242550572         1.4373800759         3.4729570281
        0.0000000000         0.0000000000         3.7453876000         0.3745387600         2.9245181697         1.4348277491         3.4780607830
        0.0000000000         0.0000000000         3.7504461000         0.3750446100         2.9247845027         1.4399324028         3.4933720478
        0.0000000000         0.0000000000         3.7554329000         0.3755432900         2.9250470851         1.4399324028         3.5086833125
        0.0000000000         0.0000000000         3.7604371000         0.3760437100         2.9253106083         1.4348277491         3.5086833125
        0.0000000000         0.0000000000         3.7653944000         0.3765394400         2.9255716858         1.4373800759         3.5239945773
        0.0000000000         0.0000000000         3.7704244000         0.3770424400         2.9258366168         1.4475893834         3.5393058420
        0.0000000000         0.0000000000         3.7754035000         0.3775403500         2.9260988913         1.4399324028         3.5444095970
        0.0000000000         0.0000000000         3.7805028000         0.3780502800         2.9263675225         1.4322754222         3.5546171068
        0.0000000000         0.0000000000         3.7854621000         0.3785462100         2.9266288029         1.4373800759         3.5673764941
        0.0000000000         0.0000000000         3.7904501000         0.3790450100         2.9268916198         1.4399324028         3.5750321265
        0.0000000000         0.0000000000         3.7955263000         0.3795526300         2.9271591090         1.4322754222         3.5801358814
        0.0000000000         0.0000000000         3.8004242000         0.3800424200         2.9274172267         1.4271707685         3.5954471461
        0.0000000000         0.0000000000         3.8053937000         0.3805393700         2.9276791417         1.4475893834         3.6107584109
        0.0000000000         0.0000000000         3.8104552000         0.3810455200         2.9279459305         1.4348277491         3.6107584109
        0.0000000000         0.0000000000         3.8155680000         0.3815568000         2.9282154489         1.4373800759         3.6260696756
        0.0000000000         0.0000000000         3.8204224000         0.3820422400         2.9284713696         1.4450370565         3.6439328179
        0.0000000000         0.0000000000         3.8254982000         0.3825498200         2.9287389872         1.4348277491         3.6464846953
        0.0000000000         0.0000000000         3.8304588000         0.3830458800         2.9290005554         1.4475893834         3.6592440826
        0.0000000000         0.0000000000         3.8354199000         0.3835419900         2.9292621741         1.4450370565         3.6745553474
        0.0000000000         0.0000000000         3.8404006000         0.3840400600         2.9295248509         1.4348277491         3.6796591023
        0.0000000000         0.0000000000         3.8454607000         0.3845460700         2.9297917401         1.4322754222         3.6822109797
        0.0000000000         0.0000000000         3.8506536000         0.3850653600         2.9300656599         1.4424847297         3.6924184896
        0.0000000000         0.0000000000         3.8554540000         0.3855454000         2.9303188993         1.4424847297         3.7153853867
        0.0000000000         0.0000000000         3.8604900000         0.3860490000         2.9305845920         1.4424847297         3.7179372642
        0.0000000000         0.0000000000         3.8654989000         0.3865498900         2.9308488797         1.4348277491         3.7255928965
        0.0000000000         0.0000000000         3.8705109000         0.3870510900         2.9311133557         1.4373800759         3.7383522838
        0.0000000000         0.0000000000         3.8754696000         0.3875469600         2.9313750435         1.4424847297         3.7511116711
        0.0000000000         0.0000000000         3.8807118000         0.3880711800         2.9316517190         1.4450370565         3.7613191810
        0.0000000000         0.0000000000         3.8853903000         0.3885390300         2.9318986661         1.4373800759         3.7715266908
        0.0000000000         0.0000000000         3.8903859000         0.3890385900         2.9321623746         1.4450370565         3.7817342006
        0.0000000000         0.0000000000         3.8954367000         0.3895436700         2.9324290221         1.4475893834         3.7995973429
        0.0000000000         0.0000000000         3.9004784000         0.3900478400         2.9326952144         1.4399324028         3.7970454654
        0.0000000000         0.0000000000         3.9053920000         0.3905392000         2.9329546673         1.4501417102         3.8200123625
        0.0000000000         0.0000000000         3.9103864000         0.3910386400         2.9332184111         1.4373800759         3.8200123625
        0.0000000000         0.0000000000         3.9154219000         0.3915421900         2.9334843503         1.4475893834         3.8429792597
        0.0000000000         0.0000000000         3.9203918000         0.3920391800         2.9337468496         1.4399324028         3.8429792597
        0.0000000000         0.0000000000         3.9253910000         0.3925391000         2.9340109210         1.4399324028         3.8557386469
        0.0000000000         0.0000000000         3.9303919000         0.3930391900         2.9342751070         1.4475893834         3.8736017892
        0.0000000000         0.0000000000         3.9353995000         0.3935399500         2.9345396717         1.4450370565         3.8736017892
        0.0000000000         0.0000000000         3.9404085000         0.3940408500         2.9348043352         1.4399324028         3.8889130539
        0.0000000000         0.0000000000         3.9453913000         0.3945391300         2.9350676390         1.4424847297         3.9016724412
        0.0000000000         0.0000000000         3.9503924000         0.3950392400         2.9353319345         1.4501417102         3.9169837060
        0.0000000000         0.0000000000         3.9554187000         0.3955418700         2.9355975868         1.4399324028         3.9118799510
        0.0000000000         0.0000000000         3.9604642000         0.3960464200         2.9358642789         1.4475893834         3.9246393383
        0.0000000000         0.0000000000         3.9654573000         0.3965457300         2.9361282262         1.4348277491         3.9322949707
        0.0000000000         0.0000000000         3.9703932000         0.3970393200         2.9363891740         1.4450370565         3.9552618679
        0.0000000000         0.0000000000         3.9753905000         0.3975390500         2.9366533925         1.4475893834         3.9629175002
        0.0000000000         0.0000000000         3.9803938000         0.3980393800         2.9369179531         1.4450370565         3.9731250101
        0.0000000000         0.0000000000         3.9854488000         0.3985448800         2.9371852726         1.4501417102         3.9935400297
        0.0000000000         0.0000000000         3.9904987000         0.3990498700         2.9374523477         1.4577986908         4.0037475396
        0.0000000000         0.0000000000         3.9954689000         0.3995468900         2.9377152324         1.4501417102         4.0165069269
        0.0000000000         0.0000000000         4.0005481000         0.4000548100         2.9379839077         1.4373800759         4.0139550494
        0.0000000000         0.0000000000         4.0054642000         0.4005464200         2.9382439799         1.4526940371         4.0292663142
        0.0000000000         0.0000000000         4.0106459000         0.4010645900         2.9385181288         1.4424847297         4.0394738240
        0.0000000000         0.0000000000         4.0154023000         0.4015402300         2.9387697999         1.4526940371         4.0573369662
        0.0000000000         0.0000000000         4.0204572000         0.4020457200         2.9390372898         1.4348277491         4.0573369662
        0.0000000000         0.0000000000         4.0253970000         0.4025397000         2.9392987136         1.4475893834         4.0700963535
        0.0000000000         0.0000000000         4.0303925000         0.4030392500         2.9395631098         1.4475893834         4.0803038633
        0.0000000000         0.0000000000         4.0354592000         0.4035459200         2.9398312997         1.4399324028         4.0879594957
        0.0000000000         0.0000000000         4.0404557000         0.4040455700         2.9400957988         1.4373800759         4.0981670056
        0.0000000000         0.0000000000         4.0454660000         0.4045466000         2.9403610534         1.4552463639         4.1160301478
        0.0000000000         0.0000000000         4.0504447000         0.4050444700         2.9406246598         1.4526940371         4.1313414125
        0.0000000000         0.0000000000         4.0554023000         0.4055402300         2.9408871736         1.4475893834         4.1364451674
        0.0000000000         0.0000000000         4.0604172000         0.4060417200         2.9411527464         1.4399324028         4.1415489224
        0.0000000000         0.0000000000         4.0654191000         0.4065419100         2.9414176557         1.4552463639         4.1645158195
        0.0000000000         0.0000000000         4.0704388000         0.4070438800         2.9416835328         1.4526940371         4.1747233293
        0.0000000000         0.0000000000         4.0754434000         0.4075443400         2.9419486351         1.4450370565         4.1798270842
        0.0000000000         0.0000000000         4.0804042000         0.4080404200         2.9422114419         1.4526940371         4.1951383490
        0.0000000000         0.0000000000         4.0853907000         0.4085390700         2.9424756350         1.4552463639         4.2053458588
        0.0000000000         0.0000000000         4.0903916000         0.4090391600         2.9427406159         1.4475893834         4.2155533687
        0.0000000000         0.0000000000         4.0953968000         0.4095396800         2.9430058496         1.4577986908         4.2359683883
        0.0000000000         0.0000000000         4.1003946000         0.4100394600         2.9432707162         1.4475893834         4.2334165109
        0.0000000000         0.0000000000         4.1054157000         0.4105415700         2.9435368427         1.4577986908         4.2589352855
        0.0000000000         0.0000000000         4.1105045000         0.4110504500         2.9438065831         1.4577986908         4.2614871629
        0.0000000000         0.0000000000         4.1154012000         0.4115401200         2.9440661653         1.4475893834         4.2742465502
        0.0000000000         0.0000000000         4.1204585000         0.4120458500         2.9443342864         1.4526940371         4.2793503051
        0.0000000000         0.0000000000         4.1254097000         0.4125409700         2.9445968072         1.4552463639         4.3048690797
        0.0000000000         0.0000000000         4.1303968000         0.4130396800         2.9448612563         1.4526940371         4.3023172023
        0.0000000000         0.0000000000         4.1354555000         0.4135455500         2.9451295274         1.4501417102         4.3252840994
        0.0000000000         0.0000000000         4.1403937000         0.4140393700         2.9453914330         1.4577986908         4.3329397318
        0.0000000000         0.0000000000         4.1453889000         0.4145388900         2.9456563865         1.4424847297         4.3405953642
        0.0000000000         0.0000000000         4.1504155000         0.4150415500         2.9459230307         1.4552463639         4.3584585064
        0.0000000000         0.0000000000         4.1554376000         0.4155437600         2.9461894615         1.4552463639         4.3763216486
        0.0000000000         0.0000000000         4.1604003000         0.4160400300         2.9464527658         1.4501417102         4.3763216486
        0.0000000000         0.0000000000         4.1653957000         0.4165395700         2.9467178300         1.4475893834         4.3916329133
        0.0000000000         0.0000000000         4.1703936000         0.4170393600         2.9469830519         1.4680079982         4.4120479330
        0.0000000000         0.0000000000         4.1753891000         0.4175389100         2.9472481714         1.4526940371         4.4145998105
        0.0000000000         0.0000000000         4.1803997000         0.4180399700         2.9475141175         1.4526940371         4.4299110752
        0.0000000000         0.0000000000         4.1853903000         0.4185390300         2.9477790271         1.4680079982         4.4477742174
        0.0000000000         0.0000000000         4.1904548000         0.4190454800         2.9480478850         1.4450370565         4.4554298498
        0.0000000000         0.0000000000         4.1954273000         0.4195427300         2.9483118839         1.4552463639         4.4656373597
        0.0000000000         0.0000000000         4.2004673000         0.4200467300         2.9485794919         1.4475893834         4.4707411146
        0.0000000000         0.0000000000         4.2054398000         0.4205439800         2.9488435408         1.4577986908         4.4835005019
        0.0000000000         0.0000000000         4.2103917000         0.4210391700         2.9491065205         1.4577986908         4.5013636441
        0.0000000000         0.0000000000         4.2153937000         0.4215393700         2.9493721859         1.4475893834         4.5090192765
        0.0000000000         0.0000000000         4.2204202000         0.4220420200         2.9496391779         1.4577986908         4.5243305412
        0.0000000000         0.0000000000         4.2254106000         0.4225410600         2.9499042775         1.4680079982         4.5447455609
        0.0000000000         0.0000000000         4.2303927000         0.4230392700         2.9501689611         1.4475893834         4.5498493158
        0.0000000000         0.0000000000         4.2354586000         0.4235458600         2.9504381224         1.4603510177         4.5626087031
        0.0000000000         0.0000000000         4.2404246000         0.4240424600         2.9507020009         1.4526940371         4.5753680904
        0.0000000000         0.0000000000         4.2454370000         0.4245437000         2.9509683701         1.4552463639         4.5830237228
        0.0000000000         0.0000000000         4.2504261000         0.4250426100         2.9512335262         1.4603510177         4.5983349875
        0.0000000000         0.0000000000         4.2553892000         0.4255389200         2.9514973254         1.4552463639         4.6110943748
        0.0000000000         0.0000000000         4.2604542000         0.4260454200         2.9517665663         1.4680079982         4.6289575170
        0.0000000000         0.0000000000         4.2653872000         0.4265387200         2.9520288154         1.4577986908         4.6442687818
        0.0000000000         0.0000000000         4.2704268000         0.4270426800         2.9522967569         1.4603510177         4.6493725367
        0.0000000000         0.0000000000         4.2753844000         0.4275384400         2.9525603636         1.4577986908         4.6646838015
        0.0000000000         0.0000000000         4.2804171000         0.4280417100         2.9528279890         1.4577986908         4.6723394338
        0.0000000000         0.0000000000         4.2853972000         0.4285397200         2.9530928424         1.4577986908         4.6876506986
        0.0000000000         0.0000000000         4.2904135000         0.4290413500         2.9533596463         1.4552463639         4.6978582084
        0.0000000000         0.0000000000         4.2954439000         0.4295443900         2.9536272256         1.4654556714         4.7106175957
        0.0000000000         0.0000000000         4.3004525000         0.4300452500         2.9538936707         1.4654556714         4.7335844928
        0.0000000000         0.0000000000         4.3054569000         0.4305456900         2.9541599177         1.4577986908         4.7386882478
        0.0000000000         0.0000000000         4.3104103000         0.4310410300         2.9544234763         1.4552463639         4.7463438801
        0.0000000000         0.0000000000         4.3153962000         0.4315396200         2.9546887892         1.4577986908         4.7718626547
        0.0000000000         0.0000000000         4.3204110000         0.4320411000         2.9549556653         1.4731126519         4.7744145322
        0.0000000000         0.0000000000         4.3254214000         0.4325421400         2.9552223326         1.4680079982         4.7973814293
        0.0000000000         0.0000000000         4.3304587000         0.4330458700         2.9554904572         1.4654556714         4.8101408166
        0.0000000000         0.0000000000         4.3354314000         0.4335431400         2.9557551685         1.4680079982         4.8075889392
        0.0000000000         0.0000000000         4.3404370000         0.4340437000         2.9560216564         1.4475893834         4.8229002039
        0.0000000000         0.0000000000         4.3454364000         0.4345436400         2.9562878396         1.4705603251         4.8484189785
        0.0000000000         0.0000000000         4.3505521000         0.4350552100         2.9565602411         1.4629033445         4.8535227334
        0.0000000000         0.0000000000         4.3553937000         0.4355393700         2.9568180717         1.4552463639         4.8637302433
4284975566930505467187222794376904698312273159442476010845711882548754966919587268747622475647131004277700178538081059756867716149941973024478609966194863851450157742959033910186033479269325293505466465740942139854174522423077266688771564003363574147081830400.0000000000         0.0000000000         4.3604537000         0.4360453700         2.9570875582         1.4629033445         4.8841452629
4228199970924892125432957371994833348436923414208112346564057435427792490445930338651700392902183172576942512920756885504731486444185758647691473549506102385787037626348230789481871235498369115299741537380830204959858833940020199145329898215329576430407254016.0000000000         0.0000000000         4.3654721000         0.4365472100         2.9573548548         1.4731126519         4.8918008953
4174063736287512848371379751038638153066708327262756530359960926159642971600871202601710090088351058803949242352937173461617763624169072164521743845787500914279314307334794667036895003985609880362385224141165141230832259360601560757094033925515347805775855616.0000000000         0.0000000000         4.3704691000         0.4370469100         2.9576210369         1.4654556714         4.9071121601
4187495176888977396545713859078329599783345087147187571653278286668293618642780571841835291385699231076647459227073329542175978996221699931503411995269367062725146742119235604966438903989336970094719708986568620463064299539191204864750301363785208039364100096.0000000000         0.0000000000         4.3755974000         0.4375597400         2.9578942395         1.4680079982         4.9300790572
4275415213478984615345671126764696388159689934745668348928536237098224381071942945577242775271338428036555245760732027614243742041962889879320962131826895207200128766917242802431002824755918228835648503476482006471347561428028777094732429805403424365853278208.0000000000         0.0000000000         4.3804376000         0.4380437600         2.9581521185         1.4680079982         4.9300790572
464404923636824908166395613557413333539709248210315318436784004597448182300967586938992926951555536904512557127918193701148269780504580704047328418598853483798237855643493733946271476700828450734122390951452526070324688554763459907754460768888590352936087251522158592.0000000000         0.0000000000         4.3855378000         0.4385537800         2.9584238756         1.4680079982         4.9555978318
4301456912459044959234269413002473332873769665137517905147261967817169565962969949589709912156144003877575960120239003943378191244277781679179973786965417019478234242615358204267123057904521315169471520788121517012491080755301764004384865828203649255518240768.0000000000         0.0000000000         4.3904680000         0.4390468000         2.9586865996         1.4654556714         4.9632534642
4257584861009084938101608991608550509639128217890416059339119001234701553686886560710195170407120268653974971157737226410721589862499205402603426288068005759746760499623239494593038259927016678589467885459308691415748980634864074340008274402014281226721951744.0000000000         0.0000000000         4.3954399000         0.4395439900         2.9589515707         1.4577986908         4.9760128515
4276705567914106775350700328358197882732067251999471490604865224223073998101956655549096895178664425642635653474614311162219364013540182831457929243458207750460118614997310128097912050717112003656888182281012471632594615510285536412623751807879604814204633088.0000000000         0.0000000000         4.4004246000         0.4400424600         2.9592172492         1.4680079982         4.9913241162
4174298346194967920161664561662214274847974945014960135566651540873600241116479572758847691688645122870345532396008625326634381695940320637201739392089433804849248847969639016449402230493095460634702973167782137457361804148908788424329771805206989781218623488.0000000000         0.0000000000         4.4053950000         0.4405395000         2.9594821907         1.4552463639         4.9964278711
        0.0000000000         0.0000000000         4.4105350000         0.4410535000         2.9597561988         1.4782173056         5.0142910133
        0.0000000000         0.0000000000         4.4154427000         0.4415442700         2.9600178484         1.4680079982         5.0066353810
        0.0000000000         0.0000000000         4.4204261000         0.4420426100         2.9602835589         1.4577986908         4.9989797486
        0.0000000000         0.0000000000         4.4253911000         0.4425391100         2.9605483135         1.4680079982         5.0066353810
        0.0000000000         0.0000000000         4.4304012000         0.4430401200         2.9608154983         1.4577986908         5.0015316260
        0.0000000000         0.0000000000         4.4354366000         0.4435436600         2.9610840582         1.4680079982         4.9989797486
        0.0000000000         0.0000000000         4.4404749000         0.4440474900         2.9613527986         1.4731126519         5.0066353810
        0.0000000000         0.0000000000         4.4454712000         0.4445471200         2.9616193242         1.4680079982         5.0040835035
        0.0000000000         0.0000000000         4.4504209000         0.4450420900         2.9618833890         1.4705603251         5.0015316260
        0.0000000000         0.0000000000         4.4554755000         0.4455475500         2.9621530760         1.4577986908         1.1048147461
        0.0000000000         0.0000000000         4.4603859000         0.4460385900         2.9624150941         1.4731126519         1.1124703785
        0.0000000000         0.0000000000         4.4653939000         0.4465393900         2.9626823455         1.4782173056         1.1175741334
        0.0000000000         0.0000000000         4.4704189000         0.4470418900         2.9629505298         1.4629033445         1.1048147461
        0.0000000000         0.0000000000         4.4754474000         0.4475447400         2.9632189267         1.4756649788         0.0100593162
299337095930952578279918792350635691057514388626834553942895081304973269490728960.0000000000         0.0000000000         4.4804292000         0.4480429200         2.9634848564         1.4654556714        -0.0027000711
315783191104608598306157931268984134723208879402786319630841555501133141706276864.0000000000         0.0000000000         4.4854445000         0.4485444500         2.9637525999         1.4603510177        -0.0052519485
318913196017492280353713675772264238617086584257957163310307927917115185553211392.0000000000         0.0000000000         4.4903922000         0.4490392200         2.9640167597         1.4731126519        -0.0052519485
302901321177787874921967238275440782376901385978865251393971430669826811024637952.0000000000         0.0000000000         4.4954218000         0.4495421800         2.9642853178         1.4731126519         0.0024036839
        0.0000000000         0.0000000000         4.5003964000         0.4500396400         2.9645509646         1.4680079982         0.0024036839
        0.0000000000         0.0000000000         4.5054237000         0.4505423700         2.9648194513         1.4756649788         0.0024036839
        0.0000000000         0.0000000000         4.5103914000         0.4510391400         2.9650847804         1.4731126519         0.0024036839
        0.0000000000         0.0000000000         4.5153913000         0.4515391300         2.9653518547         1.4680079982        -0.0001481936
        0.0000000000         0.0000000000         4.5203944000         0.4520394400         2.9656191256         1.4756649788        -0.0001481936
        0.0000000000         0.0000000000         4.5253909000         0.4525390900         2.9658860695         1.4731126519         0.0177149486
9501172836800372991185719197391353164002230895091182461586076996044182375104512.0000000000         0.0000000000         4.5304373000         0.4530437300         2.9661557052         1.4807696325         0.0355780908
9517908412198585721305543534438577596350250845156301694929808144650351935488000.0000000000         0.0000000000         4.5353860000         0.4535386000         2.9664201461         1.4782173056         0.0432337232
9708784434326894241678722790933269199331517687934813993420637959935092513046528.0000000000         0.0000000000         4.5405143000         0.4540514300         2.9666942105         1.4756649788         0.0636487429
10313413634704459816181122136887556984203030258915430302786643251413111898374144.0000000000         0.0000000000         4.5453869000         0.4545386900         2.9669546349         1.4858742862         0.0789600076
9758878082280057142211409294539524778880662363759959369769458695472392859287552.0000000000         0.0000000000         4.5507292000         0.4550729200         2.9672401912         1.4782173056         0.0968231498
        0.0000000000         0.0000000000         4.5554051000         0.4555405100         2.9674901511         1.4807696325         0.1095825371
        0.0000000000         0.0000000000         4.5605499000         0.4560549900         2.9677652029         1.4705603251         0.1095825371
        0.0000000000         0.0000000000         4.5655176000         0.4565517600         2.9680308123         1.4807696325         0.1376531892
        0.0000000000         0.0000000000         4.5705701000         0.4570570100         2.9683009817         1.4807696325         0.1529644539
        0.0000000000         0.0000000000         4.5753964000         0.4575396400         2.9685590801         1.4756649788         0.1631719638
34779239553264519134801641325343869572865764300431383789538955271626782672945152.0000000000         0.0000000000         4.5804605000         0.4580460500         2.9688299212         1.4756649788         0.1759313511
21317735150648836904651108264851304400813553975389300133619581101506801944231936.0000000000         0.0000000000         4.5853989000         0.4585398900         2.9690940648         1.4629033445         0.1835869834
32196089753677751401437614118918517983857782339563424325599927357870292556840960.0000000000         0.0000000000         4.5903903000         0.4590390300         2.9693610688         1.4756649788         0.2091057580
26540817769720921505747255606871017176497468970213173776828944735041693593632768.0000000000         0.0000000000         4.5953947000         0.4595394700         2.9696287938         1.4705603251         0.2091057580
37814267648359952467924619252575103431076228978399583429575283285717433838469120.0000000000         0.0000000000         4.6004173000         0.4600417300         2.9698975183         1.4731126519         0.2320726552
26233923501885141653734662048480599271036667751555342021025078632204022000386048.0000000000         0.0000000000         4.6054956000         0.4605495600         2.9701692494         1.4756649788         0.2448320425
26538782361901454308666227190656577990145766345305421903025984251807770007830528.0000000000         0.0000000000         4.6103858000         0.4610385800         2.9704309405         1.4680079982         0.2575914298
25691600397234915856797760899623627326704197512962587026255377427666003721977856.0000000000         0.0000000000         4.6154140000         0.4615414000         2.9707000422         1.4654556714         0.2729026945
27751885421455244666548095165457160629671672611483722563305107246183362133491712.0000000000         0.0000000000         4.6203938000         0.4620393800         2.9709665792         1.4705603251         0.2856620818
26083981793510802160484784898380496557846972615046081584651601061581261312622592.0000000000         0.0000000000         4.6253869000         0.4625386900         2.9712338537         1.4731126519         0.3009733466
26083303324108551110587402408281818980127505735125918722272107781624043910725632.0000000000         0.0000000000         4.6304098000         0.4630409800         2.9715027492         1.4603510177         0.3086289789
26569765792036148042936587555578272563011072010589442043181239881273913290784768.0000000000         0.0000000000         4.6353867000         0.4635386700         2.9717692078         1.4807696325         0.3315958761
26566825758520146186828823834163640510545367736520403223044124430332453749522432.0000000000         0.0000000000         4.6404024000         0.4640402400         2.9720377695         1.4756649788         0.3443552634
33046437911457010816831647485534278459277969467088493955580430625972147726581760.0000000000         0.0000000000         4.6453866000         0.4645386600         2.9723046702         1.4756649788         0.3520108957
36100454264914827382583498927419409332537817338510614547325204642829885633462272.0000000000         0.0000000000         4.6504421000         0.4650442100         2.9725754151         1.4782173056         0.3673221605
31440727301975704537118342461279517327894937322979768729384101433191031971512320.0000000000         0.0000000000         4.6554643000         0.4655464300         2.9728444028         1.4654556714         0.3749777929
29686658072731080744837812595698283831703161588437700523377114918630081114931200.0000000000         0.0000000000         4.6604373000         0.4660437300         2.9731107809         1.4680079982         0.3902890576
26847938193962036778453695533735904930545235428992404494687351563447354666254336.0000000000         0.0000000000         4.6654416000         0.4665441600         2.9733788613         1.4756649788         0.4081521998
30323966875860658498129748662024021570226886927892863999143477286037174192439296.0000000000         0.0000000000         4.6703949000         0.4670394900         2.9736442352         1.4731126519         0.4285672195
34168173775290259314777431173718757040884714751862780642943069833938315176312832.0000000000         0.0000000000         4.6753881000         0.4675388100         2.9739117722         1.4782173056         0.4438784843
25976783647406053267151692452928154196275925260879476211434582304234013586358272.0000000000         0.0000000000         4.6805588000         0.4680558800         2.9741888469         1.4705603251         0.4438784843
35212564146258696179345876925383133038889994149263404733387700752161631876677632.0000000000         0.0000000000         4.6854898000         0.4685489800         2.9744531029         1.4731126519         0.4642935039
34599680236213006586637823241528187097506650501023049559100355060542181979717632.0000000000         0.0000000000         4.6904013000         0.4690401300         2.9747163388         1.4680079982         0.4796047687
30777636664930685533411370302724106439936608051195378431109966536658883214049280.0000000000         0.0000000000         4.6954156000         0.4695415600         2.9749851101         1.4807696325         0.4949160334
26539686988718669719483913798102665547855546899988231007065082586928056230739968.0000000000         0.0000000000         4.7004748000         0.4700474800         2.9752563143         1.4680079982         0.5076754207
        0.0000000000         0.0000000000         4.7054055000         0.4705405500         2.9755206557         1.4731126519         0.5255385629
        0.0000000000         0.0000000000         4.7104007000         0.4710400700         2.9757884806         1.4833219594         0.5408498277
        0.0000000000         0.0000000000         4.7154895000         0.4715489500         2.9760613505         1.4782173056         0.5561610925
        0.0000000000         0.0000000000         4.7204883000         0.4720488300         2.9763294206         1.4756649788         0.5638167248
        0.0000000000         0.0000000000         4.7254726000         0.4725472600         2.9765967388         1.4731126519         0.5689204797
        0.0000000000         0.0000000000         4.7304906000         0.4730490600         2.9768658904         1.4705603251         0.5944392543
        0.0000000000         0.0000000000         4.7353967000         0.4735396700         2.9771290652         1.4782173056         0.6046467642
        0.0000000000         0.0000000000         4.7404344000         0.4740434400         2.9773993252         1.4705603251         0.6199580289
        0.0000000000         0.0000000000         4.7454525000         0.4745452500         2.9776685599         1.4680079982         0.6276136613
        0.0000000000         0.0000000000         4.7503964000         0.4750396400         2.9779338391         1.4680079982         0.6480286810
        0.0000000000         0.0000000000         4.7553944000         0.4755394400         2.9782020470         1.4807696325         0.6607880683
        0.0000000000         0.0000000000         4.7604450000         0.4760445000         2.9784731038         1.4680079982         0.6735474556
        0.0000000000         0.0000000000         4.7653971000         0.4765397100         2.9787389000         1.4705603251         0.6837549654
        0.0000000000         0.0000000000         4.7704857000         0.4770485700         2.9790120491         1.4833219594         0.7092737400
        0.0000000000         0.0000000000         4.7754115000         0.4775411500         2.9792764849         1.4756649788         0.7194812498
        0.0000000000         0.0000000000         4.7804142000         0.4780414200         2.9795450748         1.4705603251         0.7245850047
        0.0000000000         0.0000000000         4.7853980000         0.4785398000         2.9798126758         1.4858742862         0.7526556568
        0.0000000000         0.0000000000         4.7904339000         0.4790433900         2.9800831005         1.4782173056         0.7577594117
        0.0000000000         0.0000000000         4.7953858000         0.4795385800         2.9803490401         1.4807696325         0.7781744314
        0.0000000000         0.0000000000         4.8003981000         0.4800398100         2.9806182495         1.4705603251         0.7807263088
        0.0000000000         0.0000000000         4.8053850000         0.4805385000         2.9808861205         1.4782173056         0.8087969609
        0.0000000000         0.0000000000         4.8104496000         0.4810449600         2.9811581916         1.4782173056         0.8215563482
        0.0000000000         0.0000000000         4.8153932000         0.4815393200         2.9814237884         1.4833219594         0.8292119806
        0.0000000000         0.0000000000         4.8203887000         0.4820388700         2.9816921993         1.4705603251         0.8445232453
        0.0000000000         0.0000000000         4.8253871000         0.4825387100         2.9819607920         1.4858742862         0.8598345101
        0.0000000000         0.0000000000         4.8303970000         0.4830397000         2.9822300288         1.4782173056         0.8802495297
        0.0000000000         0.0000000000         4.8353891000         0.4835389100         2.9824983350         1.4680079982         0.8802495297
        0.0000000000         0.0000000000         4.8404084000         0.4840408400         2.9827681292         1.4782173056         0.9006645494
        0.0000000000         0.0000000000         4.8453899000         0.4845389900         2.9830359177         1.4731126519         0.9083201818
        0.0000000000         0.0000000000         4.8504560000         0.4850456000         2.9833082804         1.4705603251         0.9287352015
