% K_lin=8.035300  p_cw=[-2.695200 31.026600 -64.676800]  p_ccw=[2.343300 4.917800 -23.132900]
Time[s]              Vcmd[V]              Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        3.6054913000         0.3605491300         2.9171624492         1.4399324028         3.2101136498         2.6811013494         2.8971204243
        3.6104574000         0.3610457400         2.9174232395         1.4424847297         3.2152174047         2.7475886737         2.9011108346
        3.6155214000         0.3615521400         2.9176891955         1.4348277491         3.2254249146         2.5481267010         2.9051799105
        3.6203945000         0.3620394500         2.9179451493         1.4348277491         3.2356324244         2.5481267010         2.9090955926
        3.6255720000         0.3625572000         2.9182171165         1.4424847297         3.2458399342         2.7475886737         2.9132558692
        3.6304616000         0.3630461600         2.9184739847         1.4297230954         3.2483918117         2.4151520525         2.9171848094
        3.6354532000         0.3635453200         2.9187362353         1.4424847297         3.2662549539         2.7475886737         2.9211957098
        3.6404269000         0.3640426900         2.9189975696         1.4322754222         3.2688068314         2.4816393768         2.9251922270
        3.6454129000         0.3645412900         2.9192595743         1.4322754222         3.2841180961         2.4816393768         2.9291986275
        3.6503885000         0.3650388500         2.9195210567         1.4424847297         3.3019812383         2.7475886737         2.9331966714
        3.6555379000         0.3655537900         2.9197916981         1.4399324028         3.3045331158         2.6811013494         2.9373343688
        3.6605196000         0.3660519600         2.9200535502         1.4373800759         3.3198443806         2.6146140252         2.9413373142
        3.6655459000         0.3665545900         2.9203177711         1.4348277491         3.3198443806         2.5481267010         2.9453760970
        3.6704797000         0.3670479700         2.9205771534         1.4297230954         3.3326037679         2.4151520525         2.9493405533
        3.6754408000         0.3675440800         2.9208379948         1.4399324028         3.3504669101         2.6811013494         2.9533269460
        3.6804433000         0.3680443300         2.9211010373         1.4246184417         3.3530187875         2.2821774041         2.9573466049
        3.6854785000         0.3685478500         2.9213658239         1.4450370565         3.3632262974         2.8140759979         2.9613925391
        3.6904337000         0.3690433700         2.9216264276         1.4373800759         3.3810894396         2.6146140252         2.9653741910
        3.6954847000         0.3695484700         2.9218920943         1.4322754222         3.3785375621         2.4816393768         2.9694328210
        3.7006240000         0.3700624000         2.9221624309         1.4322754222         3.3938488269         2.4816393768         2.9735624027
        3.7055050000         0.3705505000         2.9224192043         1.4373800759         3.4015044592         2.6146140252         2.9774844327
        3.7104177000         0.3710417700         2.9226776689         1.4348277491         3.4040563367         2.5481267010         2.9814319345
        3.7153973000         0.3715397300         2.9229396772         1.4348277491         3.4219194789         2.5481267010         2.9854331925
        3.7203974000         0.3720397400         2.9232027885         1.4450370565         3.4397826211         2.8140759979         2.9894509228
        3.7254345000         0.3725434500         2.9234678716         1.4373800759         3.4423344986         2.6146140252         2.9934983838
        3.7303897000         0.3730389700         2.9237286687         1.4373800759         3.4474382535         2.6146140252         2.9974800356
        3.7354705000         0.3735470500         2.9239961013         1.4322754222         3.4653013957         2.4816393768         3.0015626109
        3.7403898000         0.3740389800         2.9242550572         1.4373800759         3.4729570281         2.6146140252         3.0055154160
        3.7453876000         0.3745387600         2.9245181697         1.4348277491         3.4780607830         2.5481267010         3.0095312982
        3.7504461000         0.3750446100         2.9247845027         1.4399324028         3.4933720478         2.6811013494         3.0135959547
        3.7554329000         0.3755432900         2.9250470851         1.4399324028         3.5086833125         2.6811013494         3.0176029981
        3.7604371000         0.3760437100         2.9253106083         1.4348277491         3.5086833125         2.5481267010         3.0216240230
        3.7653944000         0.3765394400         2.9255716858         1.4373800759         3.5239945773         2.6146140252         3.0256073622
        3.7704244000         0.3770424400         2.9258366168         1.4475893834         3.5393058420         2.8805633221         3.0296491181
        3.7754035000         0.3775403500         2.9260988913         1.4399324028         3.5444095970         2.6811013494         3.0336499744
        3.7805028000         0.3780502800         2.9263675225         1.4322754222         3.5546171068         2.4816393768         3.0377474149
        3.7854621000         0.3785462100         2.9266288029         1.4373800759         3.5673764941         2.6146140252         3.0417323612
        3.7904501000         0.3790450100         2.9268916198         1.4399324028         3.5750321265         2.6811013494         3.0457403689
        3.7955263000         0.3795526300         2.9271591090         1.4322754222         3.5801358814         2.4816393768         3.0498192478
        3.8004242000         0.3800424200         2.9274172267         1.4271707685         3.5954471461         2.3486647283         3.0537548574
        3.8053937000         0.3805393700         2.9276791417         1.4475893834         3.6107584109         2.8805633221         3.0577479998
        3.8104552000         0.3810455200         2.9279459305         1.4348277491         3.6107584109         2.5481267010         3.0618150669
        3.8155680000         0.3815568000         2.9282154489         1.4373800759         3.6260696756         2.6146140252         3.0659233550
        3.8204224000         0.3820422400         2.9284713696         1.4450370565         3.6439328179         2.8140759979         3.0698240111
        3.8254982000         0.3825498200         2.9287389872         1.4348277491         3.6464846953         2.5481267010         3.0739025686
        3.8304588000         0.3830458800         2.9290005554         1.4475893834         3.6592440826         2.8805633221         3.0778885596
        3.8354199000         0.3835419900         2.9292621741         1.4450370565         3.6745553474         2.8140759979         3.0818749522
        3.8404006000         0.3840400600         2.9295248509         1.4348277491         3.6796591023         2.5481267010         3.0858770941
        3.8454607000         0.3845460700         2.9297917401         1.4322754222         3.6822109797         2.4816393768         3.0899430363
        3.8506536000         0.3850653600         2.9300656599         1.4424847297         3.6924184896         2.7475886737         3.0941156872
        3.8554540000         0.3855454000         2.9303188993         1.4424847297         3.7153853867         2.7475886737         3.0979729526
        3.8604900000         0.3860490000         2.9305845920         1.4424847297         3.7179372642         2.7475886737         3.1020195297
        3.8654989000         0.3865498900         2.9308488797         1.4348277491         3.7255928965         2.5481267010         3.1060443311
        3.8705109000         0.3870510900         2.9311133557         1.4373800759         3.7383522838         2.6146140252         3.1100716235
        3.8754696000         0.3875469600         2.9313750435         1.4424847297         3.7511116711         2.7475886737         3.1140560877
        3.8807118000         0.3880711800         2.9316517190         1.4450370565         3.7613191810         2.8140759979         3.1182683526
        3.8853903000         0.3885390300         2.9318986661         1.4373800759         3.7715266908         2.6146140252         3.1220276678
        3.8903859000         0.3890385900         2.9321623746         1.4450370565         3.7817342006         2.8140759979         3.1260417822
        3.8954367000         0.3895436700         2.9324290221         1.4475893834         3.7995973429         2.8805633221         3.1301002516
        3.9004784000         0.3900478400         2.9326952144         1.4399324028         3.7970454654         2.6811013494         3.1341514087
        3.9053920000         0.3905392000         2.9329546673         1.4501417102         3.8200123625         2.9470506463         3.1380996338
        3.9103864000         0.3910386400         2.9332184111         1.4373800759         3.8200123625         2.6146140252         3.1421127840
        3.9154219000         0.3915421900         2.9334843503         1.4475893834         3.8429792597         2.8805633221         3.1461589593
        3.9203918000         0.3920391800         2.9337468496         1.4399324028         3.8429792597         2.6811013494         3.1501524231
        3.9253910000         0.3925391000         2.9340109210         1.4399324028         3.8557386469         2.6811013494         3.1541694302
        3.9303919000         0.3930391900         2.9342751070         1.4475893834         3.8736017892         2.8805633221         3.1581878034
        3.9353995000         0.3935399500         2.9345396717         1.4450370565         3.8736017892         2.8140759979         3.1622115602
        3.9404085000         0.3940408500         2.9348043352         1.4399324028         3.8889130539         2.6811013494         3.1662364420
        3.9453913000         0.3945391300         2.9350676390         1.4424847297         3.9016724412         2.7475886737         3.1702402713
        3.9503924000         0.3950392400         2.9353319345         1.4501417102         3.9169837060         2.9470506463         3.1742588052
        3.9554187000         0.3955418700         2.9355975868         1.4399324028         3.9118799510         2.6811013494         3.1782975880
        3.9604642000         0.3960464200         2.9358642789         1.4475893834         3.9246393383         2.8805633221         3.1823517986
        3.9654573000         0.3965457300         2.9361282262         1.4348277491         3.9322949707         2.5481267010         3.1863639043
        3.9703932000         0.3970393200         2.9363891740         1.4450370565         3.9552618679         2.8140759979         3.1903300480
        3.9753905000         0.3975390500         2.9366533925         1.4475893834         3.9629175002         2.8805633221         3.1943455285
        3.9803938000         0.3980393800         2.9369179531         1.4450370565         3.9731250101         2.8140759979         3.1983658301
        3.9854488000         0.3985448800         2.9371852726         1.4501417102         3.9935400297         2.9470506463         3.2024276743
        3.9904987000         0.3990498700         2.9374523477         1.4577986908         4.0037475396         3.1465126190         3.2064854204
        3.9954689000         0.3995468900         2.9377152324         1.4501417102         4.0165069269         2.9470506463         3.2104791252
        4.0005481000         0.4000548100         2.9379839077         1.4373800759         4.0139550494         2.6146140252         3.2145604148
        4.0054642000         0.4005464200         2.9382439799         1.4526940371         4.0292663142         3.0135379706         3.2185106486
        4.0106459000         0.4010645900         2.9385181288         1.4424847297         4.0394738240         2.7475886737         3.2226743000
        4.0154023000         0.4015402300         2.9387697999         1.4526940371         4.0573369662         3.0135379706         3.2264962101
        4.0204572000         0.4020457200         2.9390372898         1.4348277491         4.0573369662         2.5481267010         3.2305579739
        4.0253970000         0.4025397000         2.9392987136         1.4475893834         4.0700963535         2.8805633221         3.2345272514
        4.0303925000         0.4030392500         2.9395631098         1.4475893834         4.0803038633         2.8805633221         3.2385412855
        4.0354592000         0.4035459200         2.9398312997         1.4399324028         4.0879594957         2.6811013494         3.2426125310
        4.0404557000         0.4040455700         2.9400957988         1.4373800759         4.0981670056         2.6146140252         3.2466273686
        4.0454660000         0.4045466000         2.9403610534         1.4552463639         4.1160301478         3.0800252948         3.2506532950
        4.0504447000         0.4050444700         2.9406246598         1.4526940371         4.1313414125         3.0135379706         3.2546538298
        4.0554023000         0.4055402300         2.9408871736         1.4475893834         4.1364451674         2.8805633221         3.2586374101
        4.0604172000         0.4060417200         2.9411527464         1.4399324028         4.1415489224         2.6811013494         3.2626670327
        4.0654191000         0.4065419100         2.9414176557         1.4552463639         4.1645158195         3.0800252948         3.2666862094
        4.0704388000         0.4070438800         2.9416835328         1.4526940371         4.1747233293         3.0135379706         3.2707196890
        4.0754434000         0.4075443400         2.9419486351         1.4450370565         4.1798270842         2.8140759979         3.2747410352
        4.0804042000         0.4080404200         2.9422114419         1.4526940371         4.1951383490         3.0135379706         3.2787271868
        4.0853907000         0.4085390700         2.9424756350         1.4552463639         4.2053458588         3.0800252948         3.2827339892
        4.0903916000         0.4090391600         2.9427406159         1.4475893834         4.2155533687         2.8805633221         3.2867523624
        4.0953968000         0.4095396800         2.9430058496         1.4577986908         4.2359683883         3.1465126190         3.2907741907
        4.1003946000         0.4100394600         2.9432707162         1.4475893834         4.2334165109         2.8805633221         3.2947900729
        4.1054157000         0.4105415700         2.9435368427         1.4577986908         4.2589352855         3.1465126190         3.2988246774
        4.1105045000         0.4110504500         2.9438065831         1.4577986908         4.2614871629         3.1465126190         3.3029136809
        4.1154012000         0.4115401200         2.9440661653         1.4475893834         4.2742465502         2.8805633221         3.3068483262
        4.1204585000         0.4120458500         2.9443342864         1.4526940371         4.2793503051         3.0135379706         3.3109120185
        4.1254097000         0.4125409700         2.9445968072         1.4552463639         4.3048690797         3.0800252948         3.3148904562
        4.1303968000         0.4130396800         2.9448612563         1.4526940371         4.3023172023         3.0135379706         3.3188977407
        4.1354555000         0.4135455500         2.9451295274         1.4501417102         4.3252840994         2.9470506463         3.3229625579
        4.1403937000         0.4140393700         2.9453914330         1.4577986908         4.3329397318         3.1465126190         3.3269305498
        4.1453889000         0.4145388900         2.9456563865         1.4424847297         4.3405953642         2.7475886737         3.3309443428
        4.1504155000         0.4150415500         2.9459230307         1.4552463639         4.3584585064         3.0800252948         3.3349833667
        4.1554376000         0.4155437600         2.9461894615         1.4552463639         4.3763216486         3.0800252948         3.3390187747
        4.1604003000         0.4160400300         2.9464527658         1.4501417102         4.3763216486         2.9470506463         3.3430064531
        4.1653957000         0.4165395700         2.9467178300         1.4475893834         4.3916329133         2.8805633221         3.3470204068
        4.1703936000         0.4170393600         2.9469830519         1.4680079982         4.4120479330         3.4124619159         3.3510363694
        4.1753891000         0.4175389100         2.9472481714         1.4526940371         4.4145998105         3.0135379706         3.3550504035
        4.1803997000         0.4180399700         2.9475141175         1.4526940371         4.4299110752         3.0135379706         3.3590765710
        4.1853903000         0.4185390300         2.9477790271         1.4680079982         4.4477742174         3.4124619159         3.3630866678
        4.1904548000         0.4190454800         2.9480478850         1.4450370565         4.4554298498         2.8140759979         3.3671561454
        4.1954273000         0.4195427300         2.9483118839         1.4552463639         4.4656373597         3.0800252948         3.3711516984
        4.2004673000         0.4200467300         2.9485794919         1.4475893834         4.4707411146         2.8805633221         3.3752014896
        4.2054398000         0.4205439800         2.9488435408         1.4577986908         4.4835005019         3.1465126190         3.3791970425
        4.2103917000         0.4210391700         2.9491065205         1.4577986908         4.5013636441         3.1465126190         3.3831760427
        4.2153937000         0.4215393700         2.9493721859         1.4475893834         4.5090192765         2.8805633221         3.3871952998
        4.2204202000         0.4220420200         2.9496391779         1.4577986908         4.5243305412         3.1465126190         3.3912342433
        4.2254106000         0.4225410600         2.9499042775         1.4680079982         4.5447455609         3.4124619159         3.3952441794
        4.2303927000         0.4230392700         2.9501689611         1.4475893834         4.5498493158         2.8805633221         3.3992474462
        4.2354586000         0.4235458600         2.9504381224         1.4603510177         4.5626087031         3.2129999433         3.4033180489
        4.2404246000         0.4240424600         2.9507020009         1.4526940371         4.5753680904         3.0135379706         3.4073083788
        4.2454370000         0.4245437000         2.9509683701         1.4552463639         4.5830237228         3.0800252948         3.4113359926
        4.2504261000         0.4250426100         2.9512335262         1.4603510177         4.5983349875         3.2129999433         3.4153448841
        4.2553892000         0.4255389200         2.9514973254         1.4552463639         4.6110943748         3.0800252948         3.4193328839
        4.2604542000         0.4260454200         2.9517665663         1.4680079982         4.6289575170         3.4124619159         3.4234027633
        4.2653872000         0.4265387200         2.9520288154         1.4577986908         4.6442687818         3.1465126190         3.4273665768
        4.2704268000         0.4270426800         2.9522967569         1.4603510177         4.6493725367         3.2129999433         3.4314160466
        4.2753844000         0.4275384400         2.9525603636         1.4577986908         4.6646838015         3.1465126190         3.4353996269
        4.2804171000         0.4280417100         2.9528279890         1.4577986908         4.6723394338         3.1465126190         3.4394435524
        4.2853972000         0.4285397200         2.9530928424         1.4577986908         4.6876506986         3.1465126190         3.4434452121
        4.2904135000         0.4290413500         2.9533596463         1.4552463639         4.6978582084         3.0800252948         3.4474759597
        4.2954439000         0.4295443900         2.9536272256         1.4654556714         4.7106175957         3.3459745917         3.4515180370
        4.3004525000         0.4300452500         2.9538936707         1.4654556714         4.7335844928         3.3459745917         3.4555425973
        4.3054569000         0.4305456900         2.9541599177         1.4577986908         4.7386882478         3.1465126190         3.4595637829
        4.3104103000         0.4310410300         2.9544234763         1.4552463639         4.7463438801         3.0800252948         3.4635439884
        4.3153962000         0.4315396200         2.9546887892         1.4577986908         4.7718626547         3.1465126190         3.4675503086
        4.3204110000         0.4320411000         2.9549556653         1.4731126519         4.7744145322         3.5454365644         3.4715798508
        4.3254214000         0.4325421400         2.9552223326         1.4680079982         4.7973814293         3.4124619159         3.4756058576
        4.3304587000         0.4330458700         2.9554904572         1.4654556714         4.8101408166         3.3459745917         3.4796534792
        4.3354314000         0.4335431400         2.9557551685         1.4680079982         4.8075889392         3.4124619159         3.4836491928
        4.3404370000         0.4340437000         2.9560216564         1.4475893834         4.8229002039         2.8805633221         3.4876713426
        4.3454364000         0.4345436400         2.9562878396         1.4705603251         4.8484189785         3.4789492402         3.4916885105
        4.3505521000         0.4350552100         2.9565602411         1.4629033445         4.8535227334         3.2794872675         3.4957991289
        4.3553937000         0.4355393700         2.9568180717         1.4552463639         4.8637302433         3.0800252948         3.4996894998
        4.3604537000         0.4360453700         2.9570875582         1.4629033445         4.8841452629         3.2794872675         3.5037553616
        4.3654721000         0.4365472100         2.9573548548         1.4731126519         4.8918008953         3.5454365644         3.5077877965
        4.3704691000         0.4370469100         2.9576210369         1.4654556714         4.9071121601         3.3459745917         3.5118030359
        4.3755974000         0.4375597400         2.9578942395         1.4680079982         4.9300790572         3.4124619159         3.5159237788
        4.3804376000         0.4380437600         2.9581521185         1.4680079982         4.9300790572         3.4124619159         3.5198130247
        4.3855378000         0.4385537800         2.9584238756         1.4680079982         4.9555978318         3.4124619159         3.5239111884
        4.3904680000         0.4390468000         2.9586865996         1.4654556714         4.9632534642         3.3459745917         3.5278727520
        4.3954399000         0.4395439900         2.9589515707         1.4577986908         4.9760128515         3.1465126190         3.5318678229
        4.4004246000         0.4400424600         2.9592172492         1.4680079982         4.9913241162         3.4124619159         3.5358731788
        4.4053950000         0.4405395000         2.9594821907         1.4552463639         4.9964278711         3.0800252948         3.5398670444
        4.4105350000         0.4410535000         2.9597561988         1.4782173056         5.0142910133         3.6784112128         3.5439971885
        4.4154427000         0.4415442700         2.9600178484         1.4680079982         5.0066353810         3.4124619159         3.5479406727
        4.4204261000         0.4420426100         2.9602835589         1.4577986908         4.9989797486         3.1465126190         3.5519449841
        4.4253911000         0.4425391100         2.9605483135         1.4680079982         5.0066353810         3.4124619159         3.5559345106
        4.4304012000         0.4430401200         2.9608154983         1.4577986908         5.0015316260         3.1465126190         3.5599602762
        4.4354366000         0.4435436600         2.9610840582         1.4680079982         4.9989797486         3.4124619159         3.5640063712
        4.4404749000         0.4440474900         2.9613527986         1.4731126519         5.0066353810         3.5454365644         3.5680547964
        4.4454712000         0.4445471200         2.9616193242         1.4680079982         5.0040835035         3.4124619159         3.5720694733
        4.4504209000         0.4450420900         2.9618833890         1.4705603251         5.0015316260         3.4789492402         3.5760467058
        4.4554755000         0.4455475500         2.9621530760         1.4577986908         1.1048147461         3.1465126190         3.5801082285
        4.4603859000         0.4460385900         2.9624150941         1.4731126519         1.1124703785         3.5454365644         3.5840538822
        4.4653939000         0.4465393900         2.9626823455         1.4782173056         1.1175741334         3.6784112128         3.5880779605
        4.4704189000         0.4470418900         2.9629505298         1.4629033445         1.1048147461         3.2794872675         3.5921156987
        4.4754474000         0.4475447400         2.9632189267         1.4756649788         0.0100593162         3.6119238886         3.5961562493
        4.4804292000         0.4480429200         2.9634848564         1.4654556714        -0.0027000711         3.3459745917         3.6001592751
        4.4854445000         0.4485444500         2.9637525999         1.4603510177        -0.0052519485         3.2129999433         3.6041892191
        4.4903922000         0.4490392200         2.9640167597         1.4731126519        -0.0052519485         3.5454365644         3.6081648445
        4.4954218000         0.4495421800         2.9642853178         1.4731126519         0.0024036839         3.5454365644         3.6122062790
        4.5003964000         0.4500396400         2.9645509646         1.4680079982         0.0024036839         3.4124619159         3.6162035193
        4.5054237000         0.4505423700         2.9648194513         1.4756649788         0.0024036839         3.6119238886         3.6202431057
        4.5103914000         0.4510391400         2.9650847804         1.4731126519         0.0024036839         3.5454365644         3.6242348016
        4.5153913000         0.4515391300         2.9653518547         1.4680079982        -0.0001481936         3.4124619159         3.6282523713
        4.5203944000         0.4520394400         2.9656191256         1.4756649788        -0.0001481936         3.6119238886         3.6322725122
        4.5253909000         0.4525390900         2.9658860695         1.4731126519         0.0177149486         3.5454365644         3.6362873499
        4.5304373000         0.4530437300         2.9661557052         1.4807696325         0.0355780908         3.7448985371         3.6403422837
        4.5353860000         0.4535386000         2.9664201461         1.4782173056         0.0432337232         3.6784112128         3.6443187126
        4.5405143000         0.4540514300         2.9666942105         1.4756649788         0.0636487429         3.6119238886         3.6484394555
        4.5453869000         0.4545386900         2.9669546349         1.4858742862         0.0789600076         3.8778731855         3.6523547358
        4.5507292000         0.4550729200         2.9672401912         1.4782173056         0.0968231498         3.6784112128         3.6566474341
        4.5554051000         0.4555405100         2.9674901511         1.4807696325         0.1095825371         3.7448985371         3.6604046600
        4.5605499000         0.4560549900         2.9677652029         1.4705603251         0.1095825371         3.4789492402         3.6645386612
        4.5655176000         0.4565517600         2.9680308123         1.4807696325         0.1376531892         3.7448985371         3.6685303571
        4.5705701000         0.4570570100         2.9683009817         1.4807696325         0.1529644539         3.7448985371         3.6725901924
        4.5753964000         0.4575396400         2.9685590801         1.4756649788         0.1631719638         3.6119238886         3.6764682693
        4.5804605000         0.4580460500         2.9688299212         1.4756649788         0.1759313511         3.6119238886         3.6805374256
        4.5853989000         0.4585398900         2.9690940648         1.4629033445         0.1835869834         3.2794872675         3.6845055781
        4.5903903000         0.4590390300         2.9693610688         1.4756649788         0.2091057580         3.6119238886         3.6885163178
        4.5953947000         0.4595394700         2.9696287938         1.4705603251         0.2091057580         3.4789492402         3.6925375033
        4.6004173000         0.4600417300         2.9698975183         1.4731126519         0.2320726552         3.5454365644         3.6965733131
        4.6054956000         0.4605495600         2.9701692494         1.4756649788         0.2448320425         3.6119238886         3.7006538795
        4.6103858000         0.4610385800         2.9704309405         1.4680079982         0.2575914298         3.4124619159         3.7045833019
        4.6154140000         0.4615414000         2.9707000422         1.4654556714         0.2729026945         3.3459745917         3.7086236114
        4.6203938000         0.4620393800         2.9709665792         1.4705603251         0.2856620818         3.4789492402         3.7126250301
        4.6253869000         0.4625386900         2.9712338537         1.4731126519         0.3009733466         3.5454365644         3.7166371358
        4.6304098000         0.4630409800         2.9715027492         1.4603510177         0.3086289789         3.2129999433         3.7206731866
        4.6353867000         0.4635386700         2.9717692078         1.4807696325         0.3315958761         3.7448985371         3.7246722751
        4.6404024000         0.4640402400         2.9720377695         1.4756649788         0.3443552634         3.6119238886         3.7287025405
        4.6453866000         0.4645386600         2.9723046702         1.4756649788         0.3520108957         3.6119238886         3.7327074947
        4.6504421000         0.4650442100         2.9725754151         1.4782173056         0.3673221605         3.6784112128         3.7367697406
        4.6554643000         0.4655464300         2.9728444028         1.4654556714         0.3749777929         3.3459745917         3.7408052290
        4.6604373000         0.4660437300         2.9731107809         1.4680079982         0.3902890576         3.4124619159         3.7448011837
        4.6654416000         0.4665441600         2.9733788613         1.4756649788         0.4081521998         3.6119238886         3.7488222889
        4.6703949000         0.4670394900         2.9736442352         1.4731126519         0.4285672195         3.5454365644         3.7528024140
        4.6753881000         0.4675388100         2.9739117722         1.4782173056         0.4438784843         3.6784112128         3.7568146000
        4.6805588000         0.4680558800         2.9741888469         1.4705603251         0.4438784843         3.4789492402         3.7609694126
        4.6854898000         0.4685489800         2.9744531029         1.4731126519         0.4642935039         3.5454365644         3.7649316190
        4.6904013000         0.4690401300         2.9747163388         1.4680079982         0.4796047687         3.4124619159         3.7688781566
        4.6954156000         0.4695415600         2.9749851101         1.4807696325         0.4949160334         3.7448985371         3.7729072971
        4.7004748000         0.4700474800         2.9752563143         1.4680079982         0.5076754207         3.4124619159         3.7769725160
        4.7054055000         0.4705405500         2.9755206557         1.4731126519         0.5255385629         3.5454365644         3.7809344814
        4.7104007000         0.4710400700         2.9757884806         1.4833219594         0.5408498277         3.8113858613         3.7849482745
        4.7154895000         0.4715489500         2.9760613505         1.4782173056         0.5561610925         3.6784112128         3.7890372779
        4.7204883000         0.4720488300         2.9763294206         1.4756649788         0.5638167248         3.6119238886         3.7930539637
        4.7254726000         0.4725472600         2.9765967388         1.4731126519         0.5689204797         3.5454365644         3.7970589983
        4.7304906000         0.4730490600         2.9768658904         1.4705603251         0.5944392543         3.4789492402         3.8010911118
        4.7353967000         0.4735396700         2.9771290652         1.4782173056         0.6046467642         3.6784112128         3.8050333104
        4.7404344000         0.4740434400         2.9773993252         1.4705603251         0.6199580289         3.4789492402         3.8090812534
        4.7454525000         0.4745452500         2.9776685599         1.4680079982         0.6276136613         3.4124619159         3.8131134473
        4.7503964000         0.4750396400         2.9779338391         1.4680079982         0.6480286810         3.4124619159         3.8170860193
        4.7553944000         0.4755394400         2.9782020470         1.4807696325         0.6607880683         3.7448985371         3.8211020622
        4.7604450000         0.4760445000         2.9784731038         1.4680079982         0.6735474556         3.4124619159         3.8251603709
        4.7653971000         0.4765397100         2.9787389000         1.4705603251         0.6837549654         3.4789492402         3.8291395318
        4.7704857000         0.4770485700         2.9790120491         1.4833219594         0.7092737400         3.8113858613         3.8332283745
        4.7754115000         0.4775411500         2.9792764849         1.4756649788         0.7194812498         3.6119238886         3.8371864026
        4.7804142000         0.4780414200         2.9795450748         1.4705603251         0.7245850047         3.4789492402         3.8412062221
        4.7853980000         0.4785398000         2.9798126758         1.4858742862         0.7526556568         3.8778731855         3.8452108549
        4.7904339000         0.4790433900         2.9800831005         1.4782173056         0.7577594117         3.6784112128         3.8492573517
        4.7953858000         0.4795385800         2.9803490401         1.4807696325         0.7781744314         3.7448985371         3.8532363519
        4.8003981000         0.4800398100         2.9806182495         1.4705603251         0.7807263088         3.4789492402         3.8572638853
        4.8053850000         0.4805385000         2.9808861205         1.4782173056         0.8087969609         3.6784112128         3.8612710091
        4.8104496000         0.4810449600         2.9811581916         1.4782173056         0.8215563482         3.6784112128         3.8653405671
        4.8153932000         0.4815393200         2.9814237884         1.4833219594         0.8292119806         3.8113858613         3.8693128980
        4.8203887000         0.4820388700         2.9816921993         1.4705603251         0.8445232453         3.4789492402         3.8733269321
        4.8253871000         0.4825387100         2.9819607920         1.4858742862         0.8598345101         3.8778731855         3.8773432965
        4.8303970000         0.4830397000         2.9822300288         1.4782173056         0.8802495297         3.6784112128         3.8813689014
        4.8353891000         0.4835389100         2.9824983350         1.4680079982         0.8802495297         3.4124619159         3.8853802035
        4.8404084000         0.4840408400         2.9827681292         1.4782173056         0.9006645494         3.6784112128         3.8894133617
        4.8453899000         0.4845389900         2.9830359177         1.4731126519         0.9083201818         3.5454365644         3.8934161463
        4.8504560000         0.4850456000         2.9833082804         1.4705603251         0.9287352015         3.4789492402         3.8974869097
        4.8553870000         0.4855387000         2.9835734056         1.4884266131         0.9414945888         3.9443605097         3.9014491161
        4.8604548000         0.4860454800         2.9838459126         1.4731126519         0.9517020986         3.5454365644         3.9055212454
        4.8654473000         0.4865447300         2.9841143967         1.4833219594         0.9797727506         3.8113858613         3.9095328690
        4.8704367000         0.4870436700         2.9843827401         1.4756649788         0.9797727506         3.6119238886         3.9135420016
        4.8754399000         0.4875439900         2.9846518518         1.4807696325         1.0103952802         3.7448985371         3.9175622228
        4.8804713000         0.4880471300         2.9849225067         1.4731126519         1.0103952802         3.5454365644         3.9216051037
        4.8855051000         0.4885505100         2.9851933171         1.4833219594         1.0282584224         3.8113858613         3.9256499130
        4.8904875000         0.4890487500         2.9854613884         1.4705603251         1.0461215646         3.4789492402         3.9296534209
        4.8955747000         0.4895574700         2.9857351250         1.4705603251         1.0512253195         3.4789492402         3.9337411387
        4.9005678000         0.4900567800         2.9860038245         1.4960835936         1.0792959716         4.1438224824         3.9377532443
        4.9054497000         0.4905449700         2.9862665651         1.4654556714         1.0843997265         3.3459745917         3.9416759974
        4.9105614000         0.4910561400         2.9865417001         1.4782173056         1.1022628687         3.6784112128         3.9457834017
        4.9154425000         0.4915442500         2.9868044487         1.4782173056         1.1150222560         3.6784112128         3.9497055120
        4.9204489000         0.4920448900         2.9870739680         1.4833219594         1.1303335207         3.8113858613         3.9537283046
        4.9254437000         0.4925443700         2.9873428890         1.4807696325         1.1430929080         3.7448985371         3.9577417763
        4.9304468000         0.4930446800         2.9876122831         1.4756649788         1.1558522953         3.6119238886         3.9617619172
        4.9354407000         0.4935440700         2.9878812079         1.4807696325         1.1788191925         3.7448985371         3.9657746657
        4.9404414000         0.4940441400         2.9881505252         1.4782173056         1.1839229474         3.6784112128         3.9697928781
        4.9454486000         0.4945448600         2.9884202187         1.4756649788         1.1915785797         3.6119238886         3.9738163136
        4.9506008000         0.4950600800         2.9886977495         1.4884266131         1.2196492318         3.9443605097         3.9779562608
        4.9554524000         0.4955452400         2.9889591135         1.4782173056         1.2273048642         3.6784112128         3.9818546670
        4.9603971000         0.4960397100         2.9892255184         1.4782173056         1.2324086191         3.6784112128         3.9858278818
        4.9653963000         0.4965396300         2.9894948856         1.4731126519         1.2553755162         3.5454365644         3.9898448889
        4.9704459000         0.4970445900         2.9897669952         1.5037405742         1.2757905359         4.3432844551         3.9939023940
        4.9754674000         0.4975467400         2.9900376170         1.4782173056         1.2834461683         3.6784112128         3.9979373199
        4.9804488000         0.4980448800         2.9903061039         1.4782173056         1.2962055556         3.6784112128         4.0019400243
        4.9854486000         0.4985448600         2.9905756088         1.4884266131         1.3191724527         3.9443605097         4.0059575136
