% f = 2.00 Hz  gain = 5.9460 (15.48 dB)  phase = -28.41 deg
Time[s]              Vcmd[V]              Vc[V]                Omega[rad/s]
        0.0000000000         0.0000000000         2.5000000000         0.2366948742
        0.0050000000         0.0282557338         2.5000000000         0.0372329016
        0.0100000000         0.0563999551         2.5000000000        -0.0292544227
        0.0150000000         0.0843215916         2.7626979905        -0.1622290711
        0.0200000000         0.1119104492         2.7767780395         0.2366948742
        0.0250000000         0.1390576475         2.7906968452        -0.0292544227
        0.0300000000         0.1656560487         2.8043968552        -0.0292544227
        0.0350000000         0.1916006812         2.8178206263        -0.0292544227
        0.0400000000         0.2167891533         2.8309110895        -0.3616910438
        0.0450000000         0.2411220577         2.8436118295        -0.0292544227
        0.0500000000         0.2645033635         2.8558673735         0.1702075500
        0.0550000000         0.2868407954         2.8676234908         0.5691314954
        0.0600000000         0.3080461977         2.8788274985         2.2313146010
        0.0650000000         0.3280358823         2.8894285724         0.9680554407
        0.0700000000         0.3467309592         2.8993780600         1.3004920619
        0.0750000000         0.3640576475         2.9086297912         1.2340047376
        0.0800000000         0.3799475665         2.9171403856         1.6329286830
        0.0850000000         0.3943380060         2.9248695498         1.6994160072
        0.0900000000         0.4071721736         2.9317803635         1.8988779799
        0.0950000000         0.4183994186         2.9378395485         2.0318526284
        0.1000000000         0.4279754323         2.9430177178         1.8323906557
        0.1050000000         0.4358624225         2.9472896000         1.9653653041
        0.1100000000         0.4420292628         2.9506342372         2.2313146010
        0.1150000000         0.4464516156         2.9530351505         2.4307765737
        0.1200000000         0.4491120278         2.9544804726         2.0318526284
        0.1250000000         0.4500000000         2.9549630443         2.0983399526
        0.1300000000         0.4491120278         2.9544804726         2.2313146010
        0.1350000000         0.4464516156         2.9530351505         2.4307765737
        0.1400000000         0.4420292628         2.9506342372         2.4972638980
        0.1450000000         0.4358624225         2.9472896000         2.4972638980
        0.1500000000         0.4279754323         2.9430177178         2.6302385464
        0.1550000000         0.4183994186         2.9378395485         2.4307765737
        0.1600000000         0.4071721736         2.9317803635         2.4972638980
        0.1650000000         0.3943380060         2.9248695498         2.6967258706
        0.1700000000         0.3799475665         2.9171403856         2.4972638980
        0.1750000000         0.3640576475         2.9086297912         2.6967258706
        0.1800000000         0.3467309592         2.8993780600         2.5637512222
        0.1850000000         0.3280358823         2.8894285724         2.6967258706
        0.1900000000         0.3080461977         2.8788274985         2.6302385464
        0.1950000000         0.2868407954         2.8676234908         2.8961878433
        0.2000000000         0.2645033635         2.8558673735         2.4307765737
        0.2050000000         0.2411220577         2.8436118295         2.7632131949
        0.2100000000         0.2167891533         2.8309110895         2.6967258706
        0.2150000000         0.1916006812         2.8178206263         2.2978019253
        0.2200000000         0.1656560487         2.8043968552         2.2978019253
        0.2250000000         0.1390576475         2.7906968452         2.4307765737
        0.2300000000         0.1119104492         2.7767780395         2.0318526284
        0.2350000000         0.0843215916         2.7626979905         2.0318526284
        0.2400000000         0.0563999551         2.5000000000         2.1648272768
        0.2450000000         0.0282557338         2.5000000000         1.8323906557
        0.2500000000         0.0000000000         2.5000000000         1.7659033315
        0.2550000000        -0.0282557338         2.5000000000         1.6994160072
        0.2600000000        -0.0563999551         2.5000000000         1.7659033315
        0.2650000000        -0.0843215916         2.2368001703         1.2340047376
        0.2700000000        -0.1119104492         2.2222666953         0.7021061438
        0.2750000000        -0.1390576475         2.2079014512        -0.2287163953
        0.2800000000        -0.1656560487         2.1937637867        -0.0957417469
        0.2850000000        -0.1916006812         2.1799129084         0.1037202258
        0.2900000000        -0.2167891533         2.1664076062        -0.0292544227
        0.2950000000        -0.2411220577         2.1533059678        -0.0292544227
        0.3000000000        -0.2645033635         2.1406650812        -0.0957417469
        0.3050000000        -0.2868407954         2.1285407287        -0.0292544227
        0.3100000000        -0.3080461977         2.1169870742        -0.6276403407
        0.3150000000        -0.3280358823         2.1060563458        -2.2233361221
        0.3200000000        -0.3467309592         2.0957985173        -1.0265642861
        0.3250000000        -0.3640576475         2.0862609917        -1.3590009072
        0.3300000000        -0.3799475665         2.0774882900        -1.4919755556
        0.3350000000        -0.3943380060         2.0695217484        -1.8244121768
        0.3400000000        -0.4071721736         2.0623992296        -1.7579248526
        0.3450000000        -0.4183994186         2.0561548499        -1.9573868252
        0.3500000000        -0.4279754323         2.0508187278        -1.4919755556
        0.3550000000        -0.4358624225         2.0464167568        -2.2898234464
        0.3600000000        -0.4420292628         2.0429704065        -2.0903614737
        0.3650000000        -0.4464516156         2.0404965550        -2.2233361221
        0.3700000000        -0.4491120278         2.0390073553        -2.1568487979
        0.3750000000        -0.4500000000         2.0385101387        -2.1568487979
        0.3800000000        -0.4491120278         2.0390073553        -2.1568487979
        0.3850000000        -0.4464516156         2.0404965550        -2.1568487979
        0.3900000000        -0.4420292628         2.0429704065        -2.2898234464
        0.3950000000        -0.4358624225         2.0464167568        -2.3563107706
        0.4000000000        -0.4279754323         2.0508187278        -2.6222600675
        0.4050000000        -0.4183994186         2.0561548499        -2.3563107706
        0.4100000000        -0.4071721736         2.0623992296        -2.8217220402
        0.4150000000        -0.3943380060         2.0695217484        -2.4227980948
        0.4200000000        -0.3799475665         2.0774882900        -2.6887473917
        0.4250000000        -0.3640576475         2.0862609917        -2.3563107706
        0.4300000000        -0.3467309592         2.0957985173        -2.3563107706
        0.4350000000        -0.3280358823         2.1060563458        -2.1568487979
        0.4400000000        -0.3080461977         2.1169870742        -2.6222600675
        0.4450000000        -0.2868407954         2.1285407287        -2.5557727433
        0.4500000000        -0.2645033635         2.1406650812        -2.4892854190
        0.4550000000        -0.2411220577         2.1533059678        -2.4227980948
        0.4600000000        -0.2167891533         2.1664076062        -2.0903614737
        0.4650000000        -0.1916006812         2.1799129084        -2.2898234464
        0.4700000000        -0.1656560487         2.1937637867        -2.0903614737
        0.4750000000        -0.1390576475         2.2079014512        -2.0903614737
        0.4800000000        -0.1119104492         2.2222666953        -2.0903614737
        0.4850000000        -0.0843215916         2.2368001703        -2.0238741495
        0.4900000000        -0.0563999551         2.5000000000        -1.9573868252
        0.4950000000        -0.0282557338         2.5000000000        -1.8244121768
        0.5000000000        -0.0000000000         2.5000000000        -1.3590009072
        0.5050000000         0.0282557338         2.5000000000        -1.3590009072
        0.5100000000         0.0563999551         2.5000000000        -0.9600769618
        0.5150000000         0.0843215916         2.7626979905        -0.8271023134
        0.5200000000         0.1119104492         2.7767780395        -0.4281783680
        0.5250000000         0.1390576475         2.7906968452         0.3696695227
        0.5300000000         0.1656560487         2.8043968552         0.1037202258
        0.5350000000         0.1916006812         2.8178206263        -0.0957417469
        0.5400000000         0.2167891533         2.8309110895         0.1702075500
        0.5450000000         0.2411220577         2.8436118295        -0.0957417469
        0.5500000000         0.2645033635         2.8558673735        -0.1622290711
        0.5550000000         0.2868407954         2.8676234908         0.3696695227
        0.5600000000         0.3080461977         2.8788274985         0.1702075500
        0.5650000000         0.3280358823         2.8894285724         2.0983399526
        0.5700000000         0.3467309592         2.8993780600         1.1010300892
        0.5750000000         0.3640576475         2.9086297912         1.4334667103
        0.5800000000         0.3799475665         2.9171403856         2.0983399526
        0.5850000000         0.3943380060         2.9248695498         1.6994160072
        0.5900000000         0.4071721736         2.9317803635         1.4999540346
        0.5950000000         0.4183994186         2.9378395485         1.8323906557
        0.6000000000         0.4279754323         2.9430177178         2.0318526284
        0.6050000000         0.4358624225         2.9472896000         1.8323906557
        0.6100000000         0.4420292628         2.9506342372         1.9653653041
        0.6150000000         0.4464516156         2.9530351505         2.0318526284
        0.6200000000         0.4491120278         2.9544804726         2.2978019253
        0.6250000000         0.4500000000         2.9549630443         2.2978019253
        0.6300000000         0.4491120278         2.9544804726         2.2978019253
        0.6350000000         0.4464516156         2.9530351505         2.0983399526
        0.6400000000         0.4420292628         2.9506342372         2.3642892495
        0.6450000000         0.4358624225         2.9472896000         2.3642892495
        0.6500000000         0.4279754323         2.9430177178         2.2978019253
        0.6550000000         0.4183994186         2.9378395485         2.6302385464
        0.6600000000         0.4071721736         2.9317803635         2.1648272768
        0.6650000000         0.3943380060         2.9248695498         2.5637512222
        0.6700000000         0.3799475665         2.9171403856         2.5637512222
        0.6750000000         0.3640576475         2.9086297912         2.5637512222
        0.6800000000         0.3467309592         2.8993780600         2.2313146010
        0.6850000000         0.3280358823         2.8894285724         2.2313146010
        0.6900000000         0.3080461977         2.8788274985         2.6302385464
        0.6950000000         0.2868407954         2.8676234908         2.1648272768
        0.7000000000         0.2645033635         2.8558673735         2.4972638980
        0.7050000000         0.2411220577         2.8436118295         2.5637512222
        0.7100000000         0.2167891533         2.8309110895         2.5637512222
        0.7150000000         0.1916006812         2.8178206263         2.2978019253
        0.7200000000         0.1656560487         2.8043968552         2.0983399526
        0.7250000000         0.1390576475         2.7906968452         2.3642892495
        0.7300000000         0.1119104492         2.7767780395         2.2313146010
        0.7350000000         0.0843215916         2.7626979905         2.3642892495
        0.7400000000         0.0563999551         2.5000000000         1.8323906557
        0.7450000000         0.0282557338         2.5000000000         1.8988779799
        0.7500000000         0.0000000000         2.5000000000         1.5664413588
        0.7550000000        -0.0282557338         2.5000000000         1.5664413588
        0.7600000000        -0.0563999551         2.5000000000         1.3669793861
        0.7650000000        -0.0843215916         2.2368001703         1.1675174134
        0.7700000000        -0.1119104492         2.2222666953         0.8350807923
        0.7750000000        -0.1390576475         2.2079014512         0.2366948742
        0.7800000000        -0.1656560487         2.1937637867        -0.2952037196
        0.7850000000        -0.1916006812         2.1799129084         0.0372329016
        0.7900000000        -0.2167891533         2.1664076062         0.0372329016
        0.7950000000        -0.2411220577         2.1533059678        -0.1622290711
        0.8000000000        -0.2645033635         2.1406650812        -0.0292544227
        0.8050000000        -0.2868407954         2.1285407287         0.1037202258
        0.8100000000        -0.3080461977         2.1169870742        -0.5611530165
        0.8150000000        -0.3280358823         2.1060563458        -1.8244121768
        0.8200000000        -0.3467309592         2.0957985173        -1.2260262587
        0.8250000000        -0.3640576475         2.0862609917        -1.2925135830
        0.8300000000        -0.3799475665         2.0774882900        -1.6914375283
        0.8350000000        -0.3943380060         2.0695217484        -1.8244121768
        0.8400000000        -0.4071721736         2.0623992296        -1.5584628799
        0.8450000000        -0.4183994186         2.0561548499        -1.7579248526
        0.8500000000        -0.4279754323         2.0508187278        -1.5584628799
        0.8550000000        -0.4358624225         2.0464167568        -1.8244121768
        0.8600000000        -0.4420292628         2.0429704065        -2.4892854190
        0.8650000000        -0.4464516156         2.0404965550        -1.8908995010
        0.8700000000        -0.4491120278         2.0390073553        -2.0238741495
        0.8750000000        -0.4500000000         2.0385101387        -2.1568487979
        0.8800000000        -0.4491120278         2.0390073553        -2.2233361221
        0.8850000000        -0.4464516156         2.0404965550        -2.5557727433
        0.8900000000        -0.4420292628         2.0429704065        -2.4227980948
        0.8950000000        -0.4358624225         2.0464167568        -2.3563107706
        0.9000000000        -0.4279754323         2.0508187278        -2.4892854190
        0.9050000000        -0.4183994186         2.0561548499        -2.4892854190
        0.9100000000        -0.4071721736         2.0623992296        -2.4892854190
        0.9150000000        -0.3943380060         2.0695217484        -2.4227980948
        0.9200000000        -0.3799475665         2.0774882900        -2.4227980948
        0.9250000000        -0.3640576475         2.0862609917        -2.4892854190
        0.9300000000        -0.3467309592         2.0957985173        -2.4892854190
        0.9350000000        -0.3280358823         2.1060563458        -2.2233361221
        0.9400000000        -0.3080461977         2.1169870742        -2.2898234464
        0.9450000000        -0.2868407954         2.1285407287        -2.4892854190
        0.9500000000        -0.2645033635         2.1406650812        -2.3563107706
        0.9550000000        -0.2411220577         2.1533059678        -2.3563107706
        0.9600000000        -0.2167891533         2.1664076062        -2.4227980948
        0.9650000000        -0.1916006812         2.1799129084        -2.2898234464
        0.9700000000        -0.1656560487         2.1937637867        -2.0903614737
        0.9750000000        -0.1390576475         2.2079014512        -2.2898234464
        0.9800000000        -0.1119104492         2.2222666953        -2.1568487979
        0.9850000000        -0.0843215916         2.2368001703        -1.8908995010
