% f = 0.20 Hz  gain = 7.6967 (17.73 dB)  phase = -5.60 deg
Time[s]              Vcmd[V]              Vc[V]                Omega[rad/s]
        0.0000000000         0.0000000000         2.5000000000         0.1702075500
        0.0050000000         0.0028274148         2.5000000000        -0.0292544227
        0.0100000000         0.0056547179         2.5000000000        -0.0292544227
        0.0150000000         0.0084817979         2.5000000000         0.2366948742
        0.0200000000         0.0113085429         2.5000000000        -0.1622290711
        0.0250000000         0.0141348416         2.5000000000        -0.0292544227
        0.0300000000         0.0169605822         2.5000000000         0.0372329016
        0.0350000000         0.0197856532         2.5000000000        -0.0292544227
        0.0400000000         0.0226099432         2.5000000000         0.0372329016
        0.0450000000         0.0254333405         2.5000000000        -0.2287163953
        0.0500000000         0.0282557338         2.5000000000        -0.1622290711
        0.0550000000         0.0310770116         2.5000000000        -0.0292544227
        0.0600000000         0.0338970625         2.5000000000        -0.1622290711
        0.0650000000         0.0367157752         2.5000000000        -0.1622290711
        0.0700000000         0.0395330384         2.5000000000         0.1702075500
        0.0750000000         0.0423487410         2.5000000000         0.0372329016
        0.0800000000         0.0451627717         2.5000000000         0.1702075500
        0.0850000000         0.0479750194         2.5000000000        -0.1622290711
        0.0900000000         0.0507853732         2.5000000000         0.0372329016
        0.0950000000         0.0535937220         2.5000000000        -0.0292544227
        0.1000000000         0.0563999551         2.5000000000        -0.0292544227
        0.1050000000         0.0592039616         2.5000000000         0.1702075500
        0.1100000000         0.0620056308         2.7513564455        -0.1622290711
        0.1150000000         0.0648048521         2.7527767716         0.0372329016
        0.1200000000         0.0676015151         2.7541964594         0.1037202258
        0.1250000000         0.0703955093         2.7556154521        -0.0292544227
        0.1300000000         0.0731867243         2.7570336926         0.2366948742
        0.1350000000         0.0759750501         2.7584511239        -0.0292544227
        0.1400000000         0.0787603765         2.7598676887        -0.1622290711
        0.1450000000         0.0815425936         2.7612833300         0.1037202258
        0.1500000000         0.0843215916         2.7626979905        -0.0957417469
        0.1550000000         0.0870972606         2.7641116130         0.5026441712
        0.1600000000         0.0898694912         2.7655241402         1.2340047376
        0.1650000000         0.0926381739         2.7669355146         0.7021061438
        0.1700000000         0.0954031995         2.7683456791         0.7685934681
        0.1750000000         0.0981644586         2.7697545762         0.7685934681
        0.1800000000         0.1009218424         2.7711621484         0.8350807923
        0.1850000000         0.1036752420         2.7725683383         1.1010300892
        0.1900000000         0.1064245487         2.7739730885         0.7685934681
        0.1950000000         0.1091696539         2.7753763414         1.0345427650
        0.2000000000         0.1119104492         2.7767780395         1.1010300892
        0.2050000000         0.1146468266         2.7781781253         0.9680554407
        0.2100000000         0.1173786778         2.7795765413         1.2340047376
        0.2150000000         0.1201058952         2.7809732298         1.3004920619
        0.2200000000         0.1228283710         2.7823681333         1.0345427650
        0.2250000000         0.1255459977         2.7837611943         1.2340047376
        0.2300000000         0.1282586681         2.7851523551         1.3004920619
        0.2350000000         0.1309662751         2.7865415582         1.1010300892
        0.2400000000         0.1336687117         2.7879287459         1.0345427650
        0.2450000000         0.1363658713         2.7893138608         1.1675174134
        0.2500000000         0.1390576475         2.7906968452         1.1675174134
        0.2550000000         0.1417439338         2.7920776415         1.1675174134
        0.2600000000         0.1444246244         2.7934561922         0.9680554407
