% f = 2.0 Hz  gain = 7.0099 (16.91 dB)  phase = -30.53 deg
Time[s]              Vcmd[V]              Vc[V]                Omega[rad/s]
        1.2800000000        -0.3681245527         2.0840180670         0.6296349604
        1.2850000000        -0.4257792916         2.0520433282        -0.2347002545
        1.2900000000        -0.4817536741         2.0206758563        -0.1017256061
        1.2950000000        -0.5358267950         1.9900605320        -1.0325481452
        1.3000000000        -0.5877852523         1.9603434247        -2.4287819540
        1.3050000000        -0.6374239897         1.9316709524        -1.5644467391
        1.3100000000        -0.6845471059         1.9041889348        -2.0298580086
        1.3150000000        -0.7289686274         1.8780415382        -2.8941932236
        1.3200000000        -0.7705132428         1.8533701190        -2.3622946298
        1.3250000000        -0.8090169944         1.8303119743        -3.1601425205
        1.3300000000        -0.8443279255         1.8089990149        -2.8941932236
        1.3350000000        -0.8763066800         1.7895563810        -3.3596044932
        1.3400000000        -0.9048270525         1.7721010271        -3.5590664659
        1.3450000000        -0.9297764859         1.7567403054        -3.7585284385
        1.3500000000        -0.9510565163         1.7435705858        -3.6255537901
        1.3550000000        -0.9685831611         1.7326759472        -4.3569143566
        1.3600000000        -0.9822872507         1.7241269842        -4.2904270323
        1.3650000000        -0.9921147013         1.7179797644        -4.2904270323
        1.3700000000        -0.9980267284         1.7142749751        -4.5563763293
        1.3750000000        -1.0000000000         1.7130372892        -4.5563763293
        1.3800000000        -0.9980267284         1.7142749751        -5.1547622473
        1.3850000000        -0.9921147013         1.7179797644        -4.8223256262
        1.3900000000        -0.9822872507         1.7241269842        -4.9553002746
        1.3950000000        -0.9685831611         1.7326759472        -5.1547622473
        1.4000000000        -0.9510565163         1.7435705858        -5.2212495715
        1.4050000000        -0.9297764859         1.7567403054        -5.1547622473
        1.4100000000        -0.9048270525         1.7721010271        -5.1547622473
        1.4150000000        -0.8763066800         1.7895563810        -5.6866608411
        1.4200000000        -0.8443279255         1.8089990149        -5.0217875988
        1.4250000000        -0.8090169944         1.8303119743        -5.4871988684
        1.4300000000        -0.7705132428         1.8533701190        -4.8888129504
        1.4350000000        -0.7289686274         1.8780415382        -5.4207115442
        1.4400000000        -0.6845471059         1.9041889348        -5.2212495715
        1.4450000000        -0.6374239897         1.9316709524        -5.2877368957
        1.4500000000        -0.5877852523         1.9603434247        -5.2212495715
        1.4550000000        -0.5358267950         1.9900605320        -4.9553002746
        1.4600000000        -0.4817536741         2.0206758563        -4.8888129504
        1.4650000000        -0.4257792916         2.0520433282        -4.6228636535
        1.4700000000        -0.3681245527         2.0840180670        -4.9553002746
        1.4750000000        -0.3090169944         2.1164571127        -4.5563763293
        1.4800000000        -0.2486898872         2.1492200585        -4.7558383019
        1.4850000000        -0.1873813146         2.1821695872        -4.4898890050
        1.4900000000        -0.1253332336         2.2151719203        -4.2904270323
        1.4950000000        -0.0627905195         2.2480971885        -4.7558383019
        1.5000000000        -0.0000000000         2.5000000000        -4.0909650597
        1.5050000000         0.0627905195         2.7517546318        -3.8250157628
        1.5100000000         0.1253332336         2.7836521078        -3.4260918174
        1.5150000000         0.1873813146         2.8156334211        -2.4952692782
        1.5200000000         0.2486898872         2.8475730271        -1.5644467391
        1.5250000000         0.3090169944         2.8793414515        -1.0325481452
        1.5300000000         0.3681245527         2.9108056324        -0.1682129303
        1.5350000000         0.4257792916         2.9418293414         0.2307110151
        1.5400000000         0.4817536741         2.9722736910         0.0312490424
        1.5450000000         0.5358267950         3.0019977367        -0.1017256061
        1.5500000000         0.5877852523         3.0308591817         0.3636856635
        1.5550000000         0.6374239897         3.0587151888         2.6242546872
        1.5600000000         0.6845471059         3.0854233029         1.4274828511
        1.5650000000         0.7289686274         3.1108424843         2.0923560934
        1.5700000000         0.7705132428         3.1348342480         3.0231786326
        1.5750000000         0.8090169944         3.1572639000         2.8237166599
        1.5800000000         0.8443279255         3.1780018565         3.3556152537
        1.5850000000         0.8763066800         3.1969250269         3.5550772264
        1.5900000000         0.9048270525         3.2139182322         3.2891279295
        1.5950000000         0.9297764859         3.2288756300         3.6215645506
        1.6000000000         0.9510565163         3.2417021085         3.9540011718
        1.6050000000         0.9685831611         3.2523146097         3.9540011718
        1.6100000000         0.9822872507         3.2606433421         4.4858997656
        1.6150000000         0.9921147013         3.2666328401         4.4194124413
        1.6200000000         0.9980267284         3.2702428333         4.6188744140
        1.6250000000         1.0000000000         3.2714488936         5.0842856836
        1.6300000000         0.9980267284         3.2702428333         4.6853617383
        1.6350000000         0.9921147013         3.2666328401         4.5523870898
        1.6400000000         0.9822872507         3.2606433421         5.0842856836
        1.6450000000         0.9685831611         3.2523146097         5.2837476563
        1.6500000000         0.9510565163         3.2417021085         5.2837476563
        1.6550000000         0.9297764859         3.2288756300         5.9486208986
        1.6600000000         0.9048270525         3.2139182322         5.3502349805
        1.6650000000         0.8763066800         3.1969250269         5.6161842774
        1.6700000000         0.8443279255         3.1780018565         5.3502349805
        1.6750000000         0.8090169944         3.1572639000         5.5496969532
        1.6800000000         0.7705132428         3.1348342480         5.2172603321
        1.6850000000         0.7289686274         3.1108424843         5.5496969532
        1.6900000000         0.6845471059         3.0854233029         5.3502349805
        1.6950000000         0.6374239897         3.0587151888         5.3502349805
        1.7000000000         0.5877852523         3.0308591817         5.3502349805
        1.7050000000         0.5358267950         3.0019977367         5.2837476563
        1.7100000000         0.4817536741         2.9722736910         5.0842856836
        1.7150000000         0.4257792916         2.9418293414         5.3502349805
        1.7200000000         0.3681245527         2.9108056324         4.7518490625
        1.7250000000         0.3090169944         2.8793414515         5.0842856836
        1.7300000000         0.2486898872         2.8475730271         4.8183363867
        1.7350000000         0.1873813146         2.8156334211         5.0177983594
        1.7400000000         0.1253332336         2.7836521078         4.4194124413
        1.7450000000         0.0627905195         2.7517546318         4.3529251171
        1.7500000000         0.0000000000         2.5000000000         4.0204884960
        1.7550000000        -0.0627905195         2.2480971885         3.9540011718
        1.7600000000        -0.1253332336         2.2151719203         3.8875138475
        1.7650000000        -0.1873813146         2.1821695872         2.8902039841
        1.7700000000        -0.2486898872         2.1492200585         2.0923560934
        1.7750000000        -0.3090169944         2.1164571127         1.8928941207
        1.7800000000        -0.3681245527         2.0840180670         1.1615335542
        1.7850000000        -0.4257792916         2.0520433282         0.1642236908
        1.7900000000        -0.4817536741         2.0206758563        -1.2320101179
        1.7950000000        -0.5358267950         1.9900605320        -1.0325481452
        1.8000000000        -0.5877852523         1.9603434247        -1.2984974421
        1.8050000000        -0.6374239897         1.9316709524        -1.7639087117
        1.8100000000        -0.6845471059         1.9041889348        -2.0963453329
        1.8150000000        -0.7289686274         1.8780415382        -2.2293199813
        1.8200000000        -0.7705132428         1.8533701190        -2.6282439267
        1.8250000000        -0.8090169944         1.8303119743        -2.6282439267
        1.8300000000        -0.8443279255         1.8089990149        -3.2931171689
        1.8350000000        -0.8763066800         1.7895563810        -3.3596044932
        1.8400000000        -0.9048270525         1.7721010271        -3.3596044932
        1.8450000000        -0.9297764859         1.7567403054        -3.7585284385
        1.8500000000        -0.9510565163         1.7435705858        -4.3569143566
        1.8550000000        -0.9685831611         1.7326759472        -3.8915030870
        1.8600000000        -0.9822872507         1.7241269842        -4.2904270323
        1.8650000000        -0.9921147013         1.7179797644        -4.2904270323
        1.8700000000        -0.9980267284         1.7142749751        -4.2239397081
        1.8750000000        -1.0000000000         1.7130372892        -4.8223256262
        1.8800000000        -0.9980267284         1.7142749751        -4.8223256262
        1.8850000000        -0.9921147013         1.7179797644        -4.9553002746
        1.8900000000        -0.9822872507         1.7241269842        -5.0217875988
        1.8950000000        -0.9685831611         1.7326759472        -5.2877368957
        1.9000000000        -0.9510565163         1.7435705858        -5.2877368957
        1.9050000000        -0.9297764859         1.7567403054        -5.2212495715
        1.9100000000        -0.9048270525         1.7721010271        -5.0882749231
        1.9150000000        -0.8763066800         1.7895563810        -5.3542242200
        1.9200000000        -0.8443279255         1.8089990149        -5.6866608411
        1.9250000000        -0.8090169944         1.8303119743        -5.1547622473
        1.9300000000        -0.7705132428         1.8533701190        -5.2877368957
        1.9350000000        -0.7289686274         1.8780415382        -5.3542242200
        1.9400000000        -0.6845471059         1.9041889348        -5.0882749231
        1.9450000000        -0.6374239897         1.9316709524        -5.2877368957
        1.9500000000        -0.5877852523         1.9603434247        -4.9553002746
        1.9550000000        -0.5358267950         1.9900605320        -5.0217875988
        1.9600000000        -0.4817536741         2.0206758563        -5.1547622473
        1.9650000000        -0.4257792916         2.0520433282        -4.7558383019
        1.9700000000        -0.3681245527         2.0840180670        -4.5563763293
        1.9750000000        -0.3090169944         2.1164571127        -5.0217875988
        1.9800000000        -0.2486898872         2.1492200585        -4.6228636535
        1.9850000000        -0.1873813146         2.1821695872        -4.3569143566
        1.9900000000        -0.1253332336         2.2151719203        -4.1574523839
        1.9950000000        -0.0627905195         2.2480971885        -4.3569143566
        2.0000000000        -0.0000000000         2.5000000000        -4.0909650597
        2.0050000000         0.0627905195         2.7517546318        -4.0244777354
        2.0100000000         0.1253332336         2.7836521078        -3.3596044932
        2.0150000000         0.1873813146         2.8156334211        -2.2293199813
        2.0200000000         0.2486898872         2.8475730271        -1.2320101179
        2.0250000000         0.3090169944         2.8793414515        -0.3011875787
        2.0300000000         0.3681245527         2.9108056324         0.2307110151
        2.0350000000         0.4257792916         2.9418293414        -0.1017256061
        2.0400000000         0.4817536741         2.9722736910        -0.2347002545
        2.0450000000         0.5358267950         3.0019977367         0.2307110151
        2.0500000000         0.5877852523         3.0308591817        -0.1682129303
        2.0550000000         0.6374239897         3.0587151888         0.4966603120
        2.0600000000         0.6845471059         3.0854233029         3.4221025779
        2.0650000000         0.7289686274         3.1108424843         1.8928941207
        2.0700000000         0.7705132428         3.1348342480         2.2253307419
        2.0750000000         0.8090169944         3.1572639000         3.2226406053
        2.0800000000         0.8443279255         3.1780018565         3.2226406053
        2.0850000000         0.8763066800         3.1969250269         3.0231786326
        2.0900000000         0.9048270525         3.2139182322         3.8875138475
        2.0950000000         0.9297764859         3.2288756300         3.7545391991
        2.1000000000         0.9510565163         3.2417021085         3.8875138475
        2.1050000000         0.9685831611         3.2523146097         4.6188744140
        2.1100000000         0.9822872507         3.2606433421         4.2199504687
        2.1150000000         0.9921147013         3.2666328401         4.4194124413
        2.1200000000         0.9980267284         3.2702428333         4.7518490625
        2.1250000000         1.0000000000         3.2714488936         4.4858997656
        2.1300000000         0.9980267284         3.2702428333         4.8183363867
        2.1350000000         0.9921147013         3.2666328401         5.0842856836
        2.1400000000         0.9822872507         3.2606433421         5.0842856836
        2.1450000000         0.9685831611         3.2523146097         5.0842856836
        2.1500000000         0.9510565163         3.2417021085         5.3502349805
        2.1550000000         0.9297764859         3.2288756300         5.4832096290
        2.1600000000         0.9048270525         3.2139182322         5.6826716017
        2.1650000000         0.8763066800         3.1969250269         5.6161842774
        2.1700000000         0.8443279255         3.1780018565         6.0151082228
        2.1750000000         0.8090169944         3.1572639000         5.4832096290
        2.1800000000         0.7705132428         3.1348342480         5.5496969532
        2.1850000000         0.7289686274         3.1108424843         5.2172603321
        2.1900000000         0.6845471059         3.0854233029         4.8848237109
        2.1950000000         0.6374239897         3.0587151888         5.5496969532
        2.2000000000         0.5877852523         3.0308591817         5.2172603321
        2.2050000000         0.5358267950         3.0019977367         5.0842856836
        2.2100000000         0.4817536741         2.9722736910         5.2172603321
        2.2150000000         0.4257792916         2.9418293414         5.0177983594
        2.2200000000         0.3681245527         2.9108056324         5.0842856836
        2.2250000000         0.3090169944         2.8793414515         4.8183363867
        2.2300000000         0.2486898872         2.8475730271         4.7518490625
        2.2350000000         0.1873813146         2.8156334211         4.2864377929
        2.2400000000         0.1253332336         2.7836521078         4.4858997656
        2.2450000000         0.0627905195         2.7517546318         4.2199504687
        2.2500000000         0.0000000000         2.5000000000         4.2199504687
        2.2550000000        -0.0627905195         2.2480971885         3.8875138475
        2.2600000000        -0.1253332336         2.2151719203         3.4221025779
        2.2650000000        -0.1873813146         2.1821695872         2.8902039841
        2.2700000000        -0.2486898872         2.1492200585         2.0923560934
        2.2750000000        -0.3090169944         2.1164571127         2.0258687692
        2.2800000000        -0.3681245527         2.0840180670         1.2280208785
        2.2850000000        -0.4257792916         2.0520433282         0.4966603120
        2.2900000000        -0.4817536741         2.0206758563        -1.8303960360
        2.2950000000        -0.5358267950         1.9900605320        -0.7665988483
        2.3000000000        -0.5877852523         1.9603434247        -1.6309340633
        2.3050000000        -0.6374239897         1.9316709524        -1.6309340633
        2.3100000000        -0.6845471059         1.9041889348        -2.1628326571
