% f = 5.0 Hz  gain = 5.1678 (14.27 dB)  phase = -53.47 deg
Time[s]              Vcmd[V]              Vc[V]                Omega[rad/s]
        0.3200000000        -0.5877852523         1.9603434247         0.9620715816
        0.3250000000        -0.7071067812         1.8909394940         0.4966603120
        0.3300000000        -0.8090169944         1.8303119743        -0.1017256061
        0.3350000000        -0.8910065242         1.7805733430         0.0312490424
        0.3400000000        -0.9510565163         1.7435705858        -0.1682129303
        0.3450000000        -0.9876883406         1.7207502444        -4.2239397081
        0.3500000000        -1.0000000000         1.7130372892        -2.4952692782
        0.3550000000        -0.9876883406         1.7207502444        -3.0271678720
        0.3600000000        -0.9510565163         1.7435705858        -4.6228636535
        0.3650000000        -0.8910065242         1.7805733430        -3.7585284385
        0.3700000000        -0.8090169944         1.8303119743        -3.3596044932
        0.3750000000        -0.7071067812         1.8909394940        -4.5563763293
        0.3800000000        -0.5877852523         1.9603434247        -3.6920411143
        0.3850000000        -0.4539904997         2.0362746658        -3.7585284385
        0.3900000000        -0.3090169944         2.1164571127        -4.5563763293
        0.3950000000        -0.1564344650         2.1986723655        -3.4260918174
        0.4000000000        -0.0000000000         2.5000000000        -3.4260918174
        0.4050000000         0.1564344650         2.7996400357        -3.6920411143
        0.4100000000         0.3090169944         2.8793414515        -2.6282439267
        0.4150000000         0.4539904997         2.9571327047        -1.6309340633
        0.4200000000         0.5877852523         3.0308591817        -0.8330861726
        0.4250000000         0.7071067812         3.0983027394         0.6296349604
        0.4300000000         0.8090169944         3.1572639000         0.0312490424
        0.4350000000         0.8910065242         3.2056697258        -0.2347002545
        0.4400000000         0.9510565163         3.2417021085         0.0977363666
        0.4450000000         0.9876883406         3.2639333772         1.8264067965
        0.4500000000         1.0000000000         3.2714488936         4.0204884960
        0.4550000000         0.9876883406         3.2639333772         2.4912800388
        0.4600000000         0.9510565163         3.2417021085         3.7545391991
        0.4650000000         0.8910065242         3.2056697258         4.2864377929
        0.4700000000         0.8090169944         3.1572639000         3.6215645506
        0.4750000000         0.7071067812         3.0983027394         4.0204884960
        0.4800000000         0.5877852523         3.0308591817         4.0204884960
        0.4850000000         0.4539904997         2.9571327047         3.6215645506
        0.4900000000         0.3090169944         2.8793414515         4.0204884960
        0.4950000000         0.1564344650         2.7996400357         3.6880518749
        0.5000000000         0.0000000000         2.5000000000         3.5550772264
        0.5050000000        -0.1564344650         2.1986723655         3.2891279295
        0.5100000000        -0.3090169944         2.1164571127         2.8902039841
        0.5150000000        -0.4539904997         2.0362746658         1.7599194723
        0.5200000000        -0.5877852523         1.9603434247         0.7626096089
        0.5250000000        -0.7071067812         1.8909394940        -0.0352382818
        0.5300000000        -0.8090169944         1.8303119743        -0.1682129303
        0.5350000000        -0.8910065242         1.7805733430        -0.1017256061
        0.5400000000        -0.9510565163         1.7435705858         0.0312490424
        0.5450000000        -0.9876883406         1.7207502444        -3.4925791416
        0.5500000000        -1.0000000000         1.7130372892        -3.4260918174
        0.5550000000        -0.9876883406         1.7207502444        -2.2958073055
        0.5600000000        -0.9510565163         1.7435705858        -4.4898890050
        0.5650000000        -0.8910065242         1.7805733430        -3.8915030870
        0.5700000000        -0.8090169944         1.8303119743        -3.2266298447
        0.5750000000        -0.7071067812         1.8909394940        -4.6228636535
        0.5800000000        -0.5877852523         1.9603434247        -3.7585284385
        0.5850000000        -0.4539904997         2.0362746658        -3.6255537901
        0.5900000000        -0.3090169944         2.1164571127        -4.5563763293
        0.5950000000        -0.1564344650         2.1986723655        -3.4925791416
        0.6000000000        -0.0000000000         2.5000000000        -3.2931171689
        0.6050000000         0.1564344650         2.7996400357        -3.7585284385
        0.6100000000         0.3090169944         2.8793414515        -2.8941932236
        0.6150000000         0.4539904997         2.9571327047        -1.6974213875
        0.6200000000         0.5877852523         3.0308591817        -0.3676749030
        0.6250000000         0.7071067812         3.0983027394         0.5631476362
        0.6300000000         0.8090169944         3.1572639000        -0.1017256061
        0.6350000000         0.8910065242         3.2056697258         0.0312490424
        0.6400000000         0.9510565163         3.2417021085         0.0977363666
        0.6450000000         0.9876883406         3.2639333772         1.9593814450
        0.6500000000         1.0000000000         3.2714488936         3.9540011718
        0.6550000000         0.9876883406         3.2639333772         2.2253307419
        0.6600000000         0.9510565163         3.2417021085         3.6880518749
        0.6650000000         0.8910065242         3.2056697258         4.2199504687
        0.6700000000         0.8090169944         3.1572639000         3.5550772264
        0.6750000000         0.7071067812         3.0983027394         3.8875138475
        0.6800000000         0.5877852523         3.0308591817         4.4194124413
        0.6850000000         0.4539904997         2.9571327047         3.6215645506
        0.6900000000         0.3090169944         2.8793414515         4.1534631444
        0.6950000000         0.1564344650         2.7996400357         3.7545391991
        0.7000000000         0.0000000000         2.5000000000         3.8210265233
        0.7050000000        -0.1564344650         2.1986723655         3.5550772264
        0.7100000000        -0.3090169944         2.1164571127         3.0231786326
        0.7150000000        -0.4539904997         2.0362746658         2.1588434176
        0.7200000000        -0.5877852523         1.9603434247         1.0285589058
        0.7250000000        -0.7071067812         1.8909394940         0.4301729877
        0.7300000000        -0.8090169944         1.8303119743        -0.3011875787
        0.7350000000        -0.8910065242         1.7805733430         0.0977363666
        0.7400000000        -0.9510565163         1.7435705858         0.2307110151
        0.7450000000        -0.9876883406         1.7207502444        -3.6255537901
        0.7500000000        -1.0000000000         1.7130372892        -2.6947312509
        0.7550000000        -0.9876883406         1.7207502444        -2.6282439267
        0.7600000000        -0.9510565163         1.7435705858        -4.1574523839
        0.7650000000        -0.8910065242         1.7805733430        -3.8250157628
        0.7700000000        -0.8090169944         1.8303119743        -3.4260918174
        0.7750000000        -0.7071067812         1.8909394940        -4.7558383019
        0.7800000000        -0.5877852523         1.9603434247        -3.9579904112
        0.7850000000        -0.4539904997         2.0362746658        -3.7585284385
        0.7900000000        -0.3090169944         2.1164571127        -4.6228636535
        0.7950000000        -0.1564344650         2.1986723655        -3.6255537901
        0.8000000000        -0.0000000000         2.5000000000        -3.4925791416
        0.8050000000         0.1564344650         2.7996400357        -3.8250157628
        0.8100000000         0.3090169944         2.8793414515        -2.8277058994
        0.8150000000         0.4539904997         2.9571327047        -1.8968833602
        0.8200000000         0.5877852523         3.0308591817        -0.7001115241
        0.8250000000         0.7071067812         3.0983027394         0.2971983393
        0.8300000000         0.8090169944         3.1572639000         0.0312490424
        0.8350000000         0.8910065242         3.2056697258         0.0977363666
        0.8400000000         0.9510565163         3.2417021085         0.0312490424
        0.8450000000         0.9876883406         3.2639333772         2.0258687692
        0.8500000000         1.0000000000         3.2714488936         4.0869758202
        0.8550000000         0.9876883406         3.2639333772         2.2918180661
        0.8600000000         0.9510565163         3.2417021085         3.7545391991
        0.8650000000         0.8910065242         3.2056697258         4.2199504687
        0.8700000000         0.8090169944         3.1572639000         3.8875138475
        0.8750000000         0.7071067812         3.0983027394         4.2199504687
        0.8800000000         0.5877852523         3.0308591817         4.5523870898
        0.8850000000         0.4539904997         2.9571327047         3.8875138475
        0.8900000000         0.3090169944         2.8793414515         4.1534631444
        0.8950000000         0.1564344650         2.7996400357         3.7545391991
        0.9000000000         0.0000000000         2.5000000000         3.4221025779
        0.9050000000        -0.1564344650         2.1986723655         3.3556152537
        0.9100000000        -0.3090169944         2.1164571127         2.4912800388
        0.9150000000        -0.4539904997         2.0362746658         1.3609955269
        0.9200000000        -0.5877852523         1.9603434247         1.2945082027
        0.9250000000        -0.7071067812         1.8909394940         0.0312490424
        0.9300000000        -0.8090169944         1.8303119743        -0.4341622272
        0.9350000000        -0.8910065242         1.7805733430        -0.0352382818
        0.9400000000        -0.9510565163         1.7435705858        -0.1017256061
        0.9450000000        -0.9876883406         1.7207502444        -3.9579904112
        0.9500000000        -1.0000000000         1.7130372892        -2.5617566025
        0.9550000000        -0.9876883406         1.7207502444        -2.7612185751
        0.9600000000        -0.9510565163         1.7435705858        -4.4234016808
        0.9650000000        -0.8910065242         1.7805733430        -3.9579904112
        0.9700000000        -0.8090169944         1.8303119743        -3.6255537901
        0.9750000000        -0.7071067812         1.8909394940        -4.8888129504
        0.9800000000        -0.5877852523         1.9603434247        -3.7585284385
        0.9850000000        -0.4539904997         2.0362746658        -3.4925791416
        0.9900000000        -0.3090169944         2.1164571127        -4.6228636535
        0.9950000000        -0.1564344650         2.1986723655        -3.4925791416
        1.0000000000        -0.0000000000         2.5000000000        -3.5590664659
        1.0050000000         0.1564344650         2.7996400357        -3.8915030870
        1.0100000000         0.3090169944         2.8793414515        -2.5617566025
        1.0150000000         0.4539904997         2.9571327047        -1.8303960360
        1.0200000000         0.5877852523         3.0308591817        -0.5671368757
        1.0250000000         0.7071067812         3.0983027394         0.6961222847
        1.0300000000         0.8090169944         3.1572639000         0.0977363666
        1.0350000000         0.8910065242         3.2056697258        -0.3676749030
        1.0400000000         0.9510565163         3.2417021085         0.2971983393
        1.0450000000         0.9876883406         3.2639333772         0.5631476362
        1.0500000000         1.0000000000         3.2714488936         4.6853617383
        1.0550000000         0.9876883406         3.2639333772         2.0923560934
        1.0600000000         0.9510565163         3.2417021085         3.0231786326
        1.0650000000         0.8910065242         3.2056697258         4.5523870898
        1.0700000000         0.8090169944         3.1572639000         3.8875138475
        1.0750000000         0.7071067812         3.0983027394         3.6880518749
        1.0800000000         0.5877852523         3.0308591817         4.4194124413
        1.0850000000         0.4539904997         2.9571327047         3.7545391991
        1.0900000000         0.3090169944         2.8793414515         4.2199504687
        1.0950000000         0.1564344650         2.7996400357         4.1534631444
        1.1000000000         0.0000000000         2.5000000000         3.7545391991
        1.1050000000        -0.1564344650         2.1986723655         3.3556152537
        1.1100000000        -0.3090169944         2.1164571127         2.6242546872
        1.1150000000        -0.4539904997         2.0362746658         1.6934321481
        1.1200000000        -0.5877852523         1.9603434247         0.6296349604
        1.1250000000        -0.7071067812         1.8909394940        -0.1017256061
        1.1300000000        -0.8090169944         1.8303119743         0.0312490424
        1.1350000000        -0.8910065242         1.7805733430         0.1642236908
        1.1400000000        -0.9510565163         1.7435705858        -0.0352382818
        1.1450000000        -0.9876883406         1.7207502444        -2.7612185751
        1.1500000000        -1.0000000000         1.7130372892        -3.5590664659
        1.1550000000        -0.9876883406         1.7207502444        -2.0963453329
        1.1600000000        -0.9510565163         1.7435705858        -4.3569143566
        1.1650000000        -0.8910065242         1.7805733430        -4.0244777354
        1.1700000000        -0.8090169944         1.8303119743        -3.3596044932
        1.1750000000        -0.7071067812         1.8909394940        -4.2904270323
        1.1800000000        -0.5877852523         1.9603434247        -4.0909650597
        1.1850000000        -0.4539904997         2.0362746658        -4.3569143566
        1.1900000000        -0.3090169944         2.1164571127        -4.0244777354
        1.1950000000        -0.1564344650         2.1986723655        -3.4925791416
        1.2000000000        -0.0000000000         2.5000000000        -3.5590664659
        1.2050000000         0.1564344650         2.7996400357        -3.6255537901
        1.2100000000         0.3090169944         2.8793414515        -2.7612185751
        1.2150000000         0.4539904997         2.9571327047        -1.6309340633
        1.2200000000         0.5877852523         3.0308591817        -0.6336241999
        1.2250000000         0.7071067812         3.0983027394         0.6961222847
        1.2300000000         0.8090169944         3.1572639000        -0.0352382818
        1.2350000000         0.8910065242         3.2056697258        -0.0352382818
        1.2400000000         0.9510565163         3.2417021085         0.0312490424
        1.2450000000         0.9876883406         3.2639333772         0.7626096089
        1.2500000000         1.0000000000         3.2714488936         4.6853617383
        1.2550000000         0.9876883406         3.2639333772         2.4247927145
        1.2600000000         0.9510565163         3.2417021085         2.4912800388
        1.2650000000         0.8910065242         3.2056697258         4.3529251171
        1.2700000000         0.8090169944         3.1572639000         3.6880518749
        1.2750000000         0.7071067812         3.0983027394         3.8875138475
        1.2800000000         0.5877852523         3.0308591817         4.2864377929
        1.2850000000         0.4539904997         2.9571327047         3.8210265233
        1.2900000000         0.3090169944         2.8793414515         3.3556152537
        1.2950000000         0.1564344650         2.7996400357         4.0869758202
        1.3000000000         0.0000000000         2.5000000000         3.4885899022
        1.3050000000        -0.1564344650         2.1986723655         3.4221025779
        1.3100000000        -0.3090169944         2.1164571127         2.6242546872
        1.3150000000        -0.4539904997         2.0362746658         1.6934321481
        1.3200000000        -0.5877852523         1.9603434247         0.7626096089
        1.3250000000        -0.7071067812         1.8909394940        -0.0352382818
        1.3300000000        -0.8090169944         1.8303119743        -0.2347002545
        1.3350000000        -0.8910065242         1.7805733430         0.0977363666
        1.3400000000        -0.9510565163         1.7435705858         0.0312490424
        1.3450000000        -0.9876883406         1.7207502444        -3.2931171689
        1.3500000000        -1.0000000000         1.7130372892        -3.6920411143
        1.3550000000        -0.9876883406         1.7207502444        -2.4287819540
        1.3600000000        -0.9510565163         1.7435705858        -4.2239397081
        1.3650000000        -0.8910065242         1.7805733430        -4.0244777354
        1.3700000000        -0.8090169944         1.8303119743        -3.8915030870
        1.3750000000        -0.7071067812         1.8909394940        -4.7558383019
        1.3800000000        -0.5877852523         1.9603434247        -3.6920411143
        1.3850000000        -0.4539904997         2.0362746658        -3.4925791416
        1.3900000000        -0.3090169944         2.1164571127        -4.7558383019
        1.3950000000        -0.1564344650         2.1986723655        -3.2266298447
        1.4000000000        -0.0000000000         2.5000000000        -3.4925791416
        1.4050000000         0.1564344650         2.7996400357        -3.7585284385
        1.4100000000         0.3090169944         2.8793414515        -2.5617566025
        1.4150000000         0.4539904997         2.9571327047        -1.6309340633
        1.4200000000         0.5877852523         3.0308591817        -0.5006495514
        1.4250000000         0.7071067812         3.0983027394         0.5631476362
        1.4300000000         0.8090169944         3.1572639000         0.2307110151
        1.4350000000         0.8910065242         3.2056697258        -0.2347002545
        1.4400000000         0.9510565163         3.2417021085         0.2307110151
        1.4450000000         0.9876883406         3.2639333772         1.6934321481
        1.4500000000         1.0000000000         3.2714488936         4.2199504687
        1.4550000000         0.9876883406         3.2639333772         2.2253307419
        1.4600000000         0.9510565163         3.2417021085         3.7545391991
        1.4650000000         0.8910065242         3.2056697258         4.3529251171
        1.4700000000         0.8090169944         3.1572639000         3.8875138475
        1.4750000000         0.7071067812         3.0983027394         4.0204884960
        1.4800000000         0.5877852523         3.0308591817         4.4194124413
        1.4850000000         0.4539904997         2.9571327047         3.7545391991
        1.4900000000         0.3090169944         2.8793414515         4.3529251171
        1.4950000000         0.1564344650         2.7996400357         4.0204884960
        1.5000000000         0.0000000000         2.5000000000         3.6880518749
        1.5050000000        -0.1564344650         2.1986723655         3.2226406053
        1.5100000000        -0.3090169944         2.1164571127         3.0231786326
        1.5150000000        -0.4539904997         2.0362746658         2.0923560934
        1.5200000000        -0.5877852523         1.9603434247         1.0285589058
        1.5250000000        -0.7071067812         1.8909394940         0.2307110151
        1.5300000000        -0.8090169944         1.8303119743        -0.3011875787
        1.5350000000        -0.8910065242         1.7805733430         0.0977363666
        1.5400000000        -0.9510565163         1.7435705858         0.1642236908
        1.5450000000        -0.9876883406         1.7207502444        -3.4925791416
        1.5500000000        -1.0000000000         1.7130372892        -3.2266298447
        1.5550000000        -0.9876883406         1.7207502444        -2.4287819540
        1.5600000000        -0.9510565163         1.7435705858        -4.2904270323
        1.5650000000        -0.8910065242         1.7805733430        -4.0244777354
        1.5700000000        -0.8090169944         1.8303119743        -3.2931171689
        1.5750000000        -0.7071067812         1.8909394940        -4.6228636535
        1.5800000000        -0.5877852523         1.9603434247        -3.8250157628
        1.5850000000        -0.4539904997         2.0362746658        -3.6255537901
        1.5900000000        -0.3090169944         2.1164571127        -4.6228636535
        1.5950000000        -0.1564344650         2.1986723655        -3.5590664659
        1.6000000000        -0.0000000000         2.5000000000        -3.4260918174
        1.6050000000         0.1564344650         2.7996400357        -3.8250157628
        1.6100000000         0.3090169944         2.8793414515        -2.8277058994
        1.6150000000         0.4539904997         2.9571327047        -1.4979594148
        1.6200000000         0.5877852523         3.0308591817        -0.5671368757
        1.6250000000         0.7071067812         3.0983027394         0.4966603120
        1.6300000000         0.8090169944         3.1572639000         0.0977363666
        1.6350000000         0.8910065242         3.2056697258        -0.2347002545
        1.6400000000         0.9510565163         3.2417021085         0.0312490424
        1.6450000000         0.9876883406         3.2639333772         1.4274828511
        1.6500000000         1.0000000000         3.2714488936         4.4194124413
        1.6550000000         0.9876883406         3.2639333772         2.2918180661
        1.6600000000         0.9510565163         3.2417021085         3.6880518749
        1.6650000000         0.8910065242         3.2056697258         4.4194124413
        1.6700000000         0.8090169944         3.1572639000         3.9540011718
        1.6750000000         0.7071067812         3.0983027394         3.9540011718
        1.6800000000         0.5877852523         3.0308591817         4.4194124413
        1.6850000000         0.4539904997         2.9571327047         3.6880518749
        1.6900000000         0.3090169944         2.8793414515         4.1534631444
        1.6950000000         0.1564344650         2.7996400357         3.9540011718
        1.7000000000         0.0000000000         2.5000000000         3.6215645506
        1.7050000000        -0.1564344650         2.1986723655         3.6215645506
        1.7100000000        -0.3090169944         2.1164571127         2.9566913084
        1.7150000000        -0.4539904997         2.0362746658         1.9593814450
        1.7200000000        -0.5877852523         1.9603434247         1.0285589058
        1.7250000000        -0.7071067812         1.8909394940         0.5631476362
        1.7300000000        -0.8090169944         1.8303119743        -0.3676749030
        1.7350000000        -0.8910065242         1.7805733430         0.1642236908
        1.7400000000        -0.9510565163         1.7435705858         0.0312490424
        1.7450000000        -0.9876883406         1.7207502444        -4.0244777354
        1.7500000000        -1.0000000000         1.7130372892        -2.7612185751
        1.7550000000        -0.9876883406         1.7207502444        -2.8941932236
        1.7600000000        -0.9510565163         1.7435705858        -4.0244777354
        1.7650000000        -0.8910065242         1.7805733430        -3.9579904112
        1.7700000000        -0.8090169944         1.8303119743        -3.5590664659
        1.7750000000        -0.7071067812         1.8909394940        -4.6893509777
        1.7800000000        -0.5877852523         1.9603434247        -3.6255537901
        1.7850000000        -0.4539904997         2.0362746658        -4.0244777354
        1.7900000000        -0.3090169944         2.1164571127        -4.2239397081
        1.7950000000        -0.1564344650         2.1986723655        -4.0244777354
        1.8000000000        -0.0000000000         2.5000000000        -3.4260918174
        1.8050000000         0.1564344650         2.7996400357        -3.6255537901
        1.8100000000         0.3090169944         2.8793414515        -2.9606805478
        1.8150000000         0.4539904997         2.9571327047        -1.5644467391
        1.8200000000         0.5877852523         3.0308591817        -0.5006495514
        1.8250000000         0.7071067812         3.0983027394         0.2971983393
        1.8300000000         0.8090169944         3.1572639000         0.0312490424
        1.8350000000         0.8910065242         3.2056697258        -0.1682129303
        1.8400000000         0.9510565163         3.2417021085         0.2307110151
        1.8450000000         0.9876883406         3.2639333772         1.2280208785
        1.8500000000         1.0000000000         3.2714488936         3.8875138475
        1.8550000000         0.9876883406         3.2639333772         2.4247927145
        1.8600000000         0.9510565163         3.2417021085         3.6215645506
        1.8650000000         0.8910065242         3.2056697258         4.4194124413
        1.8700000000         0.8090169944         3.1572639000         3.7545391991
        1.8750000000         0.7071067812         3.0983027394         3.9540011718
        1.8800000000         0.5877852523         3.0308591817         4.6853617383
        1.8850000000         0.4539904997         2.9571327047         3.8210265233
        1.8900000000         0.3090169944         2.8793414515         4.1534631444
        1.8950000000         0.1564344650         2.7996400357         4.1534631444
        1.9000000000         0.0000000000         2.5000000000         3.4221025779
        1.9050000000        -0.1564344650         2.1986723655         3.3556152537
        1.9100000000        -0.3090169944         2.1164571127         2.6242546872
        1.9150000000        -0.4539904997         2.0362746658         1.8928941207
        1.9200000000        -0.5877852523         1.9603434247         1.1615335542
        1.9250000000        -0.7071067812         1.8909394940         0.5631476362
        1.9300000000        -0.8090169944         1.8303119743        -0.3676749030
        1.9350000000        -0.8910065242         1.7805733430        -0.1017256061
        1.9400000000        -0.9510565163         1.7435705858         0.0312490424
        1.9450000000        -0.9876883406         1.7207502444        -4.3569143566
        1.9500000000        -1.0000000000         1.7130372892        -2.4287819540
        1.9550000000        -0.9876883406         1.7207502444        -3.1601425205
        1.9600000000        -0.9510565163         1.7435705858        -4.0244777354
        1.9650000000        -0.8910065242         1.7805733430        -3.8915030870
        1.9700000000        -0.8090169944         1.8303119743        -3.5590664659
        1.9750000000        -0.7071067812         1.8909394940        -4.5563763293
        1.9800000000        -0.5877852523         1.9603434247        -3.8250157628
        1.9850000000        -0.4539904997         2.0362746658        -4.0244777354
        1.9900000000        -0.3090169944         2.1164571127        -4.2904270323
        1.9950000000        -0.1564344650         2.1986723655        -3.6920411143
        2.0000000000        -0.0000000000         2.5000000000        -3.6255537901
        2.0050000000         0.1564344650         2.7996400357        -3.5590664659
        2.0100000000         0.3090169944         2.8793414515        -2.5617566025
        2.0150000000         0.4539904997         2.9571327047        -1.9633706844
        2.0200000000         0.5877852523         3.0308591817        -0.5671368757
        2.0250000000         0.7071067812         3.0983027394         0.4966603120
        2.0300000000         0.8090169944         3.1572639000         0.2971983393
        2.0350000000         0.8910065242         3.2056697258        -0.3676749030
        2.0400000000         0.9510565163         3.2417021085         0.0312490424
        2.0450000000         0.9876883406         3.2639333772         0.8290969331
        2.0500000000         1.0000000000         3.2714488936         4.4194124413
        2.0550000000         0.9876883406         3.2639333772         2.2918180661
        2.0600000000         0.9510565163         3.2417021085         3.2891279295
        2.0650000000         0.8910065242         3.2056697258         4.4194124413
        2.0700000000         0.8090169944         3.1572639000         3.9540011718
        2.0750000000         0.7071067812         3.0983027394         3.8875138475
        2.0800000000         0.5877852523         3.0308591817         4.5523870898
        2.0850000000         0.4539904997         2.9571327047         3.8875138475
        2.0900000000         0.3090169944         2.8793414515         4.0204884960
        2.0950000000         0.1564344650         2.7996400357         4.0869758202
        2.1000000000         0.0000000000         2.5000000000         3.6215645506
        2.1050000000        -0.1564344650         2.1986723655         3.2891279295
        2.1100000000        -0.3090169944         2.1164571127         3.1561532810
        2.1150000000        -0.4539904997         2.0362746658         1.8928941207
        2.1200000000        -0.5877852523         1.9603434247         0.7626096089
        2.1250000000        -0.7071067812         1.8909394940         0.2307110151
        2.1300000000        -0.8090169944         1.8303119743        -0.3011875787
        2.1350000000        -0.8910065242         1.7805733430         0.0977363666
        2.1400000000        -0.9510565163         1.7435705858         0.0312490424
        2.1450000000        -0.9876883406         1.7207502444        -3.8250157628
        2.1500000000        -1.0000000000         1.7130372892        -3.0936551963
        2.1550000000        -0.9876883406         1.7207502444        -2.6947312509
        2.1600000000        -0.9510565163         1.7435705858        -4.4234016808
        2.1650000000        -0.8910065242         1.7805733430        -4.1574523839
        2.1700000000        -0.8090169944         1.8303119743        -3.2266298447
        2.1750000000        -0.7071067812         1.8909394940        -4.9553002746
        2.1800000000        -0.5877852523         1.9603434247        -3.7585284385
        2.1850000000        -0.4539904997         2.0362746658        -3.7585284385
        2.1900000000        -0.3090169944         2.1164571127        -4.8223256262
        2.1950000000        -0.1564344650         2.1986723655        -3.5590664659
        2.2000000000        -0.0000000000         2.5000000000        -3.6920411143
        2.2050000000         0.1564344650         2.7996400357        -3.6255537901
        2.2100000000         0.3090169944         2.8793414515        -2.6282439267
        2.2150000000         0.4539904997         2.9571327047        -1.6309340633
        2.2200000000         0.5877852523         3.0308591817        -0.5006495514
        2.2250000000         0.7071067812         3.0983027394         0.5631476362
        2.2300000000         0.8090169944         3.1572639000        -0.0352382818
        2.2350000000         0.8910065242         3.2056697258        -0.6336241999
        2.2400000000         0.9510565163         3.2417021085         0.0312490424
        2.2450000000         0.9876883406         3.2639333772         0.7626096089
        2.2500000000         1.0000000000         3.2714488936         4.7518490625
        2.2550000000         0.9876883406         3.2639333772         2.5577673630
        2.2600000000         0.9510565163         3.2417021085         2.8902039841
        2.2650000000         0.8910065242         3.2056697258         4.4858997656
        2.2700000000         0.8090169944         3.1572639000         3.8875138475
        2.2750000000         0.7071067812         3.0983027394         3.8875138475
        2.2800000000         0.5877852523         3.0308591817         4.5523870898
        2.2850000000         0.4539904997         2.9571327047         3.9540011718
        2.2900000000         0.3090169944         2.8793414515         4.2199504687
        2.2950000000         0.1564344650         2.7996400357         3.9540011718
        2.3000000000         0.0000000000         2.5000000000         3.6215645506
        2.3050000000        -0.1564344650         2.1986723655         3.4221025779
