% f = 1.0 Hz  gain = 8.1240 (18.20 dB)  phase = -21.67 deg
Time[s]              Vcmd[V]              Vc[V]                Omega[rad/s]
        0.0000000000         0.0000000000         2.5000000000         0.3636856635
        0.0050000000         0.0314107591         2.5000000000         0.1642236908
        0.0100000000         0.0627905195         2.7517546318        -0.1017256061
        0.0150000000         0.0941083133         2.7676852050        -0.0352382818
        0.0200000000         0.1253332336         2.7836521078         0.2307110151
        0.0250000000         0.1564344650         2.7996400357        -0.1682129303
        0.0300000000         0.1873813146         2.8156334211         0.0977363666
        0.0350000000         0.2181432414         2.8316164412        -0.1682129303
        0.0400000000         0.2486898872         2.8475730271        -0.6336241999
        0.0450000000         0.2789911060         2.8634868738        -0.0352382818
        0.0500000000         0.3090169944         2.8793414515         0.1642236908
        0.0550000000         0.3387379202         2.8951200179         2.0258687692
        0.0600000000         0.3681245527         2.9108056324         1.6269448238
        0.0650000000         0.3971478906         2.9263811706         1.1615335542
        0.0700000000         0.4257792916         2.9418293414         1.8928941207
        0.0750000000         0.4539904997         2.9571327047         1.8264067965
        0.0800000000         0.4817536741         2.9722736910         1.4939701754
        0.0850000000         0.5090414158         2.9872346227         2.2253307419
        0.0900000000         0.5358267950         3.0019977367         2.2918180661
        0.0950000000         0.5620833779         3.0165452092         2.2918180661
        0.1000000000         0.5877852523         3.0308591817         2.3583053903
        0.1050000000         0.6129070537         3.0449217890         2.4912800388
        0.1100000000         0.6374239897         3.0587151888         2.8237166599
        0.1150000000         0.6613118653         3.0722215934         2.5577673630
        0.1200000000         0.6845471059         3.0854233029         2.8902039841
        0.1250000000         0.7071067812         3.0983027394         2.9566913084
        0.1300000000         0.7289686274         3.1108424843         3.3556152537
        0.1350000000         0.7501110696         3.1230253157         3.4221025779
        0.1400000000         0.7705132428         3.1348342480         3.2226406053
        0.1450000000         0.7901550124         3.1462525727         3.6880518749
        0.1500000000         0.8090169944         3.1572639000         3.6880518749
        0.1550000000         0.8270805743         3.1678522020         3.8875138475
        0.1600000000         0.8443279255         3.1780018565         3.8210265233
        0.1650000000         0.8607420270         3.1876976909         3.8875138475
        0.1700000000         0.8763066800         3.1969250269         3.9540011718
        0.1750000000         0.8910065242         3.2056697258         4.7518490625
        0.1800000000         0.9048270525         3.2139182322         4.4194124413
        0.1850000000         0.9177546257         3.2216576190         4.7518490625
        0.1900000000         0.9297764859         3.2288756300         4.5523870898
        0.1950000000         0.9408807690         3.2355607227         4.7518490625
        0.2000000000         0.9510565163         3.2417021085         5.0177983594
        0.2050000000         0.9602936857         3.2472897924         4.8183363867
        0.2100000000         0.9685831611         3.2523146097         5.2837476563
        0.2150000000         0.9759167619         3.2567682606         5.0842856836
        0.2200000000         0.9822872507         3.2606433421         5.6161842774
        0.2250000000         0.9876883406         3.2639333772         5.2837476563
        0.2300000000         0.9921147013         3.2666328401         5.5496969532
        0.2350000000         0.9955619646         3.2687371788         5.8156462501
        0.2400000000         0.9980267284         3.2702428333         5.8156462501
        0.2450000000         0.9995065604         3.2711472503         5.4832096290
        0.2500000000         1.0000000000         3.2714488936         6.1480828712
        0.2550000000         0.9995065604         3.2711472503         5.8821335743
        0.2600000000         0.9980267284         3.2702428333         5.9486208986
        0.2650000000         0.9955619646         3.2687371788         5.9486208986
        0.2700000000         0.9921147013         3.2666328401         5.9486208986
        0.2750000000         0.9876883406         3.2639333772         6.4140321681
        0.2800000000         0.9822872507         3.2606433421         6.2145701955
        0.2850000000         0.9759167619         3.2567682606         6.2810575197
        0.2900000000         0.9685831611         3.2523146097         6.2145701955
        0.2950000000         0.9602936857         3.2472897924         6.0815955470
        0.3000000000         0.9510565163         3.2417021085         6.2145701955
        0.3050000000         0.9408807690         3.2355607227         6.2145701955
        0.3100000000         0.9297764859         3.2288756300         6.4805194924
        0.3150000000         0.9177546257         3.2216576190         6.4140321681
        0.3200000000         0.9048270525         3.2139182322         6.5470068166
