% f = 10.0 Hz  gain = 3.3652 (10.54 dB)  phase = -84.19 deg
Time[s]              Vcmd[V]              Vc[V]                Omega[rad/s]
        0.0000000000         0.0000000000         2.5000000000         0.1642236908
        0.0050000000         0.3090169944         2.8793414515        -0.0352382818
        0.0100000000         0.5877852523         3.0308591817        -0.1017256061
        0.0150000000         0.8090169944         3.1572639000         0.0977363666
        0.0200000000         0.9510565163         3.2417021085         0.0312490424
        0.0250000000         1.0000000000         3.2714488936         0.2307110151
        0.0300000000         0.9510565163         3.2417021085         0.7626096089
        0.0350000000         0.8090169944         3.1572639000         4.8183363867
        0.0400000000         0.5877852523         3.0308591817         2.6242546872
        0.0450000000         0.3090169944         2.8793414515         2.0258687692
        0.0500000000         0.0000000000         2.5000000000         4.2864377929
        0.0550000000        -0.3090169944         2.1164571127         2.9566913084
        0.0600000000        -0.5877852523         1.9603434247         2.3583053903
        0.0650000000        -0.8090169944         1.8303119743         1.6269448238
        0.0700000000        -0.9510565163         1.7435705858         0.5631476362
        0.0750000000        -1.0000000000         1.7130372892        -0.1017256061
        0.0800000000        -0.9510565163         1.7435705858        -0.2347002545
        0.0850000000        -0.8090169944         1.8303119743        -2.0963453329
        0.0900000000        -0.5877852523         1.9603434247        -3.4925791416
        0.0950000000        -0.3090169944         2.1164571127        -1.9633706844
        0.1000000000        -0.0000000000         2.5000000000        -3.0271678720
        0.1050000000         0.3090169944         2.8793414515        -2.6947312509
        0.1100000000         0.5877852523         3.0308591817        -1.3649847664
        0.1150000000         0.8090169944         3.1572639000        -0.7001115241
        0.1200000000         0.9510565163         3.2417021085         0.2971983393
        0.1250000000         1.0000000000         3.2714488936         0.4301729877
        0.1300000000         0.9510565163         3.2417021085        -0.0352382818
        0.1350000000         0.8090169944         3.1572639000         0.2307110151
        0.1400000000         0.5877852523         3.0308591817         4.2199504687
        0.1450000000         0.3090169944         2.8793414515         2.8237166599
        0.1500000000         0.0000000000         2.5000000000         2.3583053903
        0.1550000000        -0.3090169944         2.1164571127         2.8902039841
        0.1600000000        -0.5877852523         1.9603434247         2.5577673630
        0.1650000000        -0.8090169944         1.8303119743         1.4939701754
        0.1700000000        -0.9510565163         1.7435705858         0.1642236908
        0.1750000000        -1.0000000000         1.7130372892        -0.3011875787
        0.1800000000        -0.9510565163         1.7435705858        -0.1017256061
        0.1850000000        -0.8090169944         1.8303119743        -2.4287819540
        0.1900000000        -0.5877852523         1.9603434247        -3.9579904112
        0.1950000000        -0.3090169944         2.1164571127        -2.0298580086
        0.2000000000        -0.0000000000         2.5000000000        -3.3596044932
        0.2050000000         0.3090169944         2.8793414515        -2.8941932236
        0.2100000000         0.5877852523         3.0308591817        -1.8303960360
        0.2150000000         0.8090169944         3.1572639000        -0.6336241999
        0.2200000000         0.9510565163         3.2417021085         0.1642236908
        0.2250000000         1.0000000000         3.2714488936         0.2971983393
        0.2300000000         0.9510565163         3.2417021085         0.0977363666
        0.2350000000         0.8090169944         3.1572639000         0.1642236908
        0.2400000000         0.5877852523         3.0308591817         3.1561532810
        0.2450000000         0.3090169944         2.8793414515         3.3556152537
        0.2500000000         0.0000000000         2.5000000000         2.0923560934
        0.2550000000        -0.3090169944         2.1164571127         2.2253307419
        0.2600000000        -0.5877852523         1.9603434247         3.1561532810
        0.2650000000        -0.8090169944         1.8303119743         1.6269448238
        0.2700000000        -0.9510565163         1.7435705858         0.5631476362
