% f = 15.0 Hz  gain = 2.1552 (6.67 dB)  phase = -107.24 deg
Time[s]              Vcmd[V]              Vc[V]                Omega[rad/s]
        0.0000000000         0.0000000000         2.5000000000         0.0312490424
        0.0050000000         0.4539904997         2.9571327047         0.0312490424
        0.0100000000         0.8090169944         3.1572639000         0.2307110151
        0.0150000000         0.9876883406         3.2639333772        -0.0352382818
        0.0200000000         0.9510565163         3.2417021085         0.1642236908
        0.0250000000         0.7071067812         3.0983027394         0.1642236908
        0.0300000000         0.3090169944         2.8793414515         3.1561532810
        0.0350000000        -0.1564344650         2.1986723655         3.5550772264
        0.0400000000        -0.5877852523         1.9603434247         1.7599194723
        0.0450000000        -0.8910065242         1.7805733430         1.0285589058
        0.0500000000        -1.0000000000         1.7130372892         0.2971983393
        0.0550000000        -0.8910065242         1.7805733430        -0.5671368757
        0.0600000000        -0.5877852523         1.9603434247        -0.1682129303
        0.0650000000        -0.1564344650         2.1986723655        -2.4287819540
        0.0700000000         0.3090169944         2.8793414515        -2.6282439267
        0.0750000000         0.7071067812         3.0983027394        -1.3649847664
        0.0800000000         0.9510565163         3.2417021085        -0.3676749030
        0.0850000000         0.9876883406         3.2639333772        -0.0352382818
        0.0900000000         0.8090169944         3.1572639000         0.2307110151
        0.0950000000         0.4539904997         2.9571327047        -0.1017256061
        0.1000000000         0.0000000000         2.5000000000         2.0258687692
        0.1050000000        -0.4539904997         2.0362746658         3.0231786326
        0.1100000000        -0.8090169944         1.8303119743         1.1615335542
        0.1150000000        -0.9876883406         1.7207502444         0.5631476362
        0.1200000000        -0.9510565163         1.7435705858         0.0312490424
        0.1250000000        -0.7071067812         1.8909394940        -0.4341622272
        0.1300000000        -0.3090169944         2.1164571127        -2.3622946298
        0.1350000000         0.1564344650         2.7996400357        -2.9606805478
        0.1400000000         0.5877852523         3.0308591817        -1.3649847664
        0.1450000000         0.8910065242         3.2056697258        -0.5671368757
        0.1500000000         1.0000000000         3.2714488936         0.0977363666
        0.1550000000         0.8910065242         3.2056697258         0.2307110151
        0.1600000000         0.5877852523         3.0308591817         0.2307110151
        0.1650000000         0.1564344650         2.7996400357         0.1642236908
        0.1700000000        -0.3090169944         2.1164571127         3.6880518749
        0.1750000000        -0.7071067812         1.8909394940         1.9593814450
        0.1800000000        -0.9510565163         1.7435705858         1.4939701754
        0.1850000000        -0.9876883406         1.7207502444         0.7626096089
        0.1900000000        -0.8090169944         1.8303119743        -0.0352382818
        0.1950000000        -0.4539904997         2.0362746658        -2.2958073055
        0.2000000000        -0.0000000000         2.5000000000        -2.6282439267
        0.2050000000         0.4539904997         2.9571327047        -1.6309340633
        0.2100000000         0.8090169944         3.1572639000        -0.7001115241
        0.2150000000         0.9876883406         3.2639333772        -0.4341622272
        0.2200000000         0.9510565163         3.2417021085         0.4301729877
        0.2250000000         0.7071067812         3.0983027394         0.0977363666
        0.2300000000         0.3090169944         2.8793414515         0.0312490424
        0.2350000000        -0.1564344650         2.1986723655         1.1615335542
        0.2400000000        -0.5877852523         1.9603434247         2.9566913084
        0.2450000000        -0.8910065242         1.7805733430         1.4274828511
        0.2500000000        -1.0000000000         1.7130372892         0.9620715816
        0.2550000000        -0.8910065242         1.7805733430        -0.1017256061
        0.2600000000        -0.5877852523         1.9603434247        -2.1628326571
        0.2650000000        -0.1564344650         2.1986723655        -2.7612185751
        0.2700000000         0.3090169944         2.8793414515        -1.6309340633
        0.2750000000         0.7071067812         3.0983027394        -1.4314720906
        0.2800000000         0.9510565163         3.2417021085        -0.7665988483
        0.2850000000         0.9876883406         3.2639333772         0.6961222847
        0.2900000000         0.8090169944         3.1572639000         0.2307110151
        0.2950000000         0.4539904997         2.9571327047        -0.1017256061
        0.3000000000         0.0000000000         2.5000000000         1.0285589058
        0.3050000000        -0.4539904997         2.0362746658         3.4221025779
        0.3100000000        -0.8090169944         1.8303119743         1.5604574996
        0.3150000000        -0.9876883406         1.7207502444         0.6961222847
        0.3200000000        -0.9510565163         1.7435705858         0.1642236908
        0.3250000000        -0.7071067812         1.8909394940        -0.2347002545
        0.3300000000        -0.3090169944         2.1164571127        -2.9606805478
        0.3350000000         0.1564344650         2.7996400357        -2.2293199813
        0.3400000000         0.5877852523         3.0308591817        -1.4314720906
        0.3450000000         0.8910065242         3.2056697258        -0.5671368757
        0.3500000000         1.0000000000         3.2714488936         0.4301729877
        0.3550000000         0.8910065242         3.2056697258         0.0312490424
        0.3600000000         0.5877852523         3.0308591817        -0.2347002545
        0.3650000000         0.1564344650         2.7996400357         0.7626096089
