% f = 0.5 Hz  gain = 8.8204 (18.91 dB)  phase = -13.67 deg
Time[s]              Vcmd[V]              Vc[V]                Omega[rad/s]
        0.0000000000         0.0000000000         2.5000000000        -0.1017256061
        0.0050000000         0.0157073173         2.5000000000         0.0312490424
        0.0100000000         0.0314107591         2.5000000000        -0.1682129303
        0.0150000000         0.0471064507         2.5000000000        -0.1682129303
        0.0200000000         0.0627905195         2.7517546318        -0.1682129303
        0.0250000000         0.0784590957         2.7597144312        -0.1682129303
        0.0300000000         0.0941083133         2.7676852050         0.1642236908
        0.0350000000         0.1097343111         2.7756650655        -0.2347002545
        0.0400000000         0.1253332336         2.7836521078        -0.0352382818
        0.0450000000         0.1409012319         2.7916444105         0.1642236908
        0.0500000000         0.1564344650         2.7996400357         0.3636856635
        0.0550000000         0.1719291003         2.8076370292         0.6961222847
        0.0600000000         0.1873813146         2.8156334211         0.2971983393
        0.0650000000         0.2027872954         2.8236272254         0.2971983393
        0.0700000000         0.2181432414         2.8316164412         0.4301729877
        0.0750000000         0.2334453639         2.8395990521         0.4966603120
        0.0800000000         0.2486898872         2.8475730271         0.7626096089
        0.0850000000         0.2638730500         2.8555363209         0.7626096089
        0.0900000000         0.2789911060         2.8634868738         0.9620715816
        0.0950000000         0.2940403252         2.8714226129         0.8955842573
        0.1000000000         0.3090169944         2.8793414515         1.4274828511
        0.1050000000         0.3239174182         2.8872412904         1.0285589058
        0.1100000000         0.3387379202         2.8951200179         1.4274828511
        0.1150000000         0.3534748438         2.9029755103         1.5604574996
        0.1200000000         0.3681245527         2.9108056324         1.7599194723
        0.1250000000         0.3826834324         2.9186082380         1.9593814450
        0.1300000000         0.3971478906         2.9263811706         1.8264067965
        0.1350000000         0.4115143586         2.9341222636         2.0923560934
        0.1400000000         0.4257792916         2.9418293414         2.2253307419
        0.1450000000         0.4399391699         2.9495002193         2.3583053903
        0.1500000000         0.4539904997         2.9571327047         2.2253307419
        0.1550000000         0.4679298143         2.9647245975         1.9593814450
        0.1600000000         0.4817536741         2.9722736910         2.4912800388
        0.1650000000         0.4954586684         2.9797777721         2.4912800388
        0.1700000000         0.5090414158         2.9872346227         2.2253307419
        0.1750000000         0.5224985647         2.9946420198         2.7572293357
        0.1800000000         0.5358267950         3.0019977367         2.6907420115
        0.1850000000         0.5490228180         3.0092995438         2.8902039841
        0.1900000000         0.5620833779         3.0165452092         2.8902039841
        0.1950000000         0.5750052520         3.0237324998         2.8237166599
        0.2000000000         0.5877852523         3.0308591817         3.0896659568
        0.2050000000         0.6004202253         3.0379230220         3.1561532810
        0.2100000000         0.6129070537         3.0449217890         3.3556152537
        0.2150000000         0.6252426563         3.0518532532         3.4885899022
        0.2200000000         0.6374239897         3.0587151888         3.5550772264
        0.2250000000         0.6494480483         3.0655053742         3.4221025779
        0.2300000000         0.6613118653         3.0722215934         3.4885899022
        0.2350000000         0.6730125135         3.0788616369         3.3556152537
        0.2400000000         0.6845471059         3.0854233029         3.9540011718
        0.2450000000         0.6959127966         3.0919043981         3.7545391991
        0.2500000000         0.7071067812         3.0983027394         3.7545391991
        0.2550000000         0.7181262978         3.1046161547         4.4194124413
        0.2600000000         0.7289686274         3.1108424843         4.3529251171
        0.2650000000         0.7396310950         3.1169795818         4.4194124413
        0.2700000000         0.7501110696         3.1230253157         4.0204884960
        0.2750000000         0.7604059656         3.1289775705         4.1534631444
        0.2800000000         0.7705132428         3.1348342480         4.4858997656
        0.2850000000         0.7804304073         3.1405932686         4.4858997656
        0.2900000000         0.7901550124         3.1462525727         4.4858997656
        0.2950000000         0.7996846585         3.1518101217         4.4858997656
        0.3000000000         0.8090169944         3.1572639000         4.4858997656
        0.3050000000         0.8181497174         3.1626119156         4.4194124413
        0.3100000000         0.8270805743         3.1678522020         4.5523870898
        0.3150000000         0.8358073614         3.1729828196         4.4858997656
        0.3200000000         0.8443279255         3.1780018565         4.8183363867
        0.3250000000         0.8526401644         3.1829074307         5.1507730078
        0.3300000000         0.8607420270         3.1876976909         4.4858997656
        0.3350000000         0.8686315144         3.1923708180         4.6853617383
        0.3400000000         0.8763066800         3.1969250269         5.0842856836
        0.3450000000         0.8837656301         3.2013585674         4.5523870898
        0.3500000000         0.8910065242         3.2056697258         5.1507730078
        0.3550000000         0.8980275758         3.2098568262         5.1507730078
        0.3600000000         0.9048270525         3.2139182322         5.4167223047
        0.3650000000         0.9114032766         3.2178523478         4.8848237109
        0.3700000000         0.9177546257         3.2216576190         5.4167223047
        0.3750000000         0.9238795325         3.2253325351         5.4167223047
        0.3800000000         0.9297764859         3.2288756300         5.5496969532
        0.3850000000         0.9354440308         3.2322854836         5.4832096290
        0.3900000000         0.9408807690         3.2355607227         5.6826716017
        0.3950000000         0.9460853588         3.2387000226         5.4167223047
        0.4000000000         0.9510565163         3.2417021085         5.9486208986
        0.4050000000         0.9557930148         3.2445657558         5.7491589259
        0.4100000000         0.9602936857         3.2472897924         6.0151082228
        0.4150000000         0.9645574185         3.2498730988         6.2145701955
        0.4200000000         0.9685831611         3.2523146097         6.3475448439
        0.4250000000         0.9723699204         3.2546133150         6.2145701955
        0.4300000000         0.9759167619         3.2567682606         6.3475448439
        0.4350000000         0.9792228106         3.2587785493         6.2145701955
        0.4400000000         0.9822872507         3.2606433421         6.1480828712
        0.4450000000         0.9851093262         3.2623618584         6.2810575197
        0.4500000000         0.9876883406         3.2639333772         6.4805194924
        0.4550000000         0.9900236577         3.2653572377         6.3475448439
        0.4600000000         0.9921147013         3.2666328401         6.2145701955
        0.4650000000         0.9939609555         3.2677596459         6.2810575197
        0.4700000000         0.9955619646         3.2687371788         6.2810575197
        0.4750000000         0.9969173337         3.2695650249         6.7464687893
        0.4800000000         0.9980267284         3.2702428333         6.1480828712
        0.4850000000         0.9988898750         3.2707703164         6.8794434377
        0.4900000000         0.9995065604         3.2711472503         6.7464687893
        0.4950000000         0.9998766325         3.2713734748         6.4140321681
        0.5000000000         1.0000000000         3.2714488936         6.8794434377
        0.5050000000         0.9998766325         3.2713734748         6.6799814651
        0.5100000000         0.9995065604         3.2711472503         6.7464687893
        0.5150000000         0.9988898750         3.2707703164         6.8794434377
        0.5200000000         0.9980267284         3.2702428333         6.5470068166
        0.5250000000         0.9969173337         3.2695650249         6.4805194924
        0.5300000000         0.9955619646         3.2687371788         6.9459307620
        0.5350000000         0.9939609555         3.2677596459         6.8129561135
        0.5400000000         0.9921147013         3.2666328401         6.8794434377
        0.5450000000         0.9900236577         3.2653572377         6.8129561135
        0.5500000000         0.9876883406         3.2639333772         6.8129561135
        0.5550000000         0.9851093262         3.2623618584         7.0124180862
        0.5600000000         0.9822872507         3.2606433421         7.2118800589
        0.5650000000         0.9792228106         3.2587785493         6.8129561135
        0.5700000000         0.9759167619         3.2567682606         6.8794434377
        0.5750000000         0.9723699204         3.2546133150         7.4113420315
        0.5800000000         0.9685831611         3.2523146097         7.0789054104
        0.5850000000         0.9645574185         3.2498730988         6.9459307620
        0.5900000000         0.9602936857         3.2472897924         6.8794434377
        0.5950000000         0.9557930148         3.2445657558         7.3448547073
        0.6000000000         0.9510565163         3.2417021085         7.2118800589
        0.6050000000         0.9460853588         3.2387000226         6.8794434377
        0.6100000000         0.9408807690         3.2355607227         6.8129561135
        0.6150000000         0.9354440308         3.2322854836         7.0789054104
        0.6200000000         0.9297764859         3.2288756300         7.1453927346
        0.6250000000         0.9238795325         3.2253325351         6.7464687893
        0.6300000000         0.9177546257         3.2216576190         7.6108040042
        0.6350000000         0.9114032766         3.2178523478         6.9459307620
        0.6400000000         0.9048270525         3.2139182322         7.2783673831
        0.6450000000         0.8980275758         3.2098568262         7.2118800589
        0.6500000000         0.8910065242         3.2056697258         7.1453927346
        0.6550000000         0.8837656301         3.2013585674         7.0124180862
        0.6600000000         0.8763066800         3.1969250269         7.0124180862
        0.6650000000         0.8686315144         3.1923708180         7.0789054104
        0.6700000000         0.8607420270         3.1876976909         6.8129561135
        0.6750000000         0.8526401644         3.1829074307         6.8794434377
        0.6800000000         0.8443279255         3.1780018565         7.0124180862
        0.6850000000         0.8358073614         3.1729828196         7.1453927346
        0.6900000000         0.8270805743         3.1678522020         6.6799814651
        0.6950000000         0.8181497174         3.1626119156         7.0124180862
        0.7000000000         0.8090169944         3.1572639000         6.8794434377
        0.7050000000         0.7996846585         3.1518101217         6.9459307620
