% f = 3.5 Hz  gain = 5.8846 (15.39 dB)  phase = -42.17 deg
Time[s]              Vcmd[V]              Vc[V]                Omega[rad/s]
        0.0000000000         0.0000000000         2.5000000000        -0.1682129303
        0.0050000000         0.1097343111         2.7756650655        -0.0352382818
        0.0100000000         0.2181432414         2.8316164412         0.1642236908
        0.0150000000         0.3239174182         2.8872412904        -0.1682129303
        0.0200000000         0.4257792916         2.9418293414        -0.0352382818
        0.0250000000         0.5224985647         2.9946420198        -0.1682129303
        0.0300000000         0.6129070537         3.0449217890        -0.1682129303
        0.0350000000         0.6959127966         3.0919043981         0.0312490424
        0.0400000000         0.7705132428         3.1348342480         2.0258687692
        0.0450000000         0.8358073614         3.1729828196         3.0231786326
        0.0500000000         0.8910065242         3.2056697258         2.0258687692
        0.0550000000         0.9354440308         3.2322854836         3.2226406053
        0.0600000000         0.9685831611         3.2523146097         3.6880518749
        0.0650000000         0.9900236577         3.2653572377         3.4221025779
        0.0700000000         0.9995065604         3.2711472503         3.9540011718
        0.0750000000         0.9969173337         3.2695650249         4.4194124413
        0.0800000000         0.9822872507         3.2606433421         4.4194124413
        0.0850000000         0.9557930148         3.2445657558         4.7518490625
        0.0900000000         0.9177546257         3.2216576190         4.7518490625
        0.0950000000         0.8686315144         3.1923708180         4.7518490625
        0.1000000000         0.8090169944         3.1572639000         4.8848237109
        0.1050000000         0.7396310950         3.1169795818         4.9513110352
        0.1100000000         0.6613118653         3.0722215934         4.8848237109
        0.1150000000         0.5750052520         3.0237324998         4.9513110352
        0.1200000000         0.4817536741         2.9722736910         4.4858997656
        0.1250000000         0.3826834324         2.9186082380         4.6188744140
        0.1300000000         0.2789911060         2.8634868738         4.4194124413
        0.1350000000         0.1719291003         2.8076370292         4.1534631444
        0.1400000000         0.0627905195         2.7517546318         4.2199504687
        0.1450000000        -0.0471064507         2.5000000000         3.9540011718
        0.1500000000        -0.1564344650         2.1986723655         4.0204884960
        0.1550000000        -0.2638730500         2.1410065233         3.0896659568
        0.1600000000        -0.3681245527         2.0840180670         2.2918180661
