% f = 0.10 Hz  gain = 7.7418 (17.78 dB)  phase = -1.60 deg
Time[s]              Vcmd[V]              Vc[V]                Omega[rad/s]
        0.0000000000         0.0000000000         2.5000000000        -0.1622290711
        0.0050000000         0.0014137144         2.5000000000        -0.1622290711
        0.0100000000         0.0028274148         2.5000000000         0.0372329016
        0.0150000000         0.0042410873         2.5000000000        -0.1622290711
        0.0200000000         0.0056547179         2.5000000000        -0.1622290711
        0.0250000000         0.0070682928         2.5000000000         0.0372329016
        0.0300000000         0.0084817979         2.5000000000        -0.0292544227
        0.0350000000         0.0098952192         2.5000000000        -0.0292544227
        0.0400000000         0.0113085429         2.5000000000         0.1037202258
        0.0450000000         0.0127217550         2.5000000000        -0.1622290711
        0.0500000000         0.0141348416         2.5000000000        -0.0292544227
        0.0550000000         0.0155477886         2.5000000000         0.0372329016
        0.0600000000         0.0169605822         2.5000000000         0.0372329016
        0.0650000000         0.0183732084         2.5000000000         0.0372329016
        0.0700000000         0.0197856532         2.5000000000        -0.1622290711
        0.0750000000         0.0211979028         2.5000000000        -0.0292544227
        0.0800000000         0.0226099432         2.5000000000        -0.0292544227
        0.0850000000         0.0240217604         2.5000000000         0.1702075500
        0.0900000000         0.0254333405         2.5000000000         0.0372329016
        0.0950000000         0.0268446696         2.5000000000        -0.0292544227
        0.1000000000         0.0282557338         2.5000000000         0.1702075500
        0.1050000000         0.0296665191         2.5000000000         0.1702075500
        0.1100000000         0.0310770116         2.5000000000        -0.0957417469
        0.1150000000         0.0324871973         2.5000000000        -0.0292544227
        0.1200000000         0.0338970625         2.5000000000        -0.2287163953
        0.1250000000         0.0353065931         2.5000000000         0.1702075500
        0.1300000000         0.0367157752         2.5000000000        -0.1622290711
        0.1350000000         0.0381245950         2.5000000000        -0.0957417469
        0.1400000000         0.0395330384         2.5000000000         0.1702075500
        0.1450000000         0.0409410918         2.5000000000        -0.0292544227
        0.1500000000         0.0423487410         2.5000000000         0.1702075500
        0.1550000000         0.0437559723         2.5000000000         0.0372329016
        0.1600000000         0.0451627717         2.5000000000         0.0372329016
        0.1650000000         0.0465691254         2.5000000000         0.1702075500
        0.1700000000         0.0479750194         2.5000000000        -0.1622290711
        0.1750000000         0.0493804400         2.5000000000        -0.1622290711
        0.1800000000         0.0507853732         2.5000000000         0.1702075500
        0.1850000000         0.0521898052         2.5000000000         0.1702075500
        0.1900000000         0.0535937220         2.5000000000         0.1702075500
        0.1950000000         0.0549971100         2.5000000000        -0.1622290711
        0.2000000000         0.0563999551         2.5000000000        -0.0957417469
