% K_lin=8.333100  p_cw=[-3.862900 39.921500 -80.250500]  p_ccw=[3.553400 1.935700 -22.689000]
Time[s]              Vcmd[V]              Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]
        0.3554341000         0.0558024565         2.5000000000         1.3352870017         1.2094417220        -0.1003958596
        0.3604199000         0.0565843867         2.5000000000         1.3301823480         1.2017860896        -0.2333705080
        0.3653992000         0.0573652628         2.5000000000         1.3352870017         1.2068898445        -0.1003958596
        0.3703878000         0.0581475621         2.5000000000         1.3378393285         1.2094417220        -0.0339085354
        0.3754355000         0.0589390930         2.5000000000         1.3327346748         1.2017860896        -0.1668831838
        0.3804359000         0.0597231703         2.5000000000         1.3301823480         1.2043379670        -0.2333705080
        0.3854233000         0.0605051725         2.7598592757         1.3327346748         1.2043379670        -0.1668831838
        0.3904185000         0.0612883604         2.7602101938         1.3352870017         1.2094417220        -0.1003958596
        0.3954519000         0.0620774994         2.7605638302         1.3403916554         1.2094417220         0.0325787889
        0.4004188000         0.0628561745         2.7609128283         1.3327346748         1.2017860896        -0.1668831838
        0.4054225000         0.0636405802         2.7612644459         1.3454963091         1.2145454769         0.1655534373
        0.4104218000         0.0644242568         2.7616157881         1.3454963091         1.2170973543         0.1655534373
        0.4153969000         0.0652041005         2.7619654629         1.3301823480         1.2017860896        -0.2333705080
        0.4203815000         0.0659853933         2.7623158384         1.3352870017         1.2068898445        -0.1003958596
        0.4253922000         0.0667707364         2.7626680817         1.3352870017         1.2094417220        -0.1003958596
        0.4303875000         0.0675536245         2.7630192753         1.3608102703         1.2094417220         0.5644773827
        0.4353929000         0.0683380539         2.7633712117         1.3812288851         1.2068898445         1.0963759765
        0.4403906000         0.0691212344         2.7637226392         1.3786765582         1.2196492318         1.0298886523
        0.4453920000         0.0699049521         2.7640743592         1.3633625971         1.2119935994         0.6309647069
        0.4504246000         0.0706935152         2.7644283057         1.3684672508         1.2273048642         0.7639393554
        0.4554055000         0.0714739340         2.7647786480         1.3735719045         1.2247529867         0.8969140038
        0.4604036000         0.0722570037         2.7651302316         1.3684672508         1.2247529867         0.7639393554
        0.4655128000         0.0730574337         2.7654896630         1.3735719045         1.2273048642         0.8969140038
        0.4704241000         0.0738268155         2.7658352029         1.3761242314         1.2273048642         0.9634013280
        0.4754003000         0.0746063195         2.7661853395         1.3761242314         1.2400642515         0.9634013280
        0.4803926000         0.0753882996         2.7665366396         1.3761242314         1.2400642515         0.9634013280
        0.4854055000         0.0761734599         2.7668894201         1.3761242314         1.2477198838         0.9634013280
        0.4904257000         0.0769597161         2.7672427451         1.3608102703         1.2451680064         0.5644773827
        0.4953948000         0.0777379221         2.7675925036         1.3659149240         1.2528236388         0.6974520311
        0.5004170000         0.0785243958         2.7679460299         1.3735719045         1.2502717613         0.8969140038
        0.5054037000         0.0793052620         2.7682970870         1.3735719045         1.2553755162         0.8969140038
        0.5103897000         0.0800859698         2.7686481243         1.3684672508         1.2579273937         0.7639393554
        0.5154721000         0.0808817215         2.7690059788         1.3837812120         1.2706867810         1.1628633007
        0.5204182000         0.0816560831         2.7693542654         1.3684672508         1.2655830261         0.7639393554
        0.5254161000         0.0824385044         2.7697062283         1.3761242314         1.2681349035         0.9634013280
        0.5304158000         0.0832211568         2.7700583469         1.3710195777         1.2706867810         0.8304266796
        0.5354690000         0.0840121318         2.7704142624         1.3684672508         1.2681349035         0.7639393554
        0.5404523000         0.0847921136         2.7707652831         1.3659149240         1.2706867810         0.6974520311
        0.5454326000         0.0855715739         2.7711161205         1.3735719045         1.2808942908         0.8969140038
        0.5504330000         0.0863541274         2.7714684017         1.3812288851         1.2911018006         1.0963759765
        0.5554928000         0.0871459226         2.7718248961         1.3684672508         1.2911018006         0.7639393554
        0.5604577000         0.0879228137         2.7721747316         1.3812288851         1.3013093105         1.0963759765
        0.5654538000         0.0887045328         2.7725267928         1.3659149240         1.2911018006         0.6974520311
        0.5704046000         0.0894791102         2.7728756887         1.3761242314         1.3013093105         0.9634013280
        0.5754063000         0.0902615962         2.7732281985         1.3761242314         1.3089649429         0.9634013280
        0.5804042000         0.0910434320         2.7735804672         1.3710195777         1.3115168203         0.8304266796
        0.5853913000         0.0918235224         2.7739320012         1.3812288851         1.3166205752         1.0963759765
        0.5903898000         0.0926053395         2.7742843651         1.3684672508         1.3089649429         0.7639393554
        0.5954143000         0.0933911657         2.7746385882         1.3659149240         1.3115168203         0.6974520311
        0.6004021000         0.0941711945         2.7749902499         1.3812288851         1.3293799625         1.0963759765
        0.6053953000         0.0949520100         2.7753423180         1.3684672508         1.3217243302         0.7639393554
        0.6103941000         0.0957336426         2.7756948065         1.3786765582         1.3319318400         1.0298886523
        0.6154040000         0.0965169516         2.7760481031         1.3761242314         1.3319318400         0.9634013280
        0.6203914000         0.0972966834         2.7763998381         1.3735719045         1.3319318400         0.8969140038
        0.6254210000         0.0980829522         2.7767545743         1.3837812120         1.3472431047         1.1628633007
        0.6304286000         0.0988657210         2.7771077838         1.3786765582         1.3446912273         1.0298886523
        0.6354609000         0.0996522892         2.7774627603         1.3812288851         1.3497949822         1.0963759765
        0.6404292000         0.1004287928         2.7778132463         1.3812288851         1.3574506146         1.0963759765
        0.6454061000         0.1012065792         2.7781643630         1.3837812120         1.3600024920         1.1628633007
        0.6504642000         0.1019969922         2.7785212324         1.3735719045         1.3600024920         0.8969140038
        0.6554435000         0.1027750284         2.7788725660         1.3888858657         1.3753137568         1.2958379492
        0.6603904000         0.1035479397         2.7792216364         1.3837812120         1.3727618793         1.1628633007
        0.6654726000         0.1043419254         2.7795802779         1.3786765582         1.3702100019         1.0298886523
        0.6704173000         0.1051143658         2.7799292390         1.3837812120         1.3778656343         1.1628633007
        0.6754020000         0.1058929906         2.7802810458         1.3761242314         1.3829693892         0.9634013280
        0.6804574000         0.1066825927         2.7806378653         1.3863335388         1.3982806539         1.2293506250
        0.6853937000         0.1074535277         2.7809863007         1.3761242314         1.3880731441         0.9634013280
        0.6904406000         0.1082416691         2.7813425654         1.3863335388         1.4084881638         1.2293506250
        0.6954410000         0.1090224817         2.7816955697         1.3812288851         1.4033844088         1.0963759765
        0.7003894000         0.1097951083         2.7820449246         1.3786765582         1.4084881638         1.0298886523
        0.7053938000         0.1105764111         2.7823982545         1.3837812120         1.4135919187         1.1628633007
        0.7103888000         0.1113561782         2.7827509422         1.3786765582         1.4110400412         1.0298886523
        0.7154727000         0.1121497531         2.7831099287         1.3863335388         1.4212475511         1.2293506250
        0.7204281000         0.1129232008         2.7834598623         1.3837812120         1.4237994285         1.1628633007
        0.7254972000         0.1137143242         2.7838178462         1.3863335388         1.4391106933         1.2293506250
        0.7304171000         0.1144820934         2.7841653137         1.3837812120         1.4340069384         1.1628633007
        0.7353972000         0.1152591874         2.7845170529         1.3863335388         1.4442144482         1.2293506250
        0.7404167000         0.1160423579         2.7848715951         1.3735719045         1.4365588158         0.8969140038
        0.7454408000         0.1168261740         2.7852264824         1.3786765582         1.4467663256         1.0298886523
        0.7503889000         0.1175980621         2.7855760207         1.3761242314         1.4442144482         0.9634013280
        0.7553917000         0.1183784110         2.7859294425         1.3786765582         1.4595257129         1.0298886523
        0.7603923000         0.1191583436         2.7862827282         1.3735719045         1.4544219580         0.8969140038
        0.7653930000         0.1199382184         2.7866360401         1.3863335388         1.4646294679         1.2293506250
        0.7704542000         0.1207274529         2.7869936458         1.3761242314         1.4620775904         0.9634013280
        0.7754019000         0.1214989147         2.7873432505         1.3761242314         1.4722851002         0.9634013280
        0.7803931000         0.1222770848         2.7876959472         1.3863335388         1.4850444875         1.2293506250
        0.7854889000         0.1230714854         2.7880560541         1.3863335388         1.4875963650         1.2293506250
        0.7904201000         0.1238401509         2.7884045470         1.3761242314         1.4850444875         0.9634013280
        0.7954002000         0.1246163634         2.7887565134         1.3812288851         1.4901482425         1.0963759765
        0.8003883000         0.1253937464         2.7891090627         1.3863335388         1.4952519974         1.2293506250
        0.8053972000         0.1261742935         2.7894630996         1.3812288851         1.5003557523         1.0963759765
        0.8103886000         0.1269520359         2.7898159167         1.3837812120         1.5029076297         1.1628633007
        0.8154292000         0.1277373653         2.7901722288         1.3863335388         1.5003557523         1.2293506250
        0.8204425000         0.1285183618         2.7905266280         1.3888858657         1.5105632621         1.2958379492
        0.8254408000         0.1292969423         2.7908799834         1.3863335388         1.5182188945         1.2293506250
        0.8304382000         0.1300753028         2.7912332916         1.3863335388         1.5258745269         1.2293506250
        0.8354326000         0.1308531161         2.7915864038         1.3786765582         1.5207707720         1.0298886523
        0.8403820000         0.1316238417         2.7919363501         1.3863335388         1.5284264043         1.2293506250
        0.8454490000         0.1324127977         2.7922946273         1.3863335388         1.5335301593         1.2293506250
        0.8503973000         0.1331831906         2.7926445269         1.3812288851         1.5437376691         1.0963759765
        0.8553943000         0.1339610838         2.7929978853         1.3863335388         1.5437376691         1.2293506250
        0.8603957000         0.1347395794         2.7933515700         1.3812288851         1.5488414240         1.0963759765
        0.8654486000         0.1355260067         2.7937089118         1.3786765582         1.5462895465         1.0298886523
        0.8703820000         0.1362937529         2.7940578170         1.3939905194         1.5667045662         1.4288125976
        0.8753829000         0.1370719200         2.7944115103         1.3812288851         1.5564970564         1.0963759765
        0.8804177000         0.1378552767         2.7947676158         1.3812288851         1.5641526888         1.0963759765
        0.8856940000         0.1386761155         2.7951408175         1.3863335388         1.5794639535         1.2293506250
        0.8903896000         0.1394065341         2.7954729582         1.3914381925         1.5820158310         1.3623252734
        0.8957813000         0.1402451402         2.7958543521         1.3837812120         1.5794639535         1.1628633007
        0.9004295000         0.1409680243         2.7961831653         1.3888858657         1.5922233408         1.2958379492
        0.9054003000         0.1417409956         2.7965348119         1.3837812120         1.5896714634         1.1628633007
        0.9103926000         0.1425172232         2.7968879924         1.3837812120         1.5947752183         1.1628633007
        0.9153928000         0.1432945914         2.7972417445         1.3837812120         1.5998789732         1.1628633007
        0.9204107000         0.1440746224         2.7975967615         1.3888858657         1.6100864830         1.2958379492
        0.9254673000         0.1448605788         2.7979545291         1.3710195777         1.6049827281         0.8304266796
        0.9303882000         0.1456253553         2.7983027075         1.3863335388         1.6126383605         1.2293506250
        0.9353878000         0.1464022738         2.7986564662         1.3837812120         1.6151902379         1.1628633007
        0.9403957000         0.1471803916         2.7990108239         1.3761242314         1.6151902379         0.9634013280
        0.9455405000         0.1479796858         2.7993748806         1.3888858657         1.6356052576         1.2958379492
        0.9504262000         0.1487386369         2.7997206140         1.3786765582         1.6279496252         1.0298886523
        0.9554237000         0.1495148645         2.8000742697         1.3837812120         1.6356052576         1.1628633007
        0.9603914000         0.1502863721         2.8004258274         1.3914381925         1.6381571351         1.3623252734
        0.9654211000         0.1510674154         2.8007817834         1.3863335388         1.6381571351         1.2293506250
        0.9704646000         0.1518505070         2.8011387267         1.3990951731         1.6560202773         1.5617872461
        0.9754197000         0.1526197801         2.8014894238         1.3965428462         1.6636759097         1.4952999219
        0.9804238000         0.1533965665         2.8018435988         1.3863335388         1.6534683998         1.2293506250
        0.9853828000         0.1541662586         2.8021945915         1.3863335388         1.6687796646         1.2293506250
        0.9904750000         0.1549565275         2.8025550217         1.3888858657         1.6713315420         1.2958379492
        0.9954211000         0.1557240279         2.8029051202         1.3888858657         1.6738834195         1.2958379492
        1.0004057000         0.1564974073         2.8032579529         1.3914381925         1.6866428068         1.3623252734
        1.0053949000         0.1572714044         2.8036111200         1.3837812120         1.6815390519         1.1628633007
        1.0104030000         0.1580482364         2.8039656338         1.3965428462         1.6994021941         1.4952999219
        1.0154220000         0.1588266610         2.8043209277         1.3914381925         1.6968503166         1.3623252734
        1.0204331000         0.1596037619         2.8046756708         1.3914381925         1.7070578265         1.3623252734
        1.0254188000         0.1603768257         2.8050286238         1.3863335388         1.6994021941         1.2293506250
        1.0304487000         0.1611566433         2.8053847137         1.3888858657         1.7172653363         1.2958379492
        1.0354318000         0.1619291060         2.8057374982         1.3863335388         1.7096097039         1.2293506250
        1.0404393000         0.1627052512         2.8060920174         1.3939905194         1.7249209687         1.4288125976
        1.0454303000         0.1634787387         2.8064453758         1.3863335388         1.7274728461         1.2293506250
        1.0503929000         0.1642477253         2.8067967303         1.3837812120         1.7249209687         1.1628633007
        1.0554259000         0.1650275189         2.8071530761         1.3863335388         1.7376803560         1.2293506250
        1.0603983000         0.1657978221         2.8075051378         1.3863335388         1.7402322334         1.2293506250
        1.0653880000         0.1665707036         2.8078584308         1.3863335388         1.7478878658         1.2293506250
        1.0703836000         0.1673443965         2.8082121476         1.3863335388         1.7504397433         1.2293506250
        1.0754213000         0.1681245053         2.8085688513         1.3914381925         1.7606472531         1.3623252734
        1.0804083000         0.1688966593         2.8089219708         1.3888858657         1.7606472531         1.2958379492
        1.0853925000         0.1696682762         2.8092748976         1.3863335388         1.7631991306         1.2293506250
        1.0904004000         0.1704434574         2.8096295078         1.3837812120         1.7657510080         1.1628633007
        1.0953920000         0.1712160106         2.8099829689         1.3965428462         1.7810622728         1.4952999219
        1.1004061000         0.1719919401         2.8103380280         1.3914381925         1.7785103953         1.3623252734
        1.1053980000         0.1727643282         2.8106915198         1.3888858657         1.7861660277         1.2958379492
        1.1104223000         0.1735416222         2.8110473104         1.3965428462         1.7810622728         1.4952999219
        1.1154537000         0.1743199064         2.8114036080         1.3939905194         1.7989254150         1.4288125976
        1.1204052000         0.1750857248         2.8117542515         1.3965428462         1.8040291699         1.4952999219
        1.1254421000         0.1758646429         2.8121109464         1.3888858657         1.8065810474         1.2958379492
        1.1304636000         0.1766410699         2.8124665543         1.3939905194         1.8116848023         1.4288125976
        1.1354405000         0.1774104924         2.8128190071         1.3812288851         1.8142366797         1.0963759765
        1.1404422000         0.1781836397         2.8131732192         1.3990951731         1.8295479445         1.5617872461
        1.1454220000         0.1789532926         2.8135258834         1.3863335388         1.8295479445         1.2293506250
        1.1504271000         0.1797267453         2.8138803419         1.3939905194         1.8320998220         1.4288125976
        1.1554007000         0.1804952202         2.8142325721         1.3965428462         1.8448592093         1.4952999219
        1.1604066000         0.1812685745         2.8145870920         1.3863335388         1.8372035769         1.2293506250
        1.1653913000         0.1820385423         2.8149401126         1.4016475000         1.8550667191         1.6282745703
        1.1704991000         0.1828274092         2.8153018530         1.3888858657         1.8525148416         1.2958379492
        1.1754852000         0.1835973667         2.8156549762         1.3888858657         1.8550667191         1.2958379492
        1.1803936000         0.1843552157         2.8160025978         1.3939905194         1.8678261064         1.4288125976
        1.1853978000         0.1851277433         2.8163570053         1.3990951731         1.8780336162         1.5617872461
        1.1903969000         0.1858993694         2.8167110526         1.3965428462         1.8703779838         1.4952999219
        1.1954013000         0.1866716987         2.8170654759         1.3888858657         1.8831373711         1.2958379492
        1.2004155000         0.1874454247         2.8174205939         1.3939905194         1.8882411261         1.4288125976
        1.2053918000         0.1882131876         2.8177730279         1.3965428462         1.8984486359         1.4952999219
        1.2104615000         0.1889952423         2.8181320768         1.3863335388         1.8907930035         1.2293506250
        1.2153941000         0.1897560328         2.8184814159         1.3914381925         1.8958967584         1.3623252734
        1.2204086000         0.1905293386         2.8188365549         1.3939905194         1.9086561457         1.4288125976
        1.2254068000         0.1913000131         2.8191905389         1.3990951731         1.9163117781         1.5617872461
        1.2304404000         0.1920760268         2.8195470292         1.3965428462         1.9163117781         1.4952999219
        1.2353935000         0.1928395128         2.8198978174         1.3939905194         1.9214155330         1.4288125976
        1.2404177000         0.1936138391         2.8202536397         1.4093044805         1.9418305527         1.8277365430
        1.2454575000         0.1943904485         2.8206105654         1.4041998268         1.9367267978         1.6947618945
        1.2504072000         0.1951530554         2.8209611084         1.3990951731         1.9469343076         1.5617872461
        1.2554414000         0.1959285603         2.8213176338         1.3965428462         1.9520380625         1.4952999219
        1.2603982000         0.1966920222         2.8216686757         1.4016475000         1.9596936949         1.6282745703
        1.2653899000         0.1974607391         2.8220221869         1.3990951731         1.9647974498         1.5617872461
        1.2703942000         0.1982312744         2.8223765878         1.4093044805         1.9750049597         1.8277365430
        1.2753900000         0.1990003788         2.8227303840         1.3965428462         1.9750049597         1.4952999219
        1.2803943000         0.1997706689         2.8230847791         1.3965428462         1.9750049597         1.4952999219
        1.2854313000         0.2005458677         2.8234414868         1.4067521537         1.9954199793         1.7612492188
        1.2904107000         0.2013120785         2.8237941119         1.4041998268         1.9979718568         1.6947618945
        1.2953963000         0.2020791199         2.8241471725         1.4144091342         2.0081793666         1.9607111914
        1.3003928000         0.2028477139         2.8245010011         1.3990951731         2.0030756117         1.5617872461
        1.3053934000         0.2036168135         2.8248551160         1.3990951731         2.0132831215         1.5617872461
        1.3103993000         0.2043866024         2.8252096018         1.4016475000         2.0234906314         1.6282745703
        1.3154232000         0.2051590322         2.8255653577         1.3939905194         2.0234906314         1.4288125976
        1.3203939000         0.2059231568         2.8259173417         1.3990951731         2.0336981412         1.5617872461
        1.3254222000         0.2066960082         2.8262733994         1.4016475000         2.0464575285         1.6282745703
        1.3304030000         0.2074614317         2.8266260884         1.4016475000         2.0439056511         1.6282745703
        1.3353930000         0.2082281417         2.8269794235         1.4067521537         2.0566650383         1.7612492188
        1.3403975000         0.2089969511         2.8273337796         1.4016475000         2.0592169158         1.6282745703
        1.3454261000         0.2097693327         2.8276898364         1.4118568074         2.0719763031         1.8942238672
        1.3504641000         0.2105430269         2.8280465525         1.4041998268         2.0719763031         1.6947618945
        1.3553926000         0.2112997775         2.8283955092         1.4067521537         2.0847356904         1.7612492188
        1.3604684000         0.2120790129         2.8287548888         1.4041998268         2.0847356904         1.6947618945
        1.3653840000         0.2128335260         2.8291029191         1.4144091342         2.0847356904         1.9607111914
        1.3704062000         0.2136042705         2.8294584899         1.4093044805         2.1051507101         1.8277365430
        1.3754356000         0.2143759867         2.8298145632         1.4016475000         2.1025988326         1.6282745703
        1.3803982000         0.2151373219         2.8301658998         1.3990951731         2.1077025875         1.5617872461
        1.3854197000         0.2159075601         2.8305213987         1.4169614611         2.1230138523         2.0271985157
        1.3904315000         0.2166761766         2.8308762030         1.3965428462         2.1179100974         1.4952999219
        1.3954127000         0.2174399671         2.8312288329         1.4093044805         2.1332213621         1.8277365430
        1.4004382000         0.2182104155         2.8315845906         1.4067521537         2.1408769945         1.7612492188
        1.4054583000         0.2189799002         2.8319399574         1.4067521537         2.1459807494         1.7612492188
        1.4104600000         0.2197464291         2.8322940130         1.4016475000         2.1459807494         1.6282745703
        1.4153907000         0.2205019443         2.8326430339         1.4067521537         2.1612920142         1.7612492188
        1.4203954000         0.2212686630         2.8329972837         1.4041998268         2.1612920142         1.6947618945
        1.4254270000         0.2220393649         2.8333534281         1.4093044805         2.1791551564         1.8277365430
        1.4304145000         0.2228031750         2.8337064415         1.3990951731         2.1740514015         1.5617872461
        1.4354317000         0.2235713956         2.8340615471         1.4118568074         2.1944664211         1.8942238672
        1.4404271000         0.2243361402         2.8344150996         1.4118568074         2.1995701761         1.8942238672
        1.4453947000         0.2250964920         2.8347666744         1.4041998268         2.1995701761         1.6947618945
        1.4503962000         0.2258618941         2.8351206380         1.4067521537         2.2021220535         1.7612492188
        1.4553912000         0.2266261623         2.8354741307         1.4093044805         2.2225370732         1.8277365430
        1.4603925000         0.2273912547         2.8358280584         1.4093044805         2.2225370732         1.8277365430
        1.4654201000         0.2281602290         2.8361838360         1.4067521537         2.2301927056         1.7612492188
        1.4704754000         0.2289332966         2.8365415620         1.4118568074         2.2429520929         1.8942238672
        1.4754205000         0.2296893724         2.8368914786         1.4144091342         2.2506077252         1.9607111914
        1.4803976000         0.2304502010         2.8372436477         1.4118568074         2.2506077252         1.8942238672
        1.4854731000         0.2312259264         2.8376027671         1.4144091342         2.2608152351         1.9607111914
        1.4904068000         0.2319798387         2.8379518412         1.4067521537         2.2659189900         1.7612492188
        1.4953944000         0.2327418457         2.8383047165         1.4041998268         2.2735746224         1.6947618945
        1.5004895000         0.2335201292         2.8386651844         1.4016475000         2.2761264998         1.6282745703
        1.5054201000         0.2342731426         2.8390140014         1.4118568074         2.2863340097         1.8942238672
        1.5103959000         0.2350329166         2.8393660030         1.4093044805         2.2914377646         1.8277365430
        1.5153838000         0.2357943941         2.8397188473         1.4067521537         2.3016452744         1.7612492188
        1.5204997000         0.2365752623         2.8400807322         1.4067521537         2.3093009068         1.7612492188
        1.5253924000         0.2373219193         2.8404268149         1.4144091342         2.3195084166         1.9607111914
        1.5304220000         0.2380893221         2.8407825671         1.4067521537         2.3220602941         1.7612492188
        1.5353910000         0.2388473327         2.8411340188         1.4041998268         2.3246121715         1.6947618945
        1.5403955000         0.2396106117         2.8414879667         1.4169614611         2.3450271912         2.0271985157
        1.5453972000         0.2403733158         2.8418417019         1.4067521537         2.3373715588         1.7612492188
        1.5504526000         0.2411440576         2.8421992196         1.4093044805         2.3501309461         1.8277365430
        1.5553848000         0.2418958700         2.8425480096         1.4067521537         2.3501309461         1.7612492188
        1.5604408000         0.2426664025         2.8429055388         1.4144091342         2.3679940883         1.9607111914
        1.5654246000         0.2434257818         2.8432579467         1.4093044805         2.3730978433         1.8277365430
        1.5704015000         0.2441839610         2.8436098509         1.4118568074         2.3833053531         1.8942238672
        1.5754911000         0.2449591545         2.8439697074         1.4246184417         2.3960647404         2.2266604884
