% K_lin=8.035300  p_cw=[-2.695200 31.026600 -64.676800]  p_ccw=[2.343300 4.917800 -23.132900]
Time[s]              Vcmd[V]              Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]
        0.0000000000         1.7603829000         0.1760382900         2.8218720467         1.3939905194         3.4704051506
        0.0000000000         1.7655670000         0.1765567000         2.8221354431         1.3863335388         3.4678532732
        0.0000000000         1.7704020000         0.1770402000         2.8223811235         1.3812288851         3.4678532732
        0.0000000000         1.7755857000         0.1775585700         2.8226445453         1.3888858657         3.4806126605
        0.0000000000         1.7804388000         0.1780438800         2.8228911883         1.3888858657         3.4831645379
        0.0000000000         1.7853900000         0.1785390000         2.8231428383         1.3914381925         3.4959239252
        0.0000000000         1.7904393000         0.1790439300         2.8233994966         1.3888858657         3.4984758027
        0.0000000000         1.7955977000         0.1795597700         2.8236617237         1.3888858657         3.5035795576
        0.0000000000         1.8004420000         0.1800442000         2.8239080048         1.3863335388         3.5035795576
        0.0000000000         1.8054379000         0.1805437900         2.8241620149         1.3761242314         3.5010276801
        0.0000000000         1.8104414000         0.1810441400         2.8244164335         1.3888858657         3.5086833125
        0.0000000000         1.8153894000         0.1815389400         2.8246680517         1.3914381925         3.5214426998
        0.0000000000         1.8204206000         0.1820420600         2.8249239230         1.3888858657         3.5214426998
        0.0000000000         1.8254422000         0.1825442200         2.8251793283         1.3863335388         3.5265464547
        0.0000000000         1.8304493000         0.1830449300         2.8254340183         1.3965428462         3.5393058420
        0.0000000000         1.8354390000         0.1835439000         2.8256878453         1.3939905194         3.5342020871
        0.0000000000         1.8404401000         0.1840440100         2.8259422742         1.3965428462         3.5444095970
        0.0000000000         1.8454166000         0.1845416600         2.8261954736         1.3914381925         3.5520652293
        0.0000000000         1.8504336000         0.1850433600         2.8264507557         1.3863335388         3.5520652293
        0.0000000000         1.8554220000         0.1855422000         2.8267046046         1.3888858657         3.5546171068
        0.0000000000         1.8604531000         0.1860453100         2.8269606487         1.3939905194         3.5673764941
        0.0000000000         1.8654234000         0.1865423400         2.8272136206         1.3939905194         3.5673764941
        0.0000000000         1.8703977000         0.1870397700         2.8274668179         1.3837812120         3.5724802490
        0.0000000000         1.8753855000         0.1875385500         2.8277207243         1.3914381925         3.5775840039
        0.0000000000         1.8804669000         0.1880466900         2.8279794182         1.3888858657         3.5826877588
        0.0000000000         1.8854590000         0.1885459000         2.8282335880         1.3965428462         3.5928952687
        0.0000000000         1.8904577000         0.1890457700         2.8284881160         1.4041998268         3.5979990236
        0.0000000000         1.8953891000         0.1895389100         2.8287392388         1.3837812120         3.5877915138
        0.0000000000         1.9003986000         0.1900398600         2.8289943609         1.3939905194         3.5954471461
        0.0000000000         1.9053983000         0.1905398300         2.8292490059         1.3914381925         3.6082065334
        0.0000000000         1.9104098000         0.1910409800         2.8295042743         1.4016475000         3.6184140433
        0.0000000000         1.9154894000         0.1915489400         2.8297630341         1.3965428462         3.6286215531
        0.0000000000         1.9204504000         0.1920450400         2.8300157744         1.3914381925         3.6260696756
        0.0000000000         1.9254322000         0.1925432200         2.8302695964         1.3863335388         3.6235177982
        0.0000000000         1.9304379000         0.1930437900         2.8305246582         1.3914381925         3.6388290629
        0.0000000000         1.9354544000         0.1935454400         2.8307802927         1.3914381925         3.6464846953
        0.0000000000         1.9404389000         0.1940438900         2.8310343186         1.3939905194         3.6490365728
        0.0000000000         1.9454863000         0.1945486300         2.8312915726         1.3914381925         3.6566922051
        0.0000000000         1.9503978000         0.1950397800         2.8315419218         1.3888858657         3.6566922051
        0.0000000000         1.9554040000         0.1955404000         2.8317971201         1.3939905194         3.6592440826
        0.0000000000         1.9603873000         0.1960387300         2.8320511731         1.3939905194         3.6720034699
        0.0000000000         1.9654298000         0.1965429800         2.8323082667         1.3990951731         3.6796591023
        0.0000000000         1.9704398000         0.1970439800         2.8325637257         1.4016475000         3.6898666121
        0.0000000000         1.9754681000         0.1975468100         2.8328201403         1.3965428462         3.6898666121
        0.0000000000         1.9804091000         0.1980409100         2.8330721249         1.3990951731         3.6949703670
        0.0000000000         1.9854058000         0.1985405800         2.8333269723         1.3914381925         3.6949703670
        0.0000000000         1.9904303000         0.1990430300         2.8335832600         1.3939905194         3.7000741219
        0.0000000000         1.9955843000         0.1995584300         2.8338461765         1.3965428462         3.7102816318
        0.0000000000         2.0004570000         0.2000457000         2.8340947650         1.3965428462         3.7230410191
        0.0000000000         2.0054535000         0.2005453500         2.8343496914         1.3965428462         3.7255928965
        0.0000000000         2.0103991000         0.2010399100         2.8346020427         1.4016475000         3.7383522838
        0.0000000000         2.0154486000         0.2015448600         2.8348597181         1.3965428462         3.7358004064
        0.0000000000         2.0204034000         0.2020403400         2.8351125830         1.3939905194         3.7434560388
        0.0000000000         2.0253859000         0.2025385900         2.8353668836         1.3965428462         3.7511116711
        0.0000000000         2.0304119000         0.2030411900         2.8356234269         1.3965428462         3.7562154260
        0.0000000000         2.0353982000         0.2035398200         2.8358779660         1.4041998268         3.7689748133
        0.0000000000         2.0404050000         0.2040405000         2.8361335739         1.4041998268         3.7715266908
        0.0000000000         2.0453851000         0.2045385100         2.8363878410         1.4067521537         3.7766304457
        0.0000000000         2.0503842000         0.2050384200         2.8366431003         1.4016475000         3.7842860781
        0.0000000000         2.0554704000         0.2055470400         2.8369028301         1.4067521537         3.7842860781
        0.0000000000         2.0604047000         0.2060404700         2.8371548250         1.3965428462         3.7893898330
        0.0000000000         2.0654618000         0.2065461800         2.8374131139         1.3888858657         3.7893898330
        0.0000000000         2.0703884000         0.2070388400         2.8376647596         1.4016475000         3.8021492203
        0.0000000000         2.0753851000         0.2075385100         2.8379200081         1.3965428462         3.8072529752
        0.0000000000         2.0803981000         0.2080398100         2.8381761117         1.4016475000         3.8098048527
        0.0000000000         2.0853864000         0.2085386400         2.8384309757         1.3965428462         3.8149086076
        0.0000000000         2.0903920000         0.2090392000         2.8386867460         1.3863335388         3.8200123625
        0.0000000000         2.0954161000         0.2095416100         2.8389434841         1.3965428462         3.8276679949
        0.0000000000         2.1003934000         0.2100393400         2.8391978530         1.3965428462         3.8404273822
        0.0000000000         2.1054735000         0.2105473500         2.8394574985         1.3965428462         3.8455311371
        0.0000000000         2.1104709000         0.2110470900         2.8397129396         1.4016475000         3.8557386469
        0.0000000000         2.1154259000         0.2115425900         2.8399662356         1.3939905194         3.8506348920
        0.0000000000         2.1204816000         0.2120481600         2.8402247020         1.3914381925         3.8608424019
        0.0000000000         2.1255098000         0.2125509800         2.8404817853         1.4169614611         3.8710499117
        0.0000000000         2.1303994000         0.2130399400         2.8407318038         1.4041998268         3.8787055441
        0.0000000000         2.1353873000         0.2135387300         2.8409868709         1.3965428462         3.8812574215
        0.0000000000         2.1404807000         0.2140480700         2.8412473559         1.3990951731         3.8863611765
        0.0000000000         2.1453870000         0.2145387000         2.8414982943         1.3990951731         3.8914649314
        0.0000000000         2.1505468000         0.2150546800         2.8417622216         1.4041998268         3.8940168088
        0.0000000000         2.1554545000         0.2155454500         2.8420132760         1.4041998268         3.9042243187
        0.0000000000         2.1604392000         0.2160439200         2.8422682915         1.4016475000         3.9093280736
        0.0000000000         2.1655001000         0.2165500100         2.8425272282         1.3939905194         3.9144318285
        0.0000000000         2.1703953000         0.2170395300         2.8427777089         1.4118568074         3.9271912158
        0.0000000000         2.1754057000         0.2175405700         2.8430341065         1.4067521537         3.9322949707
        0.0000000000         2.1804168000         0.2180416800         2.8432905625         1.4016475000         3.9348468482
        0.0000000000         2.1854049000         0.2185404900         2.8435458639         1.3939905194         3.9348468482
        0.0000000000         2.1904390000         0.2190439000         2.8438035423         1.4067521537         3.9450543580
        0.0000000000         2.1954145000         0.2195414500         2.8440582436         1.4016475000         3.9501581129
        0.0000000000         2.2004415000         0.2200441500         2.8443156039         1.3990951731         3.9552618679
        0.0000000000         2.2056332000         0.2205633200         2.8445814200         1.4118568074         3.9756768875
        0.0000000000         2.2104406000         0.2210440600         2.8448275814         1.4041998268         3.9756768875
        0.0000000000         2.2159234000         0.2215923400         2.8451083520         1.4093044805         3.9807806424
        0.0000000000         2.2204515000         0.2220451500         2.8453402534         1.4093044805         3.9858843974
        0.0000000000         2.2254342000         0.2225434200         2.8455954580         1.4067521537         3.9909881523
        0.0000000000         2.2304161000         0.2230416100         2.8458506439         1.3990951731         3.9986437847
        0.0000000000         2.2354117000         0.2235411700         2.8461065541         1.4067521537         4.0114031719
        0.0000000000         2.2404163000         0.2240416300         2.8463629479         1.4093044805         4.0216106818
        0.0000000000         2.2454370000         0.2245437000         2.8466201893         1.4118568074         4.0292663142
        0.0000000000         2.2504258000         0.2250425800         2.8468758187         1.4016475000         4.0292663142
        0.0000000000         2.2554153000         0.2255415300         2.8471315065         1.4169614611         4.0420257015
        0.0000000000         2.2604656000         0.2260465600         2.8473903329         1.4041998268         4.0445775789
        0.0000000000         2.2654428000         0.2265442800         2.8476454355         1.4118568074         4.0522332113
        0.0000000000         2.2704552000         0.2270455200         2.8479023648         1.4220661148         4.0598888437
        0.0000000000         2.2754129000         0.2275412900         2.8481565126         1.4118568074         4.0675444760
        0.0000000000         2.2804408000         0.2280440800         2.8484142818         1.3990951731         4.0675444760
        0.0000000000         2.2854119000         0.2285411900         2.8486691614         1.4067521537         4.0803038633
        0.0000000000         2.2904553000         0.2290455300         2.8489277709         1.4016475000         4.0803038633
        0.0000000000         2.2953881000         0.2295388100         2.8491807314         1.4016475000         4.0879594957
        0.0000000000         2.3004532000         0.2300453200         2.8494404993         1.4067521537         4.0981670056
        0.0000000000         2.3054400000         0.2305440000         2.8496962742         1.4067521537         4.1007188830
        0.0000000000         2.3104647000         0.2310464700         2.8499540158         1.4144091342         4.1109263928
        0.0000000000         2.3154668000         0.2315466800         2.8502106209         1.4093044805         4.1211339027
        0.0000000000         2.3204158000         0.2320415800         2.8504645243         1.4041998268         4.1262376576
        0.0000000000         2.3254092000         0.2325409200         2.8507207280         1.4067521537         4.1338932900
        0.0000000000         2.3304715000         0.2330471500         2.8509804900         1.4067521537         4.1389970449
        0.0000000000         2.3354413000         0.2335441300         2.8512355281         1.4093044805         4.1543083097
        0.0000000000         2.3403882000         0.2340388200         2.8514894132         1.4118568074         4.1619639420
        0.0000000000         2.3454175000         0.2345417500         2.8517475501         1.4016475000         4.1619639420
        0.0000000000         2.3503906000         0.2350390600         2.8520028250         1.4118568074         4.1721714519
        0.0000000000         2.3554393000         0.2355439300         2.8522620034         1.4067521537         4.1721714519
        0.0000000000         2.3604555000         0.2360455500         2.8525195364         1.4067521537         4.1798270842
        0.0000000000         2.3654444000         0.2365444400         2.8527756904         1.4041998268         4.1900345941
        0.0000000000         2.3703982000         0.2370398200         2.8530300646         1.4041998268         4.2002421039
        0.0000000000         2.3754157000         0.2375415700         2.8532877325         1.4093044805         4.2078977363
        0.0000000000         2.3804233000         0.2380423300         2.8535449148         1.4144091342         4.2181052461
        0.0000000000         2.3854438000         0.2385443800         2.8538027825         1.4041998268         4.2155533687
        0.0000000000         2.3904298000         0.2390429800         2.8540589008         1.4169614611         4.2257608785
        0.0000000000         2.3954393000         0.2395439300         2.8543162490         1.4067521537         4.2308646334
        0.0000000000         2.4004718000         0.2400471800         2.8545748018         1.4093044805         4.2385202658
        0.0000000000         2.4054435000         0.2405443500         2.8548302535         1.4144091342         4.2512796531
        0.0000000000         2.4106290000         0.2410629000         2.8550967145         1.4169614611         4.2589352855
        0.0000000000         2.4155076000         0.2415507600         2.8553474275         1.4144091342         4.2614871629
        0.0000000000         2.4204119000         0.2420411900         2.8555994831         1.4093044805         4.2665909178
        0.0000000000         2.4256362000         0.2425636200         2.8558680092         1.4118568074         4.2716946728
        0.0000000000         2.4304165000         0.2430416500         2.8561137357         1.4067521537         4.2793503051
        0.0000000000         2.4355085000         0.2435508500         2.8563755077         1.4144091342         4.2895578150
        0.0000000000         2.4404224000         0.2440422400         2.8566281462         1.4067521537         4.2972134474
        0.0000000000         2.4453905000         0.2445390500         2.8568835938         1.4297230954         4.3099728347
        0.0000000000         2.4504432000         0.2450443200         2.8571434143         1.4195137880         4.3176284670
        0.0000000000         2.4554142000         0.2455414200         2.8573990564         1.4169614611         4.3278359769
        0.0000000000         2.4603923000         0.2460392300         2.8576550862         1.4093044805         4.3278359769
        0.0000000000         2.4654657000         0.2465465700         2.8579160407         1.4118568074         4.3380434867
        0.0000000000         2.4704646000         0.2470464600         2.8581731862         1.4118568074         4.3431472416
        0.0000000000         2.4754517000         0.2475451700         2.8584297475         1.4220661148         4.3584585064
        0.0000000000         2.4804243000         0.2480424300         2.8586855854         1.4220661148         4.3661141388
        0.0000000000         2.4854158000         0.2485415800         2.8589424184         1.4144091342         4.3737697711
        0.0000000000         2.4904507000         0.2490450700         2.8592015076         1.4067521537         4.3661141388
        0.0000000000         2.4954376000         0.2495437600         2.8594581497         1.4118568074         4.3839772810
        0.0000000000         2.5004590000         0.2500459000         2.8597165902         1.4118568074         4.3890810359
        0.0000000000         2.5054696000         0.2505469600         2.8599744978         1.4195137880         4.4043923006
        0.0000000000         2.5104201000         0.2510420100         2.8602293345         1.4169614611         4.4043923006
        0.0000000000         2.5153988000         0.2515398800         2.8604856455         1.4067521537         4.4069441781
        0.0000000000         2.5204094000         0.2520409400         2.8607436216         1.4118568074         4.4222554428
        0.0000000000         2.5254123000         0.2525412300         2.8610012243         1.4067521537         4.4197035654
        0.0000000000         2.5304109000         0.2530410900         2.8612586284         1.4297230954         4.4401185851
        0.0000000000         2.5354122000         0.2535412200         2.8615161945         1.4118568074         4.4426704625
        0.0000000000         2.5404966000         0.2540496600         2.8617780637         1.4195137880         4.4579817273
        0.0000000000         2.5453854000         0.2545385400         2.8620298810         1.4144091342         4.4605336047
        0.0000000000         2.5504558000         0.2550455800         2.8622910755         1.4118568074         4.4681892371
        0.0000000000         2.5554498000         0.2555449800         2.8625483573         1.4246184417         4.4809486244
        0.0000000000         2.5603889000         0.2560388900         2.8628028334         1.4246184417         4.4886042568
        0.0000000000         2.5654467000         0.2565446700         2.8630634484         1.4195137880         4.4988117666
        0.0000000000         2.5704255000         0.2570425500         2.8633200156         1.4144091342         4.4962598892
        0.0000000000         2.5754381000         0.2575438100         2.8635783477         1.4093044805         4.5039155215
        0.0000000000         2.5804434000         0.2580443400         2.8638363265         1.4144091342         4.5115711539
        0.0000000000         2.5854544000         0.2585454400         2.8640946222         1.4144091342         4.5243305412
        0.0000000000         2.5904401000         0.2590440100         2.8643516367         1.4118568074         4.5268824187
        0.0000000000         2.5954546000         0.2595454600         2.8646101588         1.4067521537         4.5294342961
        0.0000000000         2.6004713000         0.2600471300         2.8648688175         1.4118568074         4.5447455609
        0.0000000000         2.6054108000         0.2605410800         2.8651235185         1.4195137880         4.5549530707
        0.0000000000         2.6104474000         0.2610447400         2.8653832494         1.4297230954         4.5702643355
        0.0000000000         2.6154468000         0.2615446800         2.8656410850         1.4144091342         4.5728162129
        0.0000000000         2.6204734000         0.2620473400         2.8659003467         1.4169614611         4.5804718453
        0.0000000000         2.6254373000         0.2625437300         2.8661563972         1.4118568074         4.5830237228
        0.0000000000         2.6304890000         0.2630489000         2.8664170000         1.4118568074         4.5906793551
        0.0000000000         2.6354819000         0.2635481900         2.8666745925         1.4169614611         4.5983349875
        0.0000000000         2.6404192000         0.2640419200         2.8669293391         1.4246184417         4.6187500072
        0.0000000000         2.6454699000         0.2645469900         2.8671899600         1.4169614611         4.6213018847
        0.0000000000         2.6504054000         0.2650405400         2.8674446592         1.4169614611         4.6238537621
        0.0000000000         2.6554178000         0.2655417800         2.8677033498         1.4220661148         4.6417169043
        0.0000000000         2.6604002000         0.2660400200         2.8679605151         1.4475893834         4.6493725367
        0.0000000000         2.6654938000         0.2665493800         2.8682234437         1.4144091342         4.6570281691
        0.0000000000         2.6704680000         0.2670468000         2.8684802319         1.4348277491         4.6697875564
        0.0000000000         2.6754313000         0.2675431300         2.8687364803         1.4220661148         4.6774431887
        0.0000000000         2.6804593000         0.2680459300         2.8689960922         1.4169614611         4.6774431887
        0.0000000000         2.6857243000         0.2685724300         2.8692679662         1.4169614611         4.6953063310
        0.0000000000         2.6904789000         0.2690478900         2.8695135062         1.4246184417         4.6978582084
        0.0000000000         2.6954499000         0.2695449900         2.8697702440         1.4220661148         4.7106175957
        0.0000000000         2.7005015000         0.2700501500         2.8700311679         1.4169614611         4.7131694732
        0.0000000000         2.7054123000         0.2705412300         2.8702848419         1.4297230954         4.7259288605
        0.0000000000         2.7104156000         0.2710415600         2.8705433171         1.4195137880         4.7284807379
        0.0000000000         2.7154137000         0.2715413700         2.8708015467         1.4297230954         4.7514476351
        0.0000000000         2.7204310000         0.2720431000         2.8710607915         1.4144091342         4.7488957576
        0.0000000000         2.7254043000         0.2725404300         2.8713177859         1.4169614611         4.7642070224
        0.0000000000         2.7304022000         0.2730402200         2.8715760745         1.4373800759         4.7769664097
        0.0000000000         2.7353950000         0.2735395000         2.8718341227         1.4195137880         4.7820701646
        0.0000000000         2.7403850000         0.2740385000         2.8720920492         1.4246184417         4.7871739195
        0.0000000000         2.7453845000         0.2745384500         2.8723504899         1.4271707685         4.7973814293
        0.0000000000         2.7504639000         0.2750463900         2.8726130846         1.4348277491         4.8126926941
        0.0000000000         2.7554654000         0.2755465400         2.8728716754         1.4322754222         4.8229002039
        0.0000000000         2.7605083000         0.2760508300         2.8731324302         1.4144091342         4.8203483265
        0.0000000000         2.7654674000         0.2765467400         2.8733888749         1.4297230954         4.8331077137
        0.0000000000         2.7704444000         0.2770444400         2.8736462682         1.4195137880         4.8458671010
        0.0000000000         2.7753916000         0.2775391600         2.8739021431         1.4246184417         4.8458671010
        0.0000000000         2.7804004000         0.2780400400         2.8741612272         1.4322754222         4.8637302433
        0.0000000000         2.7853865000         0.2785386500         2.8744191603         1.4373800759         4.8764896306
        0.0000000000         2.7904281000         0.2790428100         2.8746799878         1.4271707685         4.8841452629
        0.0000000000         2.7954480000         0.2795448000         2.8749397162         1.4297230954         4.8866971404
        0.0000000000         2.8003934000         0.2800393400         2.8751956129         1.4246184417         4.8943527728
        0.0000000000         2.8053854000         0.2805385400         2.8754539439         1.4220661148         4.9045602826
        0.0000000000         2.8103912000         0.2810391200         2.8757130123         1.4297230954         4.9249753023
        0.0000000000         2.8154516000         0.2815451600         2.8759749302         1.4322754222         4.9300790572
        0.0000000000         2.8204207000         0.2820420700         2.8762321457         1.4322754222         4.9351828121
        0.0000000000         2.8253857000         0.2825385700         2.8764891719         1.4246184417         4.9453903219
        0.0000000000         2.8304063000         0.2830406300         2.8767490997         1.4220661148         4.9479421994
        0.0000000000         2.8354002000         0.2835400200         2.8770076685         1.4169614611         4.9581497092
        0.0000000000         2.8404833000         0.2840483300         2.8772708797         1.4220661148         4.9734609740
        0.0000000000         2.8453892000         0.2845389200         2.8775249380         1.4246184417         4.9836684838
        0.0000000000         2.8504010000         0.2850401000         2.8777845036         1.4195137880         4.9887722387
        0.0000000000         2.8553872000         0.2855387200         2.8780427665         1.4246184417         4.9938759937
        0.0000000000         2.8603850000         0.2860385000         2.8783016536         1.4271707685         5.0040835035
        0.0000000000         2.8654254000         0.2865425400         2.8785627710         1.4220661148         5.0015316260
        0.0000000000         2.8703937000         0.2870393700         2.8788201764         1.4271707685         4.9989797486
        0.0000000000         2.8753862000         0.2875386200         2.8790788588         1.4169614611         5.0040835035
        0.0000000000         2.8803882000         0.2880388200         2.8793380567         1.4322754222         5.0117391359
        0.0000000000         2.8853846000         0.2885384600         2.8795969878         1.4271707685         5.0066353810
        0.0000000000         2.8903948000         0.2890394800         2.8798566575         1.4271707685         5.0091872584
        0.0000000000         2.8953897000         0.2895389700         2.8801155575         1.4220661148         5.0066353810
        0.0000000000         2.9003934000         0.2900393400         2.8803749371         1.4271707685         5.0066353810
        0.0000000000         2.9054440000         0.2905444000         2.8806367715         1.4399324028         5.0117391359
        0.0000000000         2.9104005000         0.2910400500         2.8808937508         1.4271707685         5.0040835035
        0.0000000000         2.9154478000         0.2915447800         2.8811554614         1.4220661148         5.0015316260
        0.0000000000         2.9203883000         0.2920388300         2.8814116573         1.4271707685         5.0040835035
        0.0000000000         2.9253838000         0.2925383800         2.8816707285         1.4373800759         5.0066353810
        0.0000000000         2.9304598000         0.2930459800         2.8819339985         1.4246184417         1.1124703785
        0.0000000000         2.9354006000         0.2935400600         2.8821902794         1.4271707685         1.0946072363
        0.0000000000         2.9403859000         0.2940385900         2.8824488916         1.4271707685         1.1201260109
        0.0000000000         2.9454122000         0.2945412200         2.8827096544         1.4271707685         1.1099185011
        0.0000000000         2.9504538000         0.2950453800         2.8829712346         1.4424847297         1.1175741334
        0.0000000000         2.9553939000         0.2955393900         2.8832275717         1.4297230954         1.1073666236
        0.0000000000         2.9603862000         0.2960386200         2.8834866406         1.4271707685         0.0355780908
        0.0000000000         2.9654179000         0.2965417900         2.8837477778         1.4373800759         0.0075074388
        0.0000000000         2.9703869000         0.2970386900         2.8840056843         1.4297230954         0.0024036839
        0.0000000000         2.9754075000         0.2975407500         2.8842662925         1.4348277491         0.0049555613
        0.0000000000         2.9803892000         0.2980389200         2.8845249049         1.4322754222         0.0024036839
        0.0000000000         2.9853954000         0.2985395400         2.8847848126         1.4246184417        -0.0052519485
        0.0000000000         2.9903845000         0.2990384500         2.8850438559         1.4348277491        -0.0001481936
        0.0000000000         2.9954064000         0.2995406400         2.8853046258         1.4195137880        -0.0052519485
        0.0000000000         3.0005008000         0.3000500800         2.8855691847         1.4424847297         0.0100593162
        0.0000000000         3.0054740000         0.3005474000         2.8858274729         1.4373800759         0.0075074388
        0.0000000000         3.0104885000         0.3010488500         2.8860879297         1.4322754222         0.0024036839
        0.0000000000         3.0154022000         0.3015402200         2.8863431738         1.4373800759         0.0075074388
        0.0000000000         3.0203872000         0.3020387200         2.8866021448         1.4322754222        -0.0052519485
        0.0000000000         3.0254034000         0.3025403400         2.8868627602         1.4271707685        -0.0001481936
        0.0000000000         3.0303868000         0.3030386800         2.8871216950         1.4399324028         0.0100593162
        0.0000000000         3.0354067000         0.3035406700         2.8873825499         1.4322754222         0.0202668261
        0.0000000000         3.0403898000         0.3040389800         2.8876415160         1.4348277491         0.0304743359
        0.0000000000         3.0453927000         0.3045392700         2.8879015346         1.4373800759         0.0381299683
        0.0000000000         3.0504006000         0.3050400600         2.8881618367         1.4297230954         0.0432337232
        0.0000000000         3.0553870000         0.3055387000         2.8884210447         1.4348277491         0.0610968654
        0.0000000000         3.0603858000         0.3060385800         2.8886809208         1.4373800759         0.0815118851
        0.0000000000         3.0654219000         0.3065421900         2.8889427599         1.4475893834         0.0789600076
        0.0000000000         3.0704044000         0.3070404400         2.8892018358         1.4297230954         0.0917193949
        0.0000000000         3.0753959000         0.3075395900         2.8894614031         1.4424847297         0.1095825371
        0.0000000000         3.0804166000         0.3080416600         2.8897225125         1.4373800759         0.1121344146
        0.0000000000         3.0854932000         0.3085493200         2.8899865533         1.4348277491         0.1197900470
        0.0000000000         3.0903921000         0.3090392100         2.8902413748         1.4271707685         0.1274456793
        0.0000000000         3.0954477000         0.3095447700         2.8905043710         1.4322754222         0.1376531892
        0.0000000000         3.1004034000         0.3100403400         2.8907621937         1.4322754222         0.1529644539
        0.0000000000         3.1054579000         0.3105457900         2.8910251804         1.4424847297         0.1606200863
        0.0000000000         3.1103892000         0.3110389200         2.8912817802         1.4297230954         0.1657238412
        0.0000000000         3.1154541000         0.3115454100         2.8915453559         1.4297230954         0.1810351060
        0.0000000000         3.1204332000         0.3120433200         2.8918044902         1.4399324028         0.1988982482
        0.0000000000         3.1253990000         0.3125399000         2.8920629557         1.4450370565         0.2091057580
        0.0000000000         3.1304256000         0.3130425600         2.8923246095         1.4271707685         0.2091057580
        0.0000000000         3.1354801000         0.3135480100         2.8925877397         1.4322754222         0.2193132679
        0.0000000000         3.1404005000         0.3140400500         2.8928439121         1.4348277491         0.2371764101
        0.0000000000         3.1454765000         0.3145476500         2.8931082095         1.4297230954         0.2397282875
        0.0000000000         3.1503852000         0.3150385200         2.8933638192         1.4373800759         0.2601433072
        0.0000000000         3.1554757000         0.3155475700         2.8936289199         1.4348277491         0.2626951847
        0.0000000000         3.1604236000         0.3160423600         2.8938866178         1.4373800759         0.2805583269
        0.0000000000         3.1655209000         0.3165520900         2.8941521211         1.4246184417         0.2780064494
        0.0000000000         3.1703880000         0.3170388000         2.8944056569         1.4322754222         0.2907658367
        0.0000000000         3.1756512000         0.3175651200         2.8946798515         1.4322754222         0.3035252240
        0.0000000000         3.1803904000         0.3180390400         2.8949267701         1.4399324028         0.3213883662
        0.0000000000         3.1854276000         0.3185427600         2.8951892382         1.4399324028         0.3264921211
        0.0000000000         3.1904154000         0.3190415400         2.8954491560         1.4348277491         0.3315958761
        0.0000000000         3.1953996000         0.3195399600         2.8957089097         1.4348277491         0.3418033859
        0.0000000000         3.2010282000         0.3201028200         2.8960022751         1.4399324028         0.3571146507
        0.0000000000         3.2054324000         0.3205432400         2.8962318451         1.4373800759         0.3622184056
        0.0000000000         3.2103880000         0.3210388000         2.8964901790         1.4373800759         0.3724259154
        0.0000000000         3.2154757000         0.3215475700         2.8967554235         1.4424847297         0.3877371802
        0.0000000000         3.2204316000         0.3220431600         2.8970138204         1.4399324028         0.3979446900
        0.0000000000         3.2254113000         0.3225411300         2.8972734817         1.4297230954         0.4004965675
        0.0000000000         3.2304129000         0.3230412900         2.8975343087         1.4348277491         0.4056003224
        0.0000000000         3.2354062000         0.3235406200         2.8977947266         1.4424847297         0.4285672195
        0.0000000000         3.2403861000         0.3240386100         2.8980544693         1.4322754222         0.4311190970
        0.0000000000         3.2453907000         0.3245390700         2.8983155241         1.4424847297         0.4413266068
        0.0000000000         3.2503856000         0.3250385600         2.8985760967         1.4297230954         0.4464303617
        0.0000000000         3.2554008000         0.3255400800         2.8988377522         1.4424847297         0.4668453814
        0.0000000000         3.2603890000         0.3260389000         2.8990980228         1.4424847297         0.4745010138
        0.0000000000         3.2654064000         0.3265406400         2.8993598409         1.4373800759         0.4847085236
        0.0000000000         3.2703863000         0.3270386300         2.8996197259         1.4297230954         0.4872604011
        0.0000000000         3.2754300000         0.3275430000         2.8998829646         1.4399324028         0.5051235433
        0.0000000000         3.2803880000         0.3280388000         2.9001417540         1.4348277491         0.5127791757
        0.0000000000         3.2853935000         0.3285393500         2.9004030466         1.4373800759         0.5331941953
        0.0000000000         3.2904174000         0.3290417400         2.9006653237         1.4450370565         0.5382979502
        0.0000000000         3.2954725000         0.3295472500         2.9009292540         1.4348277491         0.5459535826
        0.0000000000         3.3003858000         0.3300385800         2.9011858042         1.4271707685         0.5485054601
        0.0000000000         3.3055026000         0.3305502600         2.9014530047         1.4399324028         0.5714723572
        0.0000000000         3.3104269000         0.3310426900         2.9017101765         1.4373800759         0.5740242347
        0.0000000000         3.3154121000         0.3315412100         2.9019705524         1.4322754222         0.5816798670
        0.0000000000         3.3203862000         0.3320386200         2.9022303722         1.4348277491         0.5944392543
        0.0000000000         3.3253940000         0.3325394000         2.9024919762         1.4373800759         0.6020948867
        0.0000000000         3.3303850000         0.3330385000         2.9027527264         1.4348277491         0.6123023966
        0.0000000000         3.3353909000         0.3335390900         2.9030142791         1.4271707685         0.6225099064
        0.0000000000         3.3403852000         0.3340385200         2.9032752495         1.4399324028         0.6378211711
        0.0000000000         3.3454968000         0.3345496800         2.9035423740         1.4424847297         0.6480286810
        0.0000000000         3.3504866000         0.3350486600         2.9038031576         1.4271707685         0.6454768035
        0.0000000000         3.3553953000         0.3355395300         2.9040597258         1.4348277491         0.6633399457
        0.0000000000         3.3603863000         0.3360386300         2.9043206195         1.4373800759         0.6709955781
        0.0000000000         3.3655028000         0.3365502800         2.9045880981         1.4297230954         0.6760993330
        0.0000000000         3.3704516000         0.3370451600         2.9048468336         1.4322754222         0.6863068429
