0,0.5
0.01,0.513147249880476
0.02,0.526142073419244
0.03,0.53898965239688
0.04,0.551694881489033
0.05,0.564262390055349
0.06,0.576696561847344
0.07,0.589001552873109
0.08,0.601181307625272
0.09,0.613239573851832
0.1,0.625179916026672
0.11,0.637005727656961
0.12,0.648720242547915
0.13,0.660326545130857
0.14,0.671827579948066
0.15,0.683226160377056
0.16,0.694524976667524
0.17,0.705726603356008
0.18,0.716833506116172
0.19,0.727848048096321
0.2,0.738772495790314
0.21,0.749609024483183
0.22,0.760359723308516
0.23,0.7710265999509
0.24,0.781611585023425
0.25,0.792116536147245
0.26,0.802543241757649
0.27,0.812893424658693
0.28,0.823168745346415
0.29,0.833370805118785
0.3,0.843501148988882
0.31,0.853561268416299
0.32,0.863552603870452
0.33,0.873476547238278
0.34,0.883334444087689
0.35,0.893127595797231
0.36,0.902857261561477
0.37,0.912524660280902
0.38,0.922130972344273
0.39,0.931677341310938
0.4,0.941164875499786
0.41,0.950594649491146
0.42,0.959967705547372
0.43,0.969285054957443
0.44,0.978547679310473
0.45,0.987756531702682
0.46,0.996912537882028
0.47,1.00601659733439
0.48,1.01506958431488
0.49,1.02407234882773
0.5,1.03302571755769
0.51,1.04193049475602
0.52,1.05078746308361
0.53,1.05959738441382
0.54,1.06836100059732
0.55,1.07707903419115
0.56,1.08575218915396
0.57,1.09438115150943
0.58,1.1029665899795
0.59,1.11150915658918
0.6,1.12000948724447
0.61,1.12846820228472
0.62,1.13688590701103
0.63,1.14526319219167
0.64,1.15360063454597
0.65,1.16189879720764
0.66,1.1701582301686
0.67,1.17837947070447
0.68,1.1865630437823
0.69,1.19470946245187
0.7,1.20281922822096
0.71,1.21089283141567
0.72,1.21893075152635
0.73,1.22693345753993
0.74,1.23490140825921
0.75,1.24283505260984
0.76,1.25073482993545
0.77,1.25860117028156
0.78,1.26643449466878
0.79,1.27423521535574
0.8,1.28200373609229
0.81,1.28974045236333
0.82,1.29744575162377
0.83,1.30512001352495
0.84,1.31276361013291
0.85,1.32037690613889
0.86,1.32796025906236
0.87,1.33551401944693
0.88,1.34303853104947
0.89,1.35053413102257
0.9,1.35800115009092
0.91,1.36543991272151
0.92,1.37285073728816
0.93,1.38023393623057
0.94,1.38758981620794
0.95,1.39491867824768
0.96,1.4022208178891
0.97,1.40949652532248
0.98,1.41674608552366
0.99,1.42396977838425
1,1.43116787883775
1.01,1.43834065698164
1.02,1.44548837819561
1.03,1.45261130325618
1.04,1.45970968844766
1.05,1.4667837856698
1.06,1.47383384254203
1.07,1.48086010250466
1.08,1.48786280491694
1.09,1.49484218515218
1.1,1.50179847469009
1.11,1.50873190120635
1.12,1.51564268865958
1.13,1.5225310573757
